chart_id,cancion_id,semana,posicion,streams_semana,semanas_en_chart
1470,789,2023-09-30,9,120321,42
1471,792,2022-06-04,33,117390,45
1472,1001,2022-09-17,34,1014174,50
1473,898,2022-04-16,5,126317,25
1474,1626,2023-12-23,16,876505,6
1475,577,2022-07-23,14,981357,51
1476,868,2022-03-12,10,105484,49
1477,868,2023-01-21,30,1211410,11
1478,558,2022-04-09,22,1189132,46
1479,1704,2022-09-03,11,558348,9
1480,1690,2022-11-26,7,409755,38
1481,1365,2022-07-23,42,571076,21
1482,1547,2022-03-26,46,309442,47
1483,496,2022-04-09,47,494167,13
1484,291,2022-07-23,16,1795428,22
1485,1775,2022-03-19,34,110118,39
1486,1574,2022-05-28,20,183150,41
1487,190,2022-04-16,49,421263,23
1488,586,2022-08-27,28,199613,43
1489,1318,2023-12-09,17,2514719,6
1490,150,2023-09-23,26,686965,24
1491,595,2023-02-04,40,334559,27
1492,476,2022-05-21,23,1215192,19
1493,280,2022-03-12,24,128003,38
1494,1696,2023-07-01,31,219771,6
1495,1588,2023-09-09,16,1611025,18
1496,1384,2022-07-09,5,457061,1
1497,1147,2023-07-29,1,1317025,42
1498,1545,2022-01-08,9,2124108,27
1499,926,2022-10-01,3,273320,12
1500,821,2023-06-24,20,479583,23
1501,1139,2022-01-08,46,987661,8
1502,1465,2023-02-04,34,209236,33
1503,1982,2023-08-26,31,345976,44
1504,108,2023-03-11,23,133216,43
1505,791,2022-06-18,48,578548,37
1506,1026,2023-07-08,20,52101,20
1507,38,2023-02-04,37,348290,30
1508,616,2023-06-10,18,1373559,52
1509,1202,2022-09-10,36,1187983,37
1510,651,2022-08-06,33,864233,2
1511,1108,2023-06-24,6,126085,30
1512,1340,2022-12-17,29,417255,35
1513,1026,2023-10-28,15,684947,25
1514,1593,2022-10-01,39,103332,47
1515,1852,2023-10-28,19,129500,35
1516,1188,2022-01-01,32,70445,8
1517,1088,2023-04-08,35,245096,42
1518,342,2023-06-03,36,1099097,21
1519,1708,2023-01-07,5,404105,34
1520,761,2022-11-12,25,1009582,30
1521,349,2023-02-18,36,93678,17
1522,278,2022-03-19,18,78868,8
1523,378,2023-02-04,48,864567,33
1524,1220,2023-10-21,22,394328,37
1525,1614,2023-07-22,49,368316,16
1526,1675,2023-02-11,29,372797,14
1527,66,2023-05-06,29,289882,49
1528,51,2023-09-16,27,1137558,38
1529,6,2023-09-09,50,418024,15
1530,575,2023-11-04,7,1872668,14
1531,1348,2022-04-30,10,987111,31
1532,604,2023-08-12,19,718887,42
1533,619,2023-03-04,8,555586,41
1534,869,2023-03-25,43,951420,28
1535,1528,2023-07-01,2,1117395,49
1536,4,2023-10-28,41,121497,10
1537,644,2022-10-29,3,272941,43
1538,982,2022-10-15,50,868530,8
1539,1890,2023-05-13,19,175068,29
1540,243,2022-06-25,10,491183,51
1541,431,2023-07-29,6,808088,9
1542,1859,2023-06-03,14,176761,30
1543,355,2023-10-28,8,307094,24
1544,893,2023-03-11,48,1283232,32
1545,1542,2023-09-02,2,270030,39
1546,1183,2022-10-22,18,514080,26
1547,773,2023-07-08,4,334443,27
1548,85,2022-04-23,14,1097923,30
1549,1361,2022-10-01,15,325951,19
1550,429,2023-06-03,20,272540,52
1551,605,2022-03-26,11,145140,44
1552,1966,2022-05-14,28,264808,23
1553,1411,2023-02-11,17,603656,19
1554,1464,2023-03-11,22,146677,36
1555,1621,2022-09-24,39,661024,5
1556,386,2022-06-11,24,55352,9
1557,1667,2022-05-07,13,278605,28
1558,1407,2023-03-18,48,363618,48
1559,1976,2022-11-19,2,100529,32
1560,867,2022-05-21,49,626160,47
1561,200,2023-05-06,43,104214,17
1562,785,2023-09-30,38,97134,30
1563,231,2022-12-03,1,279380,14
1564,187,2023-05-27,16,720275,17
1565,430,2022-10-22,6,1707623,50
1566,883,2023-11-04,36,798094,38
1567,431,2022-05-28,9,363684,26
1568,1685,2023-10-21,41,209137,1
1569,1944,2022-07-02,47,229348,3
1570,689,2023-02-18,23,216827,13
1571,1244,2023-03-18,16,213088,32
1572,579,2023-04-08,41,85799,39
1573,1710,2022-06-18,16,174516,5
1574,586,2022-08-06,9,107103,47
1575,993,2023-02-04,24,53700,38
1576,537,2022-02-12,6,218157,10
1577,1502,2023-11-25,12,267079,31
1578,1238,2023-07-22,3,1361625,9
1579,1685,2022-07-16,40,2681639,33
1580,1736,2023-09-02,21,483081,25
1581,588,2022-06-25,38,1206234,5
1582,1765,2023-08-26,23,531463,43
1583,543,2023-12-09,3,394157,14
1584,105,2022-11-05,24,71810,32
1585,711,2022-01-15,16,72810,11
1586,1688,2023-04-15,7,65640,11
1587,1367,2023-11-04,28,131306,32
1588,577,2023-04-29,17,90009,49
1589,1984,2023-05-20,49,158256,36
1590,566,2023-05-20,28,416162,19
1591,1327,2022-09-03,14,399784,1
1592,1305,2022-01-29,38,260936,13
1593,1446,2023-01-28,21,598269,40
1594,1308,2023-11-04,23,298727,17
1595,955,2022-12-17,7,174384,30
1596,1904,2022-11-12,25,639076,36
1597,970,2023-06-24,23,2011138,14
1598,1553,2022-02-05,35,882224,3
1599,929,2022-06-25,50,317261,26
1600,760,2022-12-31,8,285536,29
1601,721,2023-06-24,17,69707,30
1602,1796,2023-10-07,26,585118,30
1603,1472,2023-06-24,31,175915,35
1604,1356,2023-08-19,20,625244,45
1605,572,2022-04-02,24,763911,5
1606,788,2022-07-09,14,1109282,1
1607,1780,2022-12-10,29,447313,51
1608,1437,2022-04-30,16,935912,23
1609,1885,2023-12-23,46,692203,37
1610,400,2023-05-20,37,267689,37
1611,1132,2023-02-18,20,106264,16
1612,29,2022-10-08,36,188648,1
1613,1905,2022-06-25,50,980805,13
1614,1733,2022-01-22,35,432237,37
1615,25,2023-09-30,11,597652,2
1616,301,2023-11-25,26,870139,18
1617,307,2023-07-22,15,599870,28
1618,464,2023-07-22,13,1019160,6
1619,1428,2023-10-21,17,95159,21
1620,227,2023-10-07,28,1219867,34
1621,1014,2023-07-01,20,887313,44
1622,180,2023-10-28,9,1216560,20
1623,1299,2022-02-12,7,706258,41
1624,1955,2022-02-05,36,210373,28
1625,1607,2022-10-22,28,110451,27
1626,1132,2022-11-19,32,119423,5
1627,1801,2022-10-08,15,395479,29
1628,372,2022-02-12,31,297916,11
1629,995,2023-07-29,20,580972,3
1630,213,2022-01-29,5,399862,27
1631,649,2023-04-08,9,116948,18
1632,1807,2023-04-08,1,51124,44
1633,234,2023-09-09,1,118662,37
1634,421,2022-10-01,41,129344,9
1635,743,2022-07-02,50,686337,23
1636,1868,2023-05-06,24,217932,16
1637,1188,2022-12-31,9,99157,8
1638,1004,2023-07-29,38,754022,24
1639,1632,2023-09-30,2,1460771,8
1640,1808,2022-06-11,7,102948,17
1641,1304,2023-10-21,23,1699217,8
1642,150,2022-01-15,21,1550520,17
1643,1729,2022-10-22,28,420242,15
1644,499,2023-12-23,24,225321,4
1645,1175,2023-12-16,26,124303,5
1646,663,2022-07-23,1,918219,36
1647,1003,2023-12-16,7,514105,23
1648,319,2022-11-05,25,576769,3
1649,82,2023-06-03,45,1036197,32
1650,1493,2023-09-23,24,343443,27
1651,286,2022-09-10,42,279518,29
1652,669,2022-02-12,29,768382,51
1653,1644,2023-11-18,47,226355,43
1654,297,2023-09-02,47,248693,35
1655,665,2022-07-16,8,289898,9
1656,1683,2023-09-23,15,1020215,35
1657,686,2023-02-18,42,805057,46
1658,1545,2022-06-25,38,222244,35
1659,659,2022-01-15,13,127516,9
1660,670,2023-10-21,46,299442,14
1661,1713,2023-12-16,12,539817,12
1662,1710,2023-10-21,23,613887,20
1663,1190,2023-02-11,21,161840,46
1664,1423,2022-08-20,41,193442,20
1665,897,2023-04-08,13,1380353,42
1666,1777,2022-11-19,31,293115,50
1667,1179,2023-09-30,21,238542,15
1668,1265,2022-02-19,5,644887,33
1669,1984,2022-06-25,6,365440,41
1670,546,2022-07-30,13,191713,45
1671,1916,2023-01-14,41,313221,17
1672,494,2022-07-09,17,127856,3
1673,1625,2023-10-21,10,213949,16
1674,271,2022-11-05,14,321039,31
1675,1229,2023-06-24,30,414899,20
1676,138,2022-04-02,18,726734,49
1677,1681,2023-04-01,36,293020,34
1678,1191,2022-12-24,12,444503,25
1679,1841,2023-05-20,29,1558031,36
1680,1564,2023-04-15,2,902743,15
1681,680,2023-07-15,30,185254,34
1682,1508,2022-06-25,27,170070,16
1683,700,2023-06-24,33,593386,46
1684,829,2022-06-11,21,502341,42
1685,556,2023-12-09,49,445791,18
1686,518,2022-12-10,49,133718,51
1687,37,2022-01-22,12,275192,41
1688,1923,2022-12-10,17,762248,6
1689,1592,2022-01-08,9,692931,5
1690,1408,2023-04-15,32,140265,23
1691,1835,2022-02-12,37,328312,38
1692,267,2022-03-26,11,342337,21
1693,475,2022-08-13,42,405229,19
1694,1137,2023-06-24,20,359166,10
1695,721,2022-12-10,31,398292,20
1696,1750,2023-10-14,7,888709,30
1697,1207,2023-11-11,9,296712,33
1698,1960,2023-04-01,10,451509,17
1699,1925,2023-09-09,33,516676,10
1700,1482,2022-08-27,13,1476292,45
1701,209,2023-05-06,7,581723,1
1702,27,2022-10-01,35,120023,16
1703,1051,2022-07-09,8,486684,6
1704,445,2023-01-21,7,592234,34
1705,1998,2023-06-03,38,54773,29
1706,1817,2022-05-14,16,89146,5
1707,310,2023-09-23,19,59590,48
1708,1904,2022-06-11,21,74727,47
1709,1374,2023-06-03,18,96971,36
1710,655,2023-11-18,13,1632851,9
1711,1240,2023-07-15,4,165790,17
1712,1314,2023-06-10,8,164428,18
1713,45,2023-11-25,23,1023924,34
1714,1058,2022-05-21,14,748690,16
1715,1208,2022-05-07,5,613221,37
1716,486,2023-10-07,6,323861,12
1717,200,2022-10-15,8,65836,33
1718,196,2022-01-01,39,925903,34
1719,135,2022-09-03,28,1035908,27
1720,1768,2023-08-26,11,378690,40
1721,1414,2022-01-01,1,567655,22
1722,1256,2022-02-05,29,374712,19
1723,89,2022-06-25,19,225601,39
1724,399,2022-07-09,11,438585,21
1725,1946,2023-03-18,47,633336,33
1726,1588,2022-07-09,33,133946,31
1727,1718,2023-03-25,48,428273,40
1728,645,2023-12-09,11,797964,25
1729,563,2022-10-15,11,372741,18
1730,366,2023-03-25,15,135331,34
1731,131,2022-03-19,4,1069053,7
1732,1307,2022-08-13,31,610212,50
1733,1444,2022-02-19,19,550553,50
1734,1597,2022-10-22,18,577304,31
1735,1390,2022-07-02,48,190558,49
1736,1949,2022-09-10,35,388945,7
1737,1425,2023-10-21,13,247253,5
1738,146,2023-03-04,25,946462,17
1739,1031,2023-06-10,6,494293,39
1740,1070,2022-06-18,38,681673,35
1741,347,2023-10-07,13,589848,32
1742,1348,2022-03-05,9,380553,52
1743,96,2022-04-30,25,867006,35
1744,249,2022-11-05,35,527732,40
1745,1775,2023-08-19,4,178599,46
1746,1428,2022-11-26,16,221772,40
1747,176,2023-03-11,12,927137,8
1748,1432,2022-07-30,25,1467073,43
1749,1479,2023-11-11,45,447040,16
1750,1891,2023-02-25,38,293506,42
1751,793,2023-11-11,2,540430,30
1752,1229,2023-12-02,10,380346,26
1753,472,2022-01-01,30,971614,19
1754,620,2022-09-17,22,944864,11
1755,1065,2023-06-03,23,354544,13
1756,1469,2023-06-17,17,866307,43
1757,1084,2023-11-18,3,157188,15
1758,943,2023-09-23,44,284133,18
1759,654,2023-11-18,3,91474,49
1760,417,2023-12-02,42,874594,30
1761,1824,2022-04-09,11,1899326,52
1762,1868,2023-02-25,41,479913,20
1763,1838,2023-09-16,20,777278,39
1764,967,2022-04-02,44,306742,7
1765,69,2023-01-21,8,462258,18
1766,604,2023-04-08,35,263361,34
1767,278,2022-07-23,8,646759,13
1768,1906,2023-04-29,14,191343,24
1769,627,2022-01-22,13,133170,16
1770,1848,2023-03-18,15,1194139,33
1771,802,2022-01-01,33,1048586,41
1772,1947,2023-06-03,15,950783,34
1773,209,2022-03-26,42,911702,8
1774,624,2023-06-03,10,703750,26
1775,1628,2022-07-02,39,1088760,26
1776,81,2022-11-26,23,167996,37
1777,1051,2022-04-30,31,1071661,40
1778,1528,2023-09-16,5,1299249,6
1779,439,2023-06-10,8,679397,12
1780,1685,2022-02-19,13,507335,5
1781,768,2022-03-12,31,184639,14
1782,1258,2022-05-21,14,1055557,11
1783,406,2022-05-14,39,479987,11
1784,1266,2023-04-08,34,521663,31
1785,9,2022-01-01,36,516415,31
1786,729,2022-06-11,15,1057874,15
1787,1785,2023-01-07,28,123657,49
1788,233,2023-01-07,19,81828,17
1789,524,2023-08-26,25,176790,5
1790,25,2023-07-22,16,388400,34
1791,759,2023-09-09,4,366888,9
1792,1636,2023-08-05,31,408751,26
1793,1621,2022-05-21,17,110708,26
1794,266,2022-11-26,31,837258,39
1795,407,2022-03-19,40,229856,27
1796,660,2023-02-04,24,1272247,27
1797,61,2022-09-17,39,966176,27
1798,630,2022-06-25,11,82782,12
1799,379,2022-12-17,4,77525,13
1800,124,2022-06-04,18,545747,47
1801,87,2023-09-02,8,90212,37
1802,426,2023-10-07,41,474126,4
1803,1068,2023-11-11,7,91236,29
1804,1351,2023-06-10,4,376337,33
1805,1589,2023-04-15,28,321594,2
1806,500,2023-08-26,12,496939,34
1807,667,2023-10-28,14,270179,25
1808,525,2023-04-01,13,125438,20
1809,58,2023-09-16,39,972947,6
1810,1917,2023-08-26,3,227838,10
1811,1668,2023-12-02,22,84923,28
1812,476,2022-09-10,29,397168,28
1813,474,2022-07-23,50,1100536,44
1814,967,2023-12-02,32,214752,27
1815,1346,2022-09-17,29,349603,48
1816,688,2022-10-22,26,307557,3
1817,36,2023-04-15,14,74798,50
1818,435,2023-07-29,48,1063792,18
1819,861,2022-07-16,8,761233,23
1820,538,2022-01-01,16,100335,31
1821,1780,2022-11-12,24,120877,22
1822,767,2022-07-02,30,55319,38
1823,1287,2022-12-03,1,2174385,1
1824,1708,2023-04-29,42,319081,37
1825,667,2023-09-16,43,1382422,50
1826,1705,2022-10-15,10,322487,6
1827,1870,2022-12-17,29,104796,44
1828,271,2023-09-23,20,260282,51
1829,541,2022-01-29,14,320841,24
1830,364,2023-04-22,16,147165,48
1831,683,2022-06-18,7,77496,37
1832,1512,2023-02-11,28,240277,2
1833,1500,2022-09-10,36,437496,43
1834,68,2023-10-14,25,197404,2
1835,1430,2023-09-16,22,1643252,36
1836,1500,2023-08-05,13,378335,32
1837,662,2023-03-25,25,119787,31
1838,145,2023-11-25,8,316785,7
1839,722,2022-09-03,38,664987,46
1840,1058,2023-01-14,48,383884,52
1841,635,2022-05-21,3,251160,20
1842,1469,2022-12-10,8,106192,27
1843,1749,2022-04-16,27,357681,22
1844,533,2023-08-05,20,101230,18
1845,1012,2023-02-11,13,281718,48
1846,734,2022-07-09,25,111775,50
1847,1604,2022-02-12,29,613753,23
1848,1060,2023-08-26,30,790530,10
1849,1419,2023-05-27,1,189516,37
1850,685,2022-07-09,49,88827,17
1851,763,2022-04-23,47,263112,46
1852,295,2022-10-01,22,461090,16
1853,811,2022-11-19,1,780375,49
1854,1322,2022-06-04,38,307833,51
1855,1680,2023-11-04,34,277810,18
1856,1147,2022-01-15,16,1244816,22
1857,684,2022-04-02,11,348633,26
1858,1758,2023-12-09,4,346395,52
1859,1334,2023-06-24,26,313815,31
1860,1952,2022-08-13,31,275665,25
1861,704,2022-06-04,2,701864,1
1862,812,2023-05-13,2,215491,47
1863,847,2022-03-26,21,288031,3
1864,342,2023-10-07,14,215845,49
1865,1902,2023-03-18,27,472355,49
1866,1872,2022-01-15,34,1664352,41
1867,569,2023-11-25,1,297389,6
1868,1770,2023-09-02,1,1774201,2
1869,800,2023-08-05,26,584563,26
1870,1337,2023-10-28,12,843460,23
1871,383,2023-03-18,16,252485,21
1872,1213,2022-03-19,44,177073,21
1873,70,2022-01-08,28,479967,8
1874,991,2023-04-15,39,2391626,36
1875,1555,2023-12-02,8,669264,42
1876,245,2023-05-13,26,622262,43
1877,1326,2023-01-21,10,349011,29
1878,1761,2023-08-26,23,1107989,43
1879,110,2022-08-27,34,646958,43
1880,1641,2023-08-12,48,611785,48
1881,204,2022-01-29,29,223031,12
1882,1462,2023-01-21,18,1631879,21
1883,1971,2022-08-13,49,194099,50
1884,1184,2023-09-30,30,420840,1
1885,27,2023-12-16,7,257421,49
1886,1594,2023-11-25,10,149698,25
1887,839,2022-05-07,27,127796,21
1888,1974,2022-11-12,30,223284,51
1889,677,2023-03-25,36,633948,35
1890,1461,2022-09-03,1,1890100,20
1891,763,2023-09-30,30,1009570,2
1892,1438,2022-07-09,5,172967,4
1893,400,2022-11-19,39,90828,4
1894,1041,2023-04-22,22,630266,45
1895,197,2022-07-23,37,65247,39
1896,1153,2022-06-11,33,1029933,7
1897,501,2022-06-11,37,923052,7
1898,1343,2022-07-02,4,839212,16
1899,436,2023-08-26,2,451950,7
1900,1282,2023-09-09,39,1865947,13
1901,1218,2022-04-16,18,356582,1
1902,704,2022-11-19,44,2203736,4
1903,270,2023-01-07,23,1117991,33
1904,1635,2022-05-21,30,117647,19
1905,69,2023-06-03,18,1176409,24
1906,134,2023-04-01,50,231826,44
1907,183,2023-12-02,32,781049,50
1908,1882,2023-07-22,16,50104,39
1909,526,2022-08-27,49,211376,22
1910,530,2022-09-10,9,760336,13
1911,1463,2023-08-05,1,1844016,49
1912,651,2023-02-04,13,143744,8
1913,1729,2022-10-15,45,357548,32
1914,1079,2022-08-13,2,492359,22
1915,1491,2022-11-12,17,1574171,8
1916,1911,2022-03-12,36,351899,33
1917,1995,2022-02-05,31,1405537,4
1918,1059,2022-04-16,11,1962646,41
1919,1948,2023-04-15,15,1470493,33
1920,584,2022-12-17,30,740614,31
1921,804,2023-02-04,5,117469,10
1922,1844,2023-05-13,43,511171,26
1923,1544,2023-01-14,10,750250,19
1924,1684,2022-08-27,38,1599502,10
1925,1552,2022-12-17,18,802448,3
1926,910,2023-04-22,34,437108,31
1927,540,2022-09-24,10,164809,23
1928,5,2023-11-04,12,355374,41
1929,971,2022-03-19,5,558471,14
1930,863,2022-08-06,6,246224,44
1931,1390,2023-02-04,4,354817,6
1932,1287,2022-10-01,20,58756,31
1933,2,2023-10-07,20,1106085,26
1934,1862,2023-06-10,10,67692,29
1935,1300,2022-10-15,14,313215,41
1936,1420,2023-05-06,48,407669,13
1937,1344,2023-07-08,26,1845296,31
1938,923,2023-12-23,16,1417943,47
1939,1627,2023-07-15,3,569738,2
1940,270,2022-05-14,39,488599,37
1941,1409,2023-06-17,21,278291,13
1942,1441,2022-05-21,27,70977,23
1943,1057,2022-11-05,41,205787,50
1944,1048,2022-06-25,49,991026,41
1945,1543,2022-07-16,8,572444,48
1946,1291,2023-10-07,17,892151,50
1947,1488,2022-01-22,14,956920,33
1948,1821,2022-12-31,34,82113,19
1949,1905,2023-07-29,10,255597,27
1950,176,2022-04-02,23,613486,20
1951,1242,2023-08-05,45,1008961,50
1952,163,2022-06-04,16,858314,1
1953,990,2023-03-11,15,324217,34
1954,20,2023-07-01,18,1394880,11
1955,241,2023-03-18,1,228849,18
1956,797,2023-06-10,19,285623,33
1957,96,2023-05-27,21,150092,35
1958,1320,2022-02-19,13,178686,29
1959,1931,2023-08-19,10,54375,1
1960,1093,2022-02-19,28,234439,11
1961,1247,2023-04-15,5,233052,25
1962,1941,2023-07-15,9,84822,25
1963,667,2022-03-12,32,258119,27
1964,1832,2023-03-18,1,229326,11
1965,1181,2023-06-10,31,852361,51
1966,1765,2023-03-25,20,134947,31
1967,1820,2023-07-29,47,695642,16
1968,738,2022-06-04,14,119623,33
1969,1317,2023-08-26,8,392821,14
1970,461,2023-11-25,38,716630,29
1971,1203,2023-11-25,26,516280,6
1972,267,2022-11-19,38,569055,14
1973,1542,2023-05-27,6,165569,31
1974,1923,2023-06-24,1,928397,13
1975,1085,2022-11-12,4,1569471,27
1976,1592,2022-03-26,38,133836,33
1977,1635,2022-06-18,18,1145822,1
1978,1428,2022-09-03,7,303492,16
1979,882,2023-08-12,41,650048,8
1980,1640,2023-05-06,8,403339,44
1981,1008,2023-11-04,10,838338,43
1982,390,2022-06-04,45,73169,49
1983,1149,2022-04-02,16,245549,20
1984,574,2022-02-05,31,74325,8
1985,361,2022-12-10,12,1471074,15
1986,1364,2022-05-14,11,143255,45
1987,606,2022-10-22,14,326314,11
1988,1096,2023-01-14,49,562838,27
1989,812,2023-06-10,44,359485,49
1990,1039,2022-03-19,29,434520,27
1991,365,2022-01-22,28,164089,25
1992,1191,2023-11-11,46,84690,17
1993,177,2023-07-01,25,198791,24
1994,561,2022-09-17,12,240744,45
1995,170,2022-07-09,25,318767,16
1996,1991,2022-07-30,23,225453,6
1997,1668,2022-01-22,48,68233,43
1998,1400,2023-02-04,7,99693,1
1999,1518,2023-04-29,20,610150,39
2000,1640,2022-04-02,12,82617,25
2001,901,2023-01-28,39,73657,35
2002,755,2023-04-29,29,885088,27
2003,961,2023-03-18,44,71059,35
2004,1324,2023-06-17,29,85604,10
2005,1142,2022-02-19,19,448712,29
2006,1017,2023-12-02,7,342455,29
2007,1308,2023-06-17,25,1718434,37
2008,579,2022-03-05,22,1431094,52
2009,1427,2023-06-10,35,589726,37
2010,940,2023-08-19,6,87290,31
2011,388,2022-05-21,45,399773,13
2012,1056,2022-12-17,29,73056,3
2013,1567,2023-04-08,46,1242641,8
2014,558,2022-01-01,42,589379,30
2015,752,2023-04-22,21,476536,50
2016,1576,2023-03-18,29,329224,38
2017,1655,2023-10-14,32,406386,10
2018,658,2022-10-01,15,305658,48
2019,821,2023-03-04,4,102465,15
2020,694,2022-07-23,20,590857,35
2021,1347,2023-06-24,49,2864918,36
2022,720,2022-07-16,2,109669,36
2023,1886,2023-07-01,5,2623383,24
2024,433,2022-10-15,50,1199358,7
2025,291,2022-06-18,43,1173029,19
2026,469,2022-04-09,37,939666,33
2027,912,2022-12-24,21,1335581,14
2028,1280,2022-02-05,20,191463,41
2029,1324,2023-06-17,3,337372,10
2030,1712,2022-08-27,22,376785,40
2031,845,2023-02-11,17,85200,10
2032,268,2023-12-02,49,2030477,14
2033,155,2022-05-07,15,634693,7
2034,558,2022-07-09,50,350347,4
2035,1276,2023-03-04,23,2480773,3
2036,133,2023-07-15,36,208862,43
2037,1405,2022-04-02,42,255505,25
2038,753,2023-02-11,13,155888,8
2039,855,2023-06-17,44,153211,51
2040,500,2022-07-16,28,154423,32
2041,141,2022-07-16,18,521878,8
2042,461,2023-01-21,37,224165,43
2043,1322,2023-09-30,24,1565450,19
2044,250,2023-03-25,10,898386,6
2045,693,2022-05-21,18,137894,42
2046,433,2023-03-18,21,947825,12
2047,959,2022-12-03,2,262062,42
2048,1453,2023-12-02,9,179235,45
2049,1267,2022-08-20,9,811793,41
2050,1637,2022-10-08,15,1022448,36
2051,1332,2023-04-22,14,1665082,6
2052,804,2023-01-14,45,322552,51
2053,1572,2022-09-03,1,462895,32
2054,1446,2022-08-27,45,527148,41
2055,963,2022-04-02,10,544033,3
2056,1162,2023-12-09,7,307212,48
2057,1981,2023-01-28,19,132643,37
2058,1169,2023-09-16,13,86525,3
2059,132,2023-04-01,8,1232168,33
2060,1337,2022-07-09,14,278287,34
2061,272,2022-12-17,2,149644,50
2062,1495,2023-06-24,31,2104384,24
2063,1325,2023-08-26,31,862042,27
2064,48,2022-02-19,44,2036494,18
2065,877,2023-04-22,44,213423,7
2066,1959,2022-05-28,36,361109,39
2067,413,2023-07-15,7,876937,27
2068,483,2023-09-16,18,451359,3
2069,287,2022-08-06,25,269224,42
2070,1976,2022-03-12,36,136241,16
2071,1694,2023-06-17,19,462500,31
2072,664,2022-06-18,47,506133,14
2073,108,2023-09-30,41,687820,1
2074,1709,2022-01-29,37,831577,35
2075,43,2022-12-31,15,112843,4
2076,1961,2023-07-01,11,544367,11
2077,680,2022-04-23,31,810350,48
2078,293,2022-11-26,26,296333,25
2079,1829,2022-02-26,31,211183,36
2080,630,2023-05-13,33,376632,26
2081,1643,2023-10-07,26,235594,43
2082,967,2022-01-01,22,406526,31
2083,1192,2022-02-05,13,234441,47
2084,981,2023-01-28,36,324698,23
2085,226,2023-03-04,14,1283366,45
2086,245,2022-08-06,11,1292087,6
2087,469,2022-06-04,2,2475466,22
2088,135,2023-05-06,36,382886,10
2089,1149,2022-04-23,23,141984,37
2090,878,2023-07-22,20,1149232,9
2091,1671,2023-09-09,31,504214,40
2092,1732,2022-04-30,47,738608,6
2093,366,2022-10-15,32,138723,31
2094,1933,2022-02-05,31,242609,8
2095,1814,2022-05-21,13,210942,13
2096,440,2023-03-11,10,460213,37
2097,1777,2023-03-18,37,2984669,51
2098,1676,2022-10-22,34,523824,23
2099,416,2022-03-26,24,475326,43
2100,1442,2023-02-11,17,761650,34
2101,207,2022-01-01,26,249355,29
2102,884,2023-12-16,31,195973,10
2103,1546,2023-04-29,5,960215,24
2104,499,2022-07-02,11,1666380,45
2105,779,2022-03-05,10,323578,33
2106,910,2022-12-31,1,71070,50
2107,1654,2022-02-12,40,148713,1
2108,93,2023-02-25,22,1022390,16
2109,1159,2022-12-24,25,114852,23
2110,1587,2023-10-21,34,769860,1
2111,365,2022-05-21,18,534114,17
2112,1409,2022-05-28,21,698653,14
2113,1983,2022-11-05,14,198254,30
2114,24,2022-03-05,12,59250,31
2115,1215,2022-06-04,28,70283,8
2116,1634,2023-11-25,14,695218,2
2117,523,2023-06-10,6,525179,2
2118,1785,2023-08-19,9,967708,35
2119,675,2022-11-19,9,304785,30
2120,900,2023-07-22,16,455460,39
2121,1592,2022-12-17,31,815095,21
2122,1719,2022-05-21,33,393235,35
2123,1545,2022-07-16,26,2556458,33
2124,449,2023-05-13,20,729128,33
2125,463,2023-05-27,8,624916,44
2126,577,2023-11-25,9,858564,12
2127,1579,2023-01-28,15,800718,24
2128,439,2022-01-08,28,174035,39
2129,1584,2022-12-31,11,168104,52
2130,1833,2022-11-26,7,515796,52
2131,1714,2023-03-11,18,336393,1
2132,1914,2022-11-19,12,1076211,26
2133,1221,2023-11-25,8,221317,18
2134,1474,2022-06-25,2,250880,13
2135,247,2022-07-30,17,140949,24
2136,1310,2023-12-16,20,2051575,8
2137,354,2022-01-29,7,111675,27
2138,1732,2022-10-29,28,2084338,26
2139,1689,2023-10-28,25,662755,46
2140,1924,2023-03-25,47,96689,41
2141,727,2022-05-21,10,132446,3
2142,1158,2022-09-03,40,247983,50
2143,1845,2022-11-12,14,200786,33
2144,689,2023-10-14,35,1858340,44
2145,1942,2022-09-10,6,525107,40
2146,1530,2023-04-15,28,88651,35
2147,463,2022-12-03,8,422646,18
2148,1003,2022-10-01,33,1187192,48
2149,1575,2022-04-02,3,319082,5
2150,866,2022-06-11,32,598502,34
2151,655,2023-07-08,13,791826,23
2152,1090,2023-01-14,44,152301,49
2153,1041,2022-08-13,19,1017240,44
2154,992,2022-09-24,1,347847,9
2155,101,2023-04-01,45,79179,3
2156,1238,2022-10-29,10,1105583,48
2157,495,2023-09-16,17,465461,3
2158,1558,2022-02-26,36,160523,36
2159,564,2023-12-16,15,240959,39
2160,756,2023-05-27,11,471256,34
2161,1678,2023-10-28,22,284341,20
2162,1785,2023-08-19,11,182883,44
2163,1199,2022-06-18,10,376300,34
2164,1669,2022-08-27,10,152311,26
2165,565,2022-03-26,50,190769,45
2166,1841,2023-07-22,31,926463,45
2167,1876,2022-11-26,9,179736,19
2168,511,2023-01-21,7,644324,41
2169,838,2022-04-23,9,194154,50
2170,375,2023-07-15,16,169381,5
2171,204,2022-02-05,44,194612,31
2172,245,2022-04-30,7,365836,30
2173,799,2022-11-05,8,129075,31
2174,198,2023-11-18,10,106367,49
2175,90,2023-04-22,25,756813,1
2176,1808,2022-02-05,42,61788,13
2177,1691,2022-08-27,21,293460,41
2178,723,2023-08-05,2,302119,11
2179,1534,2023-08-05,23,1167656,3
