"cancion_id";"titulo";"artista_id";"album";"anio_lanzamiento";"duracion_seg";"genero";"subgenero";"energia";"bailabilidad";"valencia";"acusticidad";"instrumentalidad";"tempo";"volumen_db";"explicito";"nombre_artistico";"seguidores";"total_reproducciones";"reproducciones_completadas";"ratio_completadas";"puntuacion_media";"num_valoraciones";"en_chart";"mejor_posicion_chart";"semanas_en_chart";"num_playlists"
884;"Tema 884";81;"Gabriel Torres - Reincidencia";"2023";355;"electronica";"house";0.83;0.82;0.56;0.01;0.09;68;-15.2;1;"Gabriel Torres";5975588;23;15.0;0.6522;4.0;8;1;31;1;8
885;"Tema 885";169;"Francisco Stone - Reflexión";"2022";204;"latin";"bachata";0.71;0.75;0.75;0.33;0.1;170;-16.1;1;"Francisco Stone";134889;19;11.0;0.5789;4.27;11;1;6;3;6
886;"Tema 886";184;"Juan González - Reincidencia";"2023";176;"indie";"post-punk";0.37;0.66;0.73;0.55;0.04;185;-6.7;0;"Juan González";6305001;25;18.0;0.72;3.5;10;1;17;1;1
887;"Tema 887";176;"Diego López - Cambio de Dirección";"2024";360;"electronica";"electro-house";0.92;0.87;0.36;0.1;0.33;100;-12.7;0;"Diego López";584812;16;11.0;0.6875;3.8;5;1;12;3;2
888;"Tema 888";101;"José Brown - Quinto";"2023";313;"rock";"grunge";0.86;0.44;0.51;0.11;0.26;150;-27.6;0;"José Brown";105801;33;21.0;0.6364;4.25;8;1;48;2;4
889;"Tema 889";73;"Reggaeton Kings - Nuevo";"2020";134;"pop";"synth-pop";0.57;0.6;0.72;0.14;0.28;71;-6.1;1;"Reggaeton Kings";544299;28;19.0;0.6786;3.0;8;1;4;3;2
890;"Tema 890";94;"José Rodríguez - Nuevo";"2024";133;"flamenco";"flamenco-pop";0.57;0.44;0.46;0.95;0.21;157;-16.0;1;"José Rodríguez";2481662;21;14.0;0.6667;4.36;11;1;12;2;4
891;"Tema 891";89;"Sofia González - Nuevo";"2023";299;"electronica";"house";0.64;0.83;0.73;0.12;0.25;122;-27.7;1;"Sofia González";6556755;23;18.0;0.7826;4.23;13;1;18;2;2
892;"Tema 892";166;"Miguel Smith - Quinto";"2024";163;"rock";"rock-duro";0.64;0.31;0.4;0.15;0.1;138;-18.4;1;"Miguel Smith";5420934;25;16.0;0.64;4.25;8;1;6;3;4
893;"Tema 893";44;"Justin Bieber - Debut";"2024";286;"rap";"trap-latino";0.98;0.81;0.63;0.14;0.05;177;-7.9;0;"Justin Bieber";19703383;21;17.0;0.8095;4.0;8;1;13;2;3
894;"Tema 894";109;"Diego Ramírez - 25 Aniversario";"2024";335;"flamenco";"flamenco-pop";0.61;0.66;0.54;1.0;0.11;65;-21.6;0;"Diego Ramírez";789415;23;14.0;0.6087;3.7;10;1;4;4;5
895;"Tema 895";151;"María García - Debut";"2022";313;"latin";"regional-mexicano";0.93;0.71;0.81;0.49;0.33;159;-0.8;0;"María García";7176582;32;20.0;0.625;3.91;11;0;0;0;4
896;"Tema 896";26;"Taburete - Reflexión";"2023";171;"clasica";"camara";0.59;0.02;0.61;0.89;0.26;146;-26.1;0;"Taburete";7789680;19;16.0;0.8421;4.33;12;1;1;5;4
897;"Tema 897";196;"Luis González - Regreso";"2022";205;"flamenco";"flamenco-pop";0.76;0.79;0.76;0.78;0.02;153;-19.1;0;"Luis González";1298702;36;26.0;0.7222;2.8;5;1;12;2;2
898;"Tema 898";52;"Coldplay - Vueltas";"2020";394;"flamenco";"flamenco-fusión";0.83;0.68;0.58;0.62;0.17;133;-15.9;0;"Coldplay";12437963;12;5.0;0.4167;3.25;8;1;5;2;2
899;"Tema 899";77;"Emma Torres - 25 Aniversario";"2023";235;"r&b";"r&b-soul";0.72;0.69;0.52;0.31;0.03;84;-0.8;0;"Emma Torres";4435643;25;15.0;0.6;4.0;3;0;0;0;11
900;"Tema 900";70;"Tiësto - Segundo Album";"2024";391;"clasica";"musica-clasica-instrumental";0.28;0.14;0.38;0.9;0.26;169;-8.5;1;"Tiësto";35173170;31;20.0;0.6452;4.22;9;1;12;2;4
901;"Tema 901";20;"Ricky Martin - Regreso";"2022";378;"electronica";"deep-house";0.71;0.71;0.36;0.1;0.02;170;-12.1;0;"Ricky Martin";1821114;14;8.0;0.5714;3.4;10;1;39;1;3
902;"Tema 902";81;"Gabriel Torres - Cuarto";"2023";325;"electronica";"deep-house";0.95;0.91;0.52;0.07;0.03;191;-9.9;0;"Gabriel Torres";5975588;23;17.0;0.7391;3.38;8;1;13;2;1
903;"Tema 903";196;"Luis González - Cambio de Dirección";"2021";129;"flamenco";"flamenco-fusión";0.83;0.5;0.57;0.94;0.35;187;-22.7;1;"Luis González";1298702;24;17.0;0.7083;3.14;7;1;42;1;3
904;"Tema 904";191;"Ana Fernández - Vueltas";"2022";392;"pop";"synth-pop";0.62;0.57;0.54;0.37;0.33;171;-7.2;0;"Ana Fernández";303178;26;20.0;0.7692;3.43;7;1;2;2;4
905;"Tema 905";187;"José Brown - Regreso";"2020";387;"rap";"hip-hop";0.71;0.9;0.48;0.07;0.22;153;-27.3;0;"José Brown";5108452;27;19.0;0.7037;4.2;5;1;20;2;3
906;"Tema 906";62;"Eminem - Tercero";"2022";342;"latin";"bachata";0.86;0.85;0.66;0.28;0.07;141;-28.3;0;"Eminem";3032483;24;13.0;0.5417;3.75;8;1;8;2;2
907;"Tema 907";17;"Pablo Alborán - Regreso";"2021";331;"indie";"indie-folk";0.59;0.62;0.31;0.22;0.23;133;-5.4;0;"Pablo Alborán";1913768;24;19.0;0.7917;3.4;10;0;0;0;3
908;"Tema 908";66;"J. Cole - Regreso";"2024";240;"r&b";"smooth-jazz";0.51;0.6;0.64;0.21;0.01;121;-7.9;1;"J. Cole";6759256;27;22.0;0.8148;4.08;12;1;25;1;3
909;"Tema 909";50;"Justin Timberlake - Debut";"2021";278;"latin";"bachata";0.82;0.85;0.82;0.47;0.08;184;-19.4;0;"Justin Timberlake";2135108;14;11.0;0.7857;4.13;8;1;4;3;1
910;"Tema 910";112;"Gabriel Martínez - Reincidencia";"2020";223;"flamenco";"flamenco-fusión";0.55;0.45;0.67;0.94;0.39;129;-11.1;1;"Gabriel Martínez";537425;28;22.0;0.7857;3.83;6;1;1;4;6
911;"Tema 911";67;"Stromae - Reflexión";"2022";210;"reggaeton";"reggaeton-puro";0.76;0.82;0.73;0.12;0.25;184;-6.6;0;"Stromae";1715185;22;14.0;0.6364;3.83;6;1;7;3;1
912;"Tema 912";15;"Karol G - Segundo Album";"2022";272;"electronica";"house";0.88;0.89;0.33;0.11;0.34;164;-21.4;0;"Karol G";1103394;22;12.0;0.5455;3.78;9;1;7;6;1
913;"Tema 913";172;"Carlos Smith - Regreso";"2020";323;"rap";"hip-hop";0.89;0.71;0.68;0.01;0.23;120;-25.0;1;"Carlos Smith";60180;20;16.0;0.8;3.6;5;1;10;4;6
914;"Tema 914";189;"José Sánchez - Cambio de Dirección";"2020";387;"rap";"mumble-rap";0.91;0.66;0.39;0.1;0.37;194;-23.6;0;"José Sánchez";2272838;21;14.0;0.6667;2.67;3;1;41;2;2
915;"Tema 915";24;"Paco de Lucía - Cuarto";"2024";182;"flamenco";"flamenco-pop";0.56;0.7;0.6;0.96;0.06;144;-10.6;0;"Paco de Lucía";2381386;32;19.0;0.5938;3.89;9;1;7;4;5
916;"Tema 916";189;"José Sánchez - Reincidencia";"2021";336;"rap";"hip-hop";0.77;0.65;0.57;0.12;0.3;96;-20.7;1;"José Sánchez";2272838;25;21.0;0.84;3.33;3;1;33;1;3
917;"Tema 917";55;"Arctic Monkeys - Quinto";"2023";329;"indie";"indie-folk";0.52;0.4;0.79;0.35;0.12;74;-19.4;0;"Arctic Monkeys";7788435;33;27.0;0.8182;3.8;5;1;2;3;5
918;"Tema 918";96;"Gabriel Fernández - Evolución";"2020";282;"clasica";"musica-clasica-instrumental";0.38;0.08;0.66;0.78;0.36;181;-26.9;0;"Gabriel Fernández";2052444;27;21.0;0.7778;4.29;7;0;0;0;4
919;"Tema 919";72;"Bob Marley - Reflexión";"2021";305;"electronica";"electro-house";0.86;0.92;0.38;0.15;0.18;154;-1.6;0;"Bob Marley";2272315;28;20.0;0.7143;4.29;7;1;13;3;6
920;"Tema 920";6;"Måneskin - Regreso";"2024";137;"r&b";"r&b-soul";0.64;0.59;0.48;0.22;0.04;121;-25.7;0;"Måneskin";947981;29;21.0;0.7241;3.5;10;1;16;1;3
921;"Tema 921";99;"Gabriel González - Quinto";"2022";182;"clasica";"camara";0.15;0.13;0.6;0.74;0.05;173;-10.7;0;"Gabriel González";87243;21;14.0;0.6667;3.6;5;0;0;0;3
922;"Tema 922";101;"José Brown - Quinto";"2022";166;"rock";"rock-alternativo";0.68;0.33;0.37;0.47;0.33;136;-19.4;1;"José Brown";105801;22;14.0;0.6364;3.33;3;1;14;1;6
923;"Tema 923";42;"Beyoncé - Vueltas";"2022";328;"latin";"cumbia";0.83;0.83;0.8;0.47;0.25;130;-22.0;0;"Beyoncé";5968377;23;16.0;0.6957;4.0;13;1;16;2;3
924;"Tema 924";200;"Emma López - Vueltas";"2023";331;"reggaeton";"perreo";0.71;0.89;0.76;0.11;0.33;168;-0.3;0;"Emma López";4550686;22;14.0;0.6364;4.2;5;1;12;2;4
925;"Tema 925";26;"Taburete - Tercero";"2022";379;"clasica";"orquesta";0.18;0.21;0.54;0.99;0.39;150;-9.4;0;"Taburete";7789680;26;18.0;0.6923;3.17;6;1;4;6;1
926;"Tema 926";187;"José Brown - Cambio de Dirección";"2022";352;"rap";"trap-latino";0.77;0.88;0.34;0.16;0.36;73;-18.5;0;"José Brown";5108452;26;16.0;0.6154;3.83;6;1;3;2;3
927;"Tema 927";48;"Khalid - Regreso";"2023";189;"pop";"pop-activo";0.65;0.65;0.68;0.19;0.3;162;-1.9;1;"Khalid";6372887;25;14.0;0.56;4.43;7;0;0;0;5
928;"Tema 928";79;"David Stone - Nuevo";"2024";162;"indie";"indie-rock";0.77;0.29;0.74;0.57;0.1;100;-28.0;1;"David Stone";1341678;25;18.0;0.72;3.83;6;1;1;1;2
929;"Tema 929";183;"Gabriel Fernández - Reflexión";"2021";330;"pop";"pop-latino";0.51;0.82;0.75;0.32;0.1;175;-8.4;0;"Gabriel Fernández";7768571;28;14.0;0.5;3.44;9;1;9;4;1
930;"Tema 930";189;"José Sánchez - Tercero";"2022";208;"rap";"mumble-rap";0.71;0.73;0.55;0.03;0.33;143;-22.9;0;"José Sánchez";2272838;21;12.0;0.5714;3.57;7;1;5;4;6
931;"Tema 931";51;"Bruno Mars - Segundo Album";"2023";308;"clasica";"camara";0.43;0.12;0.5;0.73;0.01;160;-2.7;0;"Bruno Mars";28442457;22;9.0;0.4091;4.0;8;1;33;2;4
932;"Tema 932";147;"Laura Fernández - Cuarto";"2020";131;"reggaeton";"reggaeton-trap";0.78;0.96;0.8;0.04;0.11;82;-10.1;0;"Laura Fernández";2831476;24;15.0;0.625;2.67;3;0;0;0;2
933;"Tema 933";51;"Bruno Mars - Quinto";"2021";145;"clasica";"musica-clasica-instrumental";0.58;0.27;0.45;0.94;0.05;169;-0.7;0;"Bruno Mars";28442457;29;20.0;0.6897;4.14;7;1;16;4;6
934;"Tema 934";39;"Dua Lipa - Segundo Album";"2022";207;"indie";"post-punk";0.78;0.28;0.45;0.25;0.11;90;-5.5;1;"Dua Lipa";9722006;23;19.0;0.8261;4.22;9;1;40;3;4
935;"Tema 935";135;"José Martínez - Reincidencia";"2023";373;"clasica";"orquesta";0.29;0.03;0.37;0.99;0.25;117;-17.5;0;"José Martínez";8599363;28;19.0;0.6786;4.0;6;1;20;1;4
936;"Tema 936";49;"Shawn Mendes - Reflexión";"2022";267;"indie";"dream-pop";0.38;0.69;0.71;0.34;0.03;157;-28.3;1;"Shawn Mendes";6829790;23;19.0;0.8261;4.27;11;1;4;2;5
937;"Tema 937";53;"Radiohead - 25 Aniversario";"2021";264;"indie";"indie-pop";0.36;0.49;0.76;0.45;0.34;167;-16.6;1;"Radiohead";22940755;26;17.0;0.6538;3.67;6;1;20;3;7
938;"Tema 938";38;"Bad Bunny - Debut";"2022";254;"r&b";"neo-soul";0.65;0.72;0.47;0.24;0.25;175;-27.9;0;"Bad Bunny";1322218;30;22.0;0.7333;3.92;12;1;34;1;4
939;"Tema 939";95;"Francisco Torres - 25 Aniversario";"2023";163;"reggaeton";"reggaeton-puro";0.81;0.91;0.8;0.09;0.33;180;-17.0;1;"Francisco Torres";4431669;28;18.0;0.6429;3.83;6;1;14;3;7
940;"Tema 940";83;"David Rodríguez - Evolución";"2023";228;"pop";"pop-rock";0.72;0.71;0.85;0.22;0.24;168;-11.1;0;"David Rodríguez";1215456;25;18.0;0.72;3.8;15;1;6;4;4
941;"Tema 941";66;"J. Cole - Segundo Album";"2020";150;"r&b";"r&b-soul";0.55;0.54;0.44;0.11;0.35;145;-22.9;0;"J. Cole";6759256;19;15.0;0.7895;4.11;9;0;0;0;8
942;"Tema 942";121;"Francisco Pérez - Nuevo";"2024";143;"flamenco";"flamenco-puro";0.58;0.69;0.53;0.8;0.07;124;-1.2;0;"Francisco Pérez";4952044;13;9.0;0.6923;4.33;6;1;8;3;7
943;"Tema 943";98;"Diego Rodríguez - Quinto";"2023";309;"rap";"hip-hop";0.96;0.9;0.46;0.15;0.06;70;-29.7;0;"Diego Rodríguez";1683442;30;23.0;0.7667;4.0;6;1;28;4;4
944;"Tema 944";67;"Stromae - Tercero";"2024";372;"reggaeton";"perreo";0.71;0.92;0.58;0.1;0.0;179;-17.3;1;"Stromae";1715185;29;17.0;0.5862;4.0;6;1;10;4;1
945;"Tema 945";82;"Miguel Torres - Evolución";"2024";341;"reggaeton";"reggaeton-trap";0.92;0.89;0.69;0.05;0.33;126;-12.3;1;"Miguel Torres";2938903;25;17.0;0.68;3.78;9;1;5;2;1
946;"Tema 946";12;"Juan Luis Guerra - Tercero";"2023";263;"rock";"rock-progresivo";0.68;0.37;0.55;0.43;0.17;170;-22.3;0;"Juan Luis Guerra";17617787;27;21.0;0.7778;3.43;7;1;20;2;4
947;"Tema 947";68;"David Guetta - 25 Aniversario";"2022";384;"flamenco";"flamenco-pop";0.85;0.67;0.58;0.8;0.08;171;-11.2;0;"David Guetta";13463868;23;20.0;0.8696;3.8;5;1;11;2;8
948;"Tema 948";81;"Gabriel Torres - Evolución";"2023";197;"electronica";"trance";0.74;0.95;0.54;0.07;0.23;172;-2.5;1;"Gabriel Torres";5975588;21;15.0;0.7143;3.29;7;1;1;2;4
949;"Tema 949";39;"Dua Lipa - Debut";"2021";213;"indie";"indie-rock";0.7;0.43;0.66;0.49;0.2;180;-24.2;0;"Dua Lipa";9722006;34;30.0;0.8824;3.0;5;0;0;0;5
950;"Tema 950";181;"Francisco Fernández - Vueltas";"2023";179;"rap";"rap-consciente";0.84;0.69;0.67;0.07;0.38;70;-14.0;0;"Francisco Fernández";1261397;27;20.0;0.7407;4.0;5;1;21;2;3
951;"Tema 951";182;"Alex González - Cambio de Dirección";"2023";354;"flamenco";"rumba";0.75;0.62;0.45;0.75;0.04;88;-11.3;0;"Alex González";371332;19;15.0;0.7895;3.43;7;1;6;2;5
952;"Tema 952";38;"Bad Bunny - Segundo Album";"2022";167;"r&b";"neo-soul";0.56;0.73;0.49;0.17;0.16;132;-2.2;1;"Bad Bunny";1322218;27;21.0;0.7778;2.75;4;1;18;2;1
953;"Tema 953";44;"Justin Bieber - Evolución";"2024";259;"rap";"mumble-rap";0.91;0.75;0.51;0.02;0.39;114;-10.0;0;"Justin Bieber";19703383;24;17.0;0.7083;3.6;10;1;23;2;2
954;"Tema 954";2;"Recycled J - Cambio de Dirección";"2024";212;"rap";"rap-consciente";0.79;0.81;0.34;0.19;0.07;79;-10.6;1;"Recycled J";15150607;29;24.0;0.8276;4.5;8;1;11;3;3
955;"Tema 955";128;"Sofia Torres - Regreso";"2020";288;"clasica";"orquesta";0.22;0.22;0.59;0.9;0.25;132;-3.2;0;"Sofia Torres";5924034;15;13.0;0.8667;3.83;6;1;7;2;6
956;"Tema 956";175;"Emma Martínez - Segundo Album";"2023";311;"r&b";"r&b-soul";0.43;0.6;0.5;0.5;0.16;142;-8.0;1;"Emma Martínez";3118373;26;16.0;0.6154;4.5;4;1;9;2;6
957;"Tema 957";21;"Serrat - Vueltas";"2023";352;"pop";"pop-latino";0.67;0.57;0.6;0.18;0.16;61;-23.0;0;"Serrat";4831854;26;22.0;0.8462;3.83;6;1;1;2;3
958;"Tema 958";12;"Juan Luis Guerra - Regreso";"2024";351;"rock";"rock-progresivo";0.61;0.56;0.69;0.24;0.14;93;-29.8;1;"Juan Luis Guerra";17617787;20;17.0;0.85;4.3;10;1;7;3;2
959;"Tema 959";13;"Rosalía - Reflexión";"2022";285;"clasica";"orquesta";0.44;0.25;0.27;0.75;0.32;78;-11.5;0;"Rosalía";9032147;27;20.0;0.7407;3.85;13;1;2;4;1
960;"Tema 960";155;"Luis Green - Reincidencia";"2020";324;"electronica";"deep-house";0.62;0.82;0.45;0.06;0.31;105;-5.7;1;"Luis Green";12742110;22;13.0;0.5909;4.4;10;1;16;2;4
961;"Tema 961";198;"Sofia Pérez - Reincidencia";"2020";130;"reggaeton";"reggaeton-trap";0.82;0.99;0.56;0.15;0.19;101;-3.1;0;"Sofia Pérez";6832292;24;15.0;0.625;3.75;8;1;3;4;3
962;"Tema 962";104;"Emma Smith - Quinto";"2021";181;"latin";"merengue";0.92;0.72;0.88;0.53;0.32;185;-24.0;0;"Emma Smith";2141311;29;21.0;0.7241;2.75;4;0;0;0;3
963;"Tema 963";189;"José Sánchez - Reflexión";"2022";187;"rap";"trap";0.94;0.9;0.42;0.19;0.02;84;-25.5;0;"José Sánchez";2272838;28;21.0;0.75;3.67;9;1;10;1;2
964;"Tema 964";132;"Juan García - Cuarto";"2023";348;"r&b";"smooth-jazz";0.59;0.67;0.66;0.11;0.38;181;-28.7;0;"Juan García";763502;23;17.0;0.7391;4.09;11;1;48;1;3
965;"Tema 965";154;"Francisco Rodríguez - Reincidencia";"2020";336;"rap";"trap";0.74;0.6;0.53;0.19;0.27;107;-5.3;0;"Francisco Rodríguez";2026816;25;20.0;0.8;4.0;6;1;15;5;4
966;"Tema 966";110;"David Smith - Segundo Album";"2020";382;"pop";"pop-latino";0.41;0.69;0.68;0.25;0.03;178;-9.5;0;"David Smith";250312;25;11.0;0.44;3.0;10;0;0;0;4
967;"Tema 967";166;"Miguel Smith - Regreso";"2021";373;"rock";"grunge";0.8;0.53;0.49;0.16;0.26;194;-24.8;1;"Miguel Smith";5420934;33;21.0;0.6364;3.63;8;1;1;6;3
968;"Tema 968";120;"Sofia González - Reincidencia";"2020";364;"clasica";"opera";0.54;0.18;0.28;0.99;0.21;98;-27.8;0;"Sofia González";2335299;30;20.0;0.6667;4.0;10;1;13;4;4
969;"Tema 969";176;"Diego López - Quinto";"2021";387;"electronica";"electro-house";0.85;0.69;0.7;0.12;0.39;135;-14.9;0;"Diego López";584812;37;19.0;0.5135;4.11;9;1;5;6;5
970;"Tema 970";142;"Diego Sánchez - Segundo Album";"2020";382;"rock";"rock-duro";0.78;0.53;0.35;0.32;0.22;190;-27.3;0;"Diego Sánchez";880183;26;19.0;0.7308;3.33;15;1;14;3;7
971;"Tema 971";25;"Morat - Vueltas";"2024";249;"rap";"trap";0.83;0.9;0.64;0.02;0.04;125;-22.1;0;"Morat";3144673;21;17.0;0.8095;3.4;5;1;5;1;3
972;"Tema 972";197;"Emma López - Cambio de Dirección";"2020";178;"latin";"bachata";0.91;0.73;0.82;0.24;0.25;105;-19.3;0;"Emma López";3893396;35;26.0;0.7429;4.5;4;1;3;2;6
973;"Tema 973";101;"José Brown - Debut";"2020";333;"rock";"rock-progresivo";0.92;0.37;0.56;0.19;0.29;140;-3.8;0;"José Brown";105801;23;15.0;0.6522;3.8;5;1;46;1;1
974;"Tema 974";117;"Miguel Johnson - Reflexión";"2023";255;"indie";"indie-folk";0.36;0.63;0.6;0.26;0.17;107;-25.2;1;"Miguel Johnson";4893906;27;22.0;0.8148;4.14;7;1;41;1;3
975;"Tema 975";21;"Serrat - Evolución";"2024";252;"pop";"pop-activo";0.68;0.77;0.54;0.25;0.33;171;-1.9;0;"Serrat";4831854;23;15.0;0.6522;3.44;9;1;6;4;1
976;"Tema 976";2;"Recycled J - Reincidencia";"2020";126;"rap";"hip-hop";0.85;0.93;0.51;0.08;0.34;182;-15.2;0;"Recycled J";15150607;22;14.0;0.6364;3.0;4;1;11;4;1
977;"Tema 977";104;"Emma Smith - Regreso";"2024";369;"latin";"merengue";0.77;0.82;0.85;0.53;0.16;152;-20.0;0;"Emma Smith";2141311;28;18.0;0.6429;4.17;12;1;25;2;3
978;"Tema 978";177;"Luis López - Regreso";"2023";274;"flamenco";"flamenco-puro";0.7;0.63;0.5;0.92;0.19;92;-20.0;1;"Luis López";3532637;20;17.0;0.85;3.5;2;1;45;1;6
979;"Tema 979";49;"Shawn Mendes - Segundo Album";"2020";216;"indie";"indie-rock";0.35;0.32;0.77;0.35;0.07;113;-16.2;0;"Shawn Mendes";6829790;18;14.0;0.7778;4.0;5;1;2;2;5
980;"Tema 980";38;"Bad Bunny - Regreso";"2021";343;"r&b";"neo-soul";0.51;0.51;0.53;0.32;0.22;82;-19.3;0;"Bad Bunny";1322218;23;15.0;0.6522;3.33;6;1;7;3;5
981;"Tema 981";119;"María Johnson - Tercero";"2023";336;"clasica";"orquesta";0.32;0.29;0.39;0.78;0.1;89;-16.3;1;"María Johnson";6702440;24;16.0;0.6667;3.6;10;1;10;3;4
982;"Tema 982";40;"The Weeknd - Evolución";"2023";368;"clasica";"musica-clasica-instrumental";0.48;0.06;0.55;0.71;0.17;65;-6.7;0;"The Weeknd";5140726;29;21.0;0.7241;3.33;3;1;4;5;3
983;"Tema 983";150;"David Fernández - Cuarto";"2021";270;"indie";"post-punk";0.47;0.48;0.4;0.57;0.02;160;-4.4;1;"David Fernández";989877;22;17.0;0.7727;3.9;10;1;3;3;8
984;"Tema 984";3;"El Guincho - Segundo Album";"2023";332;"r&b";"smooth-jazz";0.47;0.76;0.54;0.39;0.13;134;-2.8;1;"El Guincho";6683728;28;15.0;0.5357;3.6;5;1;15;2;4
985;"Tema 985";103;"Francisco Stone - Vueltas";"2024";369;"latin";"salsa";0.64;0.74;0.75;0.23;0.08;75;-1.7;0;"Francisco Stone";1142190;35;26.0;0.7429;3.2;5;1;29;1;4
986;"Tema 986";109;"Diego Ramírez - 25 Aniversario";"2022";152;"flamenco";"flamenco-pop";0.89;0.55;0.77;0.82;0.11;166;-8.9;0;"Diego Ramírez";789415;33;24.0;0.7273;3.0;6;1;46;1;3
987;"Tema 987";30;"Bunbury - Vueltas";"2024";297;"flamenco";"rumba";0.76;0.8;0.51;0.87;0.02;171;-26.6;1;"Bunbury";337819;24;18.0;0.75;3.17;6;1;15;2;4
988;"Tema 988";74;"Luis Fonsi - Evolución";"2021";360;"r&b";"r&b-contemporaneo";0.4;0.8;0.72;0.41;0.2;172;-21.0;1;"Luis Fonsi";14019174;26;16.0;0.6154;3.5;8;1;40;1;3
989;"Tema 989";57;"David Bowie - 25 Aniversario";"2022";359;"latin";"salsa";0.65;0.77;0.71;0.5;0.22;135;-27.7;0;"David Bowie";1241243;24;18.0;0.75;3.2;10;1;39;2;1
990;"Tema 990";100;"David Johnson - Reincidencia";"2022";361;"flamenco";"flamenco-fusión";0.51;0.44;0.56;0.97;0.25;113;-5.9;0;"David Johnson";352502;31;22.0;0.7097;3.0;1;1;15;1;1
991;"Tema 991";192;"Laura Green - Segundo Album";"2023";186;"flamenco";"flamenco-fusión";0.69;0.54;0.44;0.95;0.31;111;-25.0;1;"Laura Green";6835369;31;19.0;0.6129;4.5;6;1;2;7;4
992;"Tema 992";126;"Francisco Fernández - Segundo Album";"2023";372;"rock";"rock-progresivo";0.8;0.45;0.55;0.48;0.23;120;-13.8;1;"Francisco Fernández";1681173;20;8.0;0.4;3.0;11;1;1;3;1
993;"Tema 993";13;"Rosalía - Debut";"2022";253;"clasica";"opera";0.13;0.02;0.29;0.71;0.3;100;-8.3;1;"Rosalía";9032147;25;15.0;0.6;3.83;6;1;4;3;2
994;"Tema 994";129;"Ana Sánchez - Debut";"2020";292;"indie";"dream-pop";0.37;0.62;0.38;0.35;0.1;89;-18.8;0;"Ana Sánchez";30929;30;20.0;0.6667;4.25;8;1;22;4;6
995;"Tema 995";31;"Extremoduro - Cambio de Dirección";"2021";369;"latin";"merengue";0.69;0.82;0.72;0.59;0.02;147;-25.7;0;"Extremoduro";4776665;22;16.0;0.7273;4.0;4;1;20;3;7
996;"Tema 996";197;"Emma López - Debut";"2024";256;"latin";"salsa";0.62;0.86;0.62;0.53;0.2;191;-14.2;0;"Emma López";3893396;26;19.0;0.7308;3.5;6;1;8;4;3
997;"Tema 997";27;"Sfdk - Evolución";"2020";344;"indie";"dream-pop";0.58;0.29;0.4;0.36;0.24;88;-23.7;0;"Sfdk";1213679;20;17.0;0.85;3.75;8;1;26;2;3
998;"Tema 998";157;"Alex Pérez - 25 Aniversario";"2020";141;"r&b";"r&b-soul";0.44;0.79;0.41;0.42;0.32;102;-21.1;0;"Alex Pérez";3355465;32;23.0;0.7188;3.89;9;0;0;0;3
999;"Tema 999";53;"Radiohead - Nuevo";"2021";269;"indie";"dream-pop";0.37;0.27;0.65;0.52;0.31;189;-1.9;0;"Radiohead";22940755;21;14.0;0.6667;4.0;7;1;1;2;9
1000;"Tema 1000";26;"Taburete - Tercero";"2022";291;"clasica";"camara";0.45;0.05;0.32;0.95;0.08;91;-27.8;0;"Taburete";7789680;21;14.0;0.6667;4.67;6;1;13;2;5
1001;"Tema 1001";113;"Alex González - Reincidencia";"2020";245;"indie";"dream-pop";0.65;0.4;0.76;0.53;0.04;147;-1.6;0;"Alex González";7974850;22;17.0;0.7727;4.33;6;1;27;2;4
1002;"Tema 1002";44;"Justin Bieber - Segundo Album";"2022";310;"rap";"rap-consciente";0.78;0.72;0.46;0.01;0.2;152;-26.3;0;"Justin Bieber";19703383;22;14.0;0.6364;4.17;6;1;14;1;7
1003;"Tema 1003";63;"Jay-Z - Tercero";"2024";335;"r&b";"neo-soul";0.54;0.61;0.71;0.42;0.06;95;-19.0;0;"Jay-Z";14616462;17;11.0;0.6471;4.0;4;1;7;3;4
1004;"Tema 1004";106;"Carlos González - Reincidencia";"2023";384;"rock";"rock-progresivo";0.75;0.35;0.62;0.38;0.08;67;-19.0;0;"Carlos González";870216;31;20.0;0.6452;4.0;4;1;8;2;3
1005;"Tema 1005";198;"Sofia Pérez - Debut";"2024";155;"reggaeton";"reggaeton-puro";0.73;0.93;0.45;0.2;0.31;146;-18.3;0;"Sofia Pérez";6832292;24;14.0;0.5833;3.9;10;1;44;1;3
1006;"Tema 1006";198;"Sofia Pérez - Tercero";"2023";151;"reggaeton";"reggaeton-romantico";0.87;0.98;0.62;0.03;0.15;69;-4.7;0;"Sofia Pérez";6832292;24;19.0;0.7917;3.86;7;1;3;2;2
1007;"Tema 1007";165;"Sofia González - Tercero";"2024";149;"indie";"post-punk";0.62;0.53;0.73;0.65;0.37;135;-27.2;0;"Sofia González";293887;27;19.0;0.7037;3.7;10;1;14;2;3
1008;"Tema 1008";175;"Emma Martínez - Evolución";"2024";275;"r&b";"r&b-contemporaneo";0.59;0.72;0.7;0.34;0.07;148;-6.1;1;"Emma Martínez";3118373;27;19.0;0.7037;4.0;8;1;2;3;3
1009;"Tema 1009";72;"Bob Marley - Cambio de Dirección";"2024";195;"electronica";"electro-house";0.89;0.63;0.53;0.03;0.13;174;-29.5;0;"Bob Marley";2272315;19;14.0;0.7368;4.0;3;1;2;1;3
