cancion_id,titulo,artista_id,album,anio_lanzamiento,duracion_seg,genero,subgenero,energia,bailabilidad,valencia,acusticidad,instrumentalidad,tempo,volumen_db,explicito
973,Tema 973,101,José Brown - Debut,2020,333,rock,rock-progresivo,0.92,0.37,0.56,0.19,0.29,140,-3.8,0
974,Tema 974,117,Miguel Johnson - Reflexión,2023,255,indie,indie-folk,0.36,0.63,0.6,0.26,0.17,107,-25.2,1
975,Tema 975,21,Serrat - Evolución,2024,252,pop,pop-activo,0.68,0.77,0.54,0.25,0.33,171,-1.9,0
976,Tema 976,2,Recycled J - Reincidencia,2020,126,rap,hip-hop,0.85,0.93,0.51,0.08,0.34,182,-15.2,0
977,Tema 977,104,Emma Smith - Regreso,2024,369,latin,merengue,0.77,0.82,0.85,0.53,0.16,152,-20.0,0
978,Tema 978,177,Luis López - Regreso,2023,274,flamenco,flamenco-puro,0.7,0.63,0.5,0.92,0.19,92,-20.0,1
979,Tema 979,49,Shawn Mendes - Segundo Album,2020,216,indie,indie-rock,0.35,0.32,0.77,0.35,0.07,113,-16.2,0
980,Tema 980,38,Bad Bunny - Regreso,2021,343,r&b,neo-soul,0.51,0.51,0.53,0.32,0.22,82,-19.3,0
981,Tema 981,119,María Johnson - Tercero,2023,336,clasica,orquesta,0.32,0.29,0.39,0.78,0.1,89,-16.3,1
982,Tema 982,40,The Weeknd - Evolución,2023,368,clasica,musica-clasica-instrumental,0.48,0.06,0.55,0.71,0.17,65,-6.7,0
983,Tema 983,150,David Fernández - Cuarto,2021,270,indie,post-punk,0.47,0.48,0.4,0.57,0.02,160,-4.4,1
984,Tema 984,3,El Guincho - Segundo Album,2023,332,r&b,smooth-jazz,0.47,0.76,0.54,0.39,0.13,134,-2.8,1
985,Tema 985,103,Francisco Stone - Vueltas,2024,369,latin,salsa,0.64,0.74,0.75,0.23,0.08,75,-1.7,0
986,Tema 986,109,Diego Ramírez - 25 Aniversario,2022,152,flamenco,flamenco-pop,0.89,0.55,0.77,0.82,0.11,166,-8.9,0
987,Tema 987,30,Bunbury - Vueltas,2024,297,flamenco,rumba,0.76,0.8,0.51,0.87,0.02,171,-26.6,1
988,Tema 988,74,Luis Fonsi - Evolución,2021,360,r&b,r&b-contemporaneo,0.4,0.8,0.72,0.41,0.2,172,-21.0,1
989,Tema 989,57,David Bowie - 25 Aniversario,2022,359,latin,salsa,0.65,0.77,0.71,0.5,0.22,135,-27.7,0
990,Tema 990,100,David Johnson - Reincidencia,2022,361,flamenco,flamenco-fusión,0.51,0.44,0.56,0.97,0.25,113,-5.9,0
991,Tema 991,192,Laura Green - Segundo Album,2023,186,flamenco,flamenco-fusión,0.69,0.54,0.44,0.95,0.31,111,-25.0,1
992,Tema 992,126,Francisco Fernández - Segundo Album,2023,372,rock,rock-progresivo,0.8,0.45,0.55,0.48,0.23,120,-13.8,1
993,Tema 993,13,Rosalía - Debut,2022,253,clasica,opera,0.13,0.02,0.29,0.71,0.3,100,-8.3,1
994,Tema 994,129,Ana Sánchez - Debut,2020,292,indie,dream-pop,0.37,0.62,0.38,0.35,0.1,89,-18.8,0
995,Tema 995,31,Extremoduro - Cambio de Dirección,2021,369,latin,merengue,0.69,0.82,0.72,0.59,0.02,147,-25.7,0
996,Tema 996,197,Emma López - Debut,2024,256,latin,salsa,0.62,0.86,0.62,0.53,0.2,191,-14.2,0
997,Tema 997,27,Sfdk - Evolución,2020,344,indie,dream-pop,0.58,0.29,0.4,0.36,0.24,88,-23.7,0
998,Tema 998,157,Alex Pérez - 25 Aniversario,2020,141,r&b,r&b-soul,0.44,0.79,0.41,0.42,0.32,102,-21.1,0
999,Tema 999,53,Radiohead - Nuevo,2021,269,indie,dream-pop,0.37,0.27,0.65,0.52,0.31,189,-1.9,0
1000,Tema 1000,26,Taburete - Tercero,2022,291,clasica,camara,0.45,0.05,0.32,0.95,0.08,91,-27.8,0
1001,Tema 1001,113,Alex González - Reincidencia,2020,245,indie,dream-pop,0.65,0.4,0.76,0.53,0.04,147,-1.6,0
1002,Tema 1002,44,Justin Bieber - Segundo Album,2022,310,rap,rap-consciente,0.78,0.72,0.46,0.01,0.2,152,-26.3,0
1003,Tema 1003,63,Jay-Z - Tercero,2024,335,r&b,neo-soul,0.54,0.61,0.71,0.42,0.06,95,-19.0,0
1004,Tema 1004,106,Carlos González - Reincidencia,2023,384,rock,rock-progresivo,0.75,0.35,0.62,0.38,0.08,67,-19.0,0
1005,Tema 1005,198,Sofia Pérez - Debut,2024,155,reggaeton,reggaeton-puro,0.73,0.93,0.45,0.2,0.31,146,-18.3,0
1006,Tema 1006,198,Sofia Pérez - Tercero,2023,151,reggaeton,reggaeton-romantico,0.87,0.98,0.62,0.03,0.15,69,-4.7,0
1007,Tema 1007,165,Sofia González - Tercero,2024,149,indie,post-punk,0.62,0.53,0.73,0.65,0.37,135,-27.2,0
1008,Tema 1008,175,Emma Martínez - Evolución,2024,275,r&b,r&b-contemporaneo,0.59,0.72,0.7,0.34,0.07,148,-6.1,1
1009,Tema 1009,72,Bob Marley - Cambio de Dirección,2024,195,electronica,electro-house,0.89,0.63,0.53,0.03,0.13,174,-29.5,0
1010,Tema 1010,140,Carlos Green - 25 Aniversario,2024,346,latin,merengue,0.74,0.84,0.79,0.47,0.33,163,-23.5,0
1011,Tema 1011,78,María Johnson - Segundo Album,2020,395,electronica,deep-house,0.65,0.9,0.38,0.15,0.34,159,-15.0,0
1012,Tema 1012,190,Sofia Ramírez - Tercero,2024,396,rock,rock-progresivo,0.99,0.33,0.42,0.36,0.14,114,-2.1,1
1013,Tema 1013,142,Diego Sánchez - Quinto,2024,294,rock,rock-alternativo,0.63,0.46,0.54,0.36,0.1,65,-19.1,1
1014,Tema 1014,139,Ana García - 25 Aniversario,2022,243,pop,pop-latino,0.74,0.57,0.83,0.27,0.3,168,-8.6,0
1015,Tema 1015,29,Elefantes - Evolución,2020,310,rock,rock-progresivo,0.68,0.47,0.65,0.27,0.39,189,-16.4,0
1016,Tema 1016,13,Rosalía - Reflexión,2020,349,clasica,opera,0.17,0.12,0.68,0.8,0.35,61,-3.6,0
1017,Tema 1017,61,Metallica - Reflexión,2024,393,flamenco,flamenco-fusión,0.64,0.43,0.69,0.72,0.31,149,-16.7,0
1018,Tema 1018,171,Alex Ramírez - Reflexión,2024,191,pop,pop-rock,0.59,0.77,0.65,0.23,0.15,193,-19.0,0
1019,Tema 1019,27,Sfdk - Nuevo,2024,218,indie,indie-folk,0.56,0.6,0.48,0.46,0.27,176,-21.9,1
1020,Tema 1020,183,Gabriel Fernández - Reincidencia,2023,161,pop,pop-activo,0.51,0.83,0.79,0.27,0.26,75,-29.1,0
1021,Tema 1021,34,Drake - Vueltas,2021,348,reggaeton,reggaeton-puro,0.89,0.9,0.62,0.07,0.03,154,-24.2,0
1022,Tema 1022,104,Emma Smith - 25 Aniversario,2024,385,latin,bachata,0.93,0.8,0.74,0.22,0.02,127,-8.5,0
1023,Tema 1023,163,Carlos Johnson - Reincidencia,2023,370,rap,rap-consciente,0.86,0.78,0.4,0.15,0.07,101,-24.3,1
1024,Tema 1024,33,The Weeknd - Vueltas,2023,186,electronica,trance,0.78,0.7,0.42,0.1,0.26,195,-5.3,1
1025,Tema 1025,55,Arctic Monkeys - Vueltas,2023,136,indie,indie-pop,0.51,0.24,0.44,0.69,0.24,154,-8.7,0
1026,Tema 1026,31,Extremoduro - 25 Aniversario,2023,176,latin,cumbia,0.6,0.83,0.61,0.43,0.37,154,-0.9,0
1027,Tema 1027,11,Javier Álvarez - Cambio de Dirección,2021,180,pop,pop-latino,0.62,0.66,0.88,0.3,0.03,138,-16.0,0
1028,Tema 1028,78,María Johnson - Quinto,2023,134,electronica,techno,0.7,0.76,0.53,0.09,0.14,96,-25.1,0
1029,Tema 1029,108,Gabriel García - Debut,2022,265,pop,pop-urbano,0.6,0.79,0.77,0.2,0.37,106,-2.6,0
1030,Tema 1030,126,Francisco Fernández - Debut,2020,400,rock,rock-progresivo,0.68,0.31,0.6,0.43,0.39,77,-3.3,0
1031,Tema 1031,107,Juan Rodríguez - Vueltas,2024,278,indie,post-punk,0.6,0.47,0.31,0.32,0.18,175,-11.1,0
1032,Tema 1032,97,Sofia Smith - Vueltas,2024,187,reggaeton,reggaeton-trap,0.87,0.95,0.51,0.11,0.04,189,-17.6,0
1033,Tema 1033,195,Francisco Fernández - Vueltas,2023,196,r&b,r&b-contemporaneo,0.66,0.71,0.8,0.21,0.2,82,-20.1,0
1034,Tema 1034,171,Alex Ramírez - 25 Aniversario,2023,318,pop,pop-urbano,0.58,0.8,0.77,0.36,0.08,161,-3.8,0
1035,Tema 1035,12,Juan Luis Guerra - Regreso,2023,262,rock,rock-duro,0.62,0.57,0.43,0.23,0.2,102,-1.8,0
1036,Tema 1036,147,Laura Fernández - Regreso,2022,183,reggaeton,reggaeton-puro,0.71,0.87,0.74,0.08,0.08,109,-17.3,0
1037,Tema 1037,139,Ana García - 25 Aniversario,2020,387,pop,pop-urbano,0.55,0.82,0.8,0.25,0.4,181,-16.0,0
1038,Tema 1038,5,Duncan Dhu - Segundo Album,2024,212,clasica,orquesta,0.13,0.08,0.42,0.75,0.38,130,-7.0,0
1039,Tema 1039,63,Jay-Z - Evolución,2024,347,r&b,r&b-soul,0.49,0.68,0.69,0.48,0.35,196,-14.5,0
1040,Tema 1040,103,Francisco Stone - 25 Aniversario,2020,371,latin,cumbia,0.87,0.84,0.77,0.25,0.05,147,-14.1,0
1041,Tema 1041,107,Juan Rodríguez - Debut,2024,282,indie,dream-pop,0.43,0.21,0.66,0.22,0.24,125,-13.8,1
1042,Tema 1042,26,Taburete - Cambio de Dirección,2021,266,clasica,camara,0.58,0.15,0.23,0.87,0.34,106,-0.1,0
1043,Tema 1043,23,Camarón de la Isla - Tercero,2022,328,clasica,camara,0.32,0.1,0.65,0.76,0.25,75,-17.8,0
1044,Tema 1044,84,Alex Green - Tercero,2020,149,flamenco,flamenco-pop,0.52,0.54,0.51,0.87,0.38,159,-22.0,1
1045,Tema 1045,37,Ed Sheeran - Reincidencia,2022,252,indie,dream-pop,0.71,0.23,0.57,0.24,0.37,90,-7.0,1
1046,Tema 1046,62,Eminem - Reflexión,2024,241,latin,bachata,0.83,0.91,0.79,0.59,0.29,190,-2.3,0
1047,Tema 1047,99,Gabriel González - Segundo Album,2022,151,clasica,opera,0.36,0.04,0.46,0.74,0.24,178,-15.5,0
1048,Tema 1048,17,Pablo Alborán - Vueltas,2020,328,indie,indie-pop,0.61,0.21,0.4,0.45,0.38,64,-18.5,0
1049,Tema 1049,151,María García - Regreso,2020,246,latin,regional-mexicano,0.75,0.88,0.78,0.32,0.16,92,-23.5,0
1050,Tema 1050,105,María Johnson - Vueltas,2020,376,rap,hip-hop,0.99,0.65,0.45,0.01,0.09,96,-6.6,0
1051,Tema 1051,44,Justin Bieber - Reflexión,2021,395,rap,rap-consciente,0.76,0.63,0.49,0.0,0.03,175,-5.8,1
1052,Tema 1052,119,María Johnson - 25 Aniversario,2022,205,clasica,orquesta,0.49,0.27,0.63,0.9,0.02,75,-6.5,0
1053,Tema 1053,124,Luis García - Quinto,2024,248,latin,bachata,0.9,0.9,0.75,0.29,0.34,149,-8.2,0
1054,Tema 1054,55,Arctic Monkeys - 25 Aniversario,2024,264,indie,indie-rock,0.79,0.28,0.41,0.31,0.32,101,-24.4,0
1055,Tema 1055,145,Gabriel Torres - Segundo Album,2022,165,electronica,electro-house,0.63,0.95,0.31,0.13,0.15,91,-4.8,0
1056,Tema 1056,186,Emma Brown - Cambio de Dirección,2022,341,clasica,camara,0.38,0.27,0.66,0.7,0.03,189,-22.5,0
1057,Tema 1057,82,Miguel Torres - Regreso,2022,253,reggaeton,reggaeton-romantico,0.9,0.98,0.58,0.12,0.08,129,-5.9,1
1058,Tema 1058,83,David Rodríguez - Nuevo,2021,355,pop,synth-pop,0.79,0.59,0.7,0.13,0.22,144,-14.9,1
1059,Tema 1059,178,Miguel González - Tercero,2020,363,indie,indie-rock,0.37,0.42,0.47,0.46,0.23,62,-29.7,0
1060,Tema 1060,106,Carlos González - Cambio de Dirección,2023,321,rock,grunge,0.9,0.51,0.45,0.12,0.3,80,-1.3,0
1061,Tema 1061,167,Ana Smith - Regreso,2020,395,latin,cumbia,0.68,0.78,0.66,0.43,0.06,173,-19.3,0
1062,Tema 1062,91,Francisco Green - Reincidencia,2024,303,clasica,musica-clasica-instrumental,0.45,0.17,0.39,0.83,0.22,105,-29.8,0
1063,Tema 1063,179,Luis Green - Debut,2020,356,clasica,opera,0.14,0.26,0.24,0.91,0.37,109,-21.9,0
1064,Tema 1064,57,David Bowie - Evolución,2020,263,latin,merengue,0.73,0.84,0.86,0.58,0.3,109,-27.4,1
1065,Tema 1065,158,Juan Pérez - Regreso,2022,233,rap,hip-hop,0.9,0.74,0.49,0.01,0.08,186,-6.3,0
1066,Tema 1066,10,Fito & Fitipaldis - Quinto,2023,227,indie,indie-rock,0.53,0.35,0.49,0.63,0.3,110,-21.8,0
1067,Tema 1067,164,Alex García - Reincidencia,2020,262,rock,grunge,0.65,0.38,0.67,0.33,0.21,188,-12.1,0
1068,Tema 1068,142,Diego Sánchez - Cuarto,2024,209,rock,rock-duro,0.75,0.54,0.51,0.15,0.05,92,-13.9,0
1069,Tema 1069,33,The Weeknd - Quinto,2024,236,electronica,trance,0.97,0.71,0.73,0.11,0.1,130,-28.9,1
1070,Tema 1070,174,Laura González - Debut,2024,249,rock,grunge,0.64,0.52,0.38,0.25,0.2,176,-8.2,1
1071,Tema 1071,110,David Smith - Regreso,2020,285,pop,pop-rock,0.45,0.64,0.69,0.26,0.33,164,-24.8,0
1072,Tema 1072,175,Emma Martínez - Cambio de Dirección,2023,373,r&b,r&b-contemporaneo,0.68,0.71,0.62,0.38,0.16,192,-25.8,0
1073,Tema 1073,185,Carlos Smith - Cuarto,2020,262,latin,bachata,0.83,0.83,0.79,0.34,0.36,196,-12.4,0
1074,Tema 1074,2,Recycled J - Reincidencia,2021,291,rap,trap-latino,0.73,0.76,0.6,0.16,0.2,66,-3.2,0
1075,Tema 1075,58,Queen - Evolución,2023,158,r&b,neo-soul,0.49,0.62,0.76,0.46,0.27,110,-4.2,1
1076,Tema 1076,80,Francisco Stone - Segundo Album,2020,134,pop,pop-rock,0.44,0.8,0.63,0.15,0.1,170,-17.5,0
1077,Tema 1077,152,Emma Green - Reflexión,2022,248,r&b,neo-soul,0.49,0.6,0.45,0.22,0.23,87,-16.7,0
1078,Tema 1078,88,Carlos González - Debut,2022,386,rap,hip-hop,0.8,0.86,0.66,0.15,0.13,78,-7.7,0
1079,Tema 1079,159,Gabriel García - Vueltas,2020,348,flamenco,flamenco-puro,0.56,0.45,0.54,0.92,0.1,81,-28.1,0
1080,Tema 1080,9,Bunbury - Reincidencia,2022,153,indie,indie-pop,0.37,0.63,0.62,0.33,0.22,75,-14.2,0
1081,Tema 1081,114,Juan Johnson - Debut,2022,341,electronica,house,0.86,0.68,0.73,0.05,0.28,86,-29.5,0
1082,Tema 1082,144,María Rodríguez - Debut,2022,315,indie,dream-pop,0.49,0.38,0.57,0.24,0.32,84,-23.5,0
1083,Tema 1083,106,Carlos González - Cuarto,2024,125,rock,hard-rock,0.87,0.54,0.52,0.4,0.26,158,-19.3,0
1084,Tema 1084,110,David Smith - 25 Aniversario,2024,171,pop,pop-latino,0.72,0.6,0.73,0.32,0.15,66,-20.9,0
1085,Tema 1085,85,José Johnson - 25 Aniversario,2021,175,reggaeton,reggaeton-puro,0.84,0.96,0.77,0.11,0.26,63,-2.9,0
1086,Tema 1086,18,Enrique Iglesias - 25 Aniversario,2021,184,electronica,trance,0.64,0.68,0.65,0.12,0.34,125,-17.5,0
1087,Tema 1087,124,Luis García - Evolución,2024,347,latin,salsa,0.63,0.81,0.67,0.32,0.31,122,-27.7,1
1088,Tema 1088,12,Juan Luis Guerra - Debut,2021,279,rock,grunge,0.93,0.43,0.54,0.14,0.13,171,-27.3,0
1089,Tema 1089,167,Ana Smith - Reflexión,2022,279,latin,regional-mexicano,0.94,0.9,0.74,0.29,0.37,198,-19.7,0
1090,Tema 1090,38,Bad Bunny - Vueltas,2022,295,r&b,r&b-contemporaneo,0.46,0.67,0.78,0.1,0.1,154,-1.8,0
1091,Tema 1091,133,Juan Ramírez - 25 Aniversario,2021,149,latin,salsa,0.66,0.73,0.77,0.54,0.19,189,-0.2,0
1092,Tema 1092,144,María Rodríguez - Debut,2023,296,indie,indie-pop,0.64,0.24,0.8,0.4,0.11,111,-13.3,0
1093,Tema 1093,52,Coldplay - Reflexión,2020,294,flamenco,flamenco-fusión,0.62,0.43,0.4,0.78,0.33,181,-12.8,0
1094,Tema 1094,120,Sofia González - 25 Aniversario,2022,291,clasica,opera,0.6,0.09,0.34,0.75,0.07,167,-21.4,0
1095,Tema 1095,27,Sfdk - Vueltas,2020,373,indie,indie-pop,0.7,0.65,0.79,0.32,0.35,60,-20.2,0
1096,Tema 1096,178,Miguel González - Cuarto,2023,229,indie,indie-pop,0.36,0.64,0.62,0.28,0.17,183,-21.4,0
1097,Tema 1097,85,José Johnson - Reflexión,2023,225,reggaeton,reggaeton-romantico,0.92,0.89,0.8,0.01,0.14,107,-15.5,0
1098,Tema 1098,2,Recycled J - Nuevo,2020,157,rap,trap,0.85,0.71,0.59,0.17,0.38,67,-5.8,0
1099,Tema 1099,37,Ed Sheeran - Quinto,2023,219,indie,post-punk,0.73,0.48,0.71,0.35,0.16,152,-20.5,1
1100,Tema 1100,8,Leiva - Cuarto,2021,265,flamenco,flamenco-fusión,0.69,0.51,0.78,0.73,0.04,116,-14.2,0
1101,Tema 1101,185,Carlos Smith - Tercero,2022,245,latin,salsa,0.62,0.73,0.67,0.39,0.17,110,-6.0,1
1102,Tema 1102,68,David Guetta - Segundo Album,2020,190,flamenco,rumba,0.8,0.57,0.53,0.73,0.31,88,-28.4,0
1103,Tema 1103,54,Oasis - Quinto,2023,242,pop,pop-latino,0.41,0.78,0.69,0.14,0.09,155,-2.0,0
1104,Tema 1104,135,José Martínez - Reflexión,2024,342,clasica,orquesta,0.53,0.21,0.44,0.86,0.39,90,-1.0,1
1105,Tema 1105,34,Drake - Reflexión,2021,218,reggaeton,reggaeton-romantico,0.76,0.96,0.48,0.04,0.27,155,-17.8,0
1106,Tema 1106,110,David Smith - Regreso,2021,143,pop,synth-pop,0.77,0.53,0.7,0.38,0.36,108,-25.3,0
1107,Tema 1107,76,Ozuna - Reflexión,2021,287,r&b,neo-soul,0.53,0.69,0.46,0.49,0.37,73,-25.0,0
1108,Tema 1108,72,Bob Marley - Tercero,2024,370,electronica,techno,0.65,0.63,0.75,0.03,0.17,80,-16.5,0
1109,Tema 1109,170,Laura Sánchez - 25 Aniversario,2020,205,clasica,musica-clasica-instrumental,0.4,0.02,0.31,0.98,0.36,190,-6.6,0
1110,Tema 1110,133,Juan Ramírez - Vueltas,2021,284,latin,merengue,0.61,0.78,0.79,0.31,0.36,194,-11.0,0
1111,Tema 1111,184,Juan González - Vueltas,2023,257,indie,post-punk,0.34,0.65,0.78,0.24,0.21,162,-20.9,0
1112,Tema 1112,150,David Fernández - Regreso,2020,226,indie,indie-pop,0.5,0.29,0.59,0.68,0.2,111,-27.5,0
1113,Tema 1113,61,Metallica - Reincidencia,2021,276,flamenco,rumba,0.75,0.54,0.74,0.77,0.08,156,-24.3,0
1114,Tema 1114,96,Gabriel Fernández - Quinto,2024,163,clasica,camara,0.48,0.08,0.58,0.76,0.13,81,-16.0,0
1115,Tema 1115,133,Juan Ramírez - Nuevo,2021,141,latin,bachata,0.93,0.93,0.66,0.34,0.06,191,-14.7,0
1116,Tema 1116,110,David Smith - Vueltas,2023,341,pop,pop-rock,0.58,0.82,0.87,0.22,0.2,154,-3.1,0
1117,Tema 1117,82,Miguel Torres - Quinto,2023,132,reggaeton,reggaeton-trap,0.94,0.8,0.53,0.08,0.09,173,-24.0,1
1118,Tema 1118,166,Miguel Smith - Segundo Album,2022,162,rock,rock-progresivo,0.62,0.49,0.41,0.12,0.09,188,-5.9,0
1119,Tema 1119,165,Sofia González - Segundo Album,2022,236,indie,indie-rock,0.73,0.44,0.51,0.69,0.08,90,-23.5,1
1120,Tema 1120,10,Fito & Fitipaldis - Cambio de Dirección,2021,290,indie,indie-pop,0.45,0.29,0.49,0.66,0.25,144,-17.6,0
1121,Tema 1121,191,Ana Fernández - Reflexión,2022,217,pop,synth-pop,0.77,0.52,0.58,0.27,0.25,95,-28.8,0
1122,Tema 1122,193,Ana Ramírez - Evolución,2024,253,reggaeton,reggaeton-puro,0.82,0.93,0.68,0.13,0.13,136,-27.2,0
1123,Tema 1123,89,Sofia González - Reflexión,2023,327,electronica,trance,0.77,0.65,0.77,0.07,0.13,63,-7.0,0
1124,Tema 1124,132,Juan García - Reflexión,2021,323,r&b,neo-soul,0.57,0.59,0.72,0.45,0.27,118,-28.6,0
1125,Tema 1125,54,Oasis - Vueltas,2021,384,pop,synth-pop,0.63,0.77,0.55,0.17,0.35,179,-29.4,0
1126,Tema 1126,119,María Johnson - Nuevo,2020,280,clasica,camara,0.48,0.14,0.42,0.7,0.33,169,-19.2,0
1127,Tema 1127,179,Luis Green - Reincidencia,2021,344,clasica,musica-clasica-instrumental,0.37,0.2,0.55,0.99,0.21,67,-18.0,0
1128,Tema 1128,148,María Pérez - Tercero,2022,124,r&b,smooth-jazz,0.73,0.69,0.52,0.15,0.34,150,-19.1,0
1129,Tema 1129,108,Gabriel García - Reincidencia,2023,395,pop,pop-latino,0.66,0.66,0.58,0.28,0.02,143,-17.6,0
1130,Tema 1130,146,María Fernández - Reflexión,2020,191,flamenco,flamenco-fusión,0.72,0.57,0.7,0.93,0.31,144,-28.8,0
1131,Tema 1131,155,Luis Green - 25 Aniversario,2024,320,electronica,electro-house,0.68,0.79,0.77,0.13,0.34,112,-20.9,0
1132,Tema 1132,17,Pablo Alborán - Cambio de Dirección,2023,216,indie,dream-pop,0.51,0.44,0.38,0.22,0.38,87,-22.8,0
1133,Tema 1133,116,David López - Regreso,2022,167,rap,hip-hop,0.77,0.63,0.67,0.12,0.27,86,-2.7,0
1134,Tema 1134,46,Doja Cat - Debut,2024,370,rap,trap-latino,0.8,0.82,0.32,0.04,0.33,107,-7.0,1
1135,Tema 1135,99,Gabriel González - Quinto,2021,239,clasica,opera,0.28,0.11,0.47,0.7,0.1,194,-23.8,1
1136,Tema 1136,15,Karol G - Nuevo,2024,125,electronica,techno,0.7,0.88,0.44,0.03,0.2,143,-4.0,0
1137,Tema 1137,106,Carlos González - Reincidencia,2021,176,rock,rock-alternativo,0.7,0.32,0.44,0.4,0.22,197,-5.5,0
1138,Tema 1138,191,Ana Fernández - Segundo Album,2023,225,pop,pop-urbano,0.78,0.78,0.74,0.25,0.02,112,-0.5,0
1139,Tema 1139,182,Alex González - Regreso,2023,201,flamenco,flamenco-pop,0.65,0.46,0.67,0.71,0.23,111,-12.4,0
1140,Tema 1140,176,Diego López - Vueltas,2022,223,electronica,house,0.78,0.89,0.43,0.07,0.22,96,-10.1,0
1141,Tema 1141,103,Francisco Stone - 25 Aniversario,2021,389,latin,merengue,0.87,0.8,0.79,0.26,0.37,185,-18.5,0
1142,Tema 1142,148,María Pérez - Debut,2020,267,r&b,smooth-jazz,0.66,0.51,0.48,0.29,0.35,148,-14.2,0
1143,Tema 1143,183,Gabriel Fernández - Reflexión,2022,320,pop,synth-pop,0.77,0.67,0.7,0.14,0.32,104,-22.6,0
1144,Tema 1144,46,Doja Cat - 25 Aniversario,2023,354,rap,rap-consciente,0.97,0.92,0.68,0.1,0.27,106,-6.6,0
1145,Tema 1145,25,Morat - Reincidencia,2020,242,rap,hip-hop,0.74,0.81,0.31,0.1,0.06,130,-24.5,0
1146,Tema 1146,138,David López - Quinto,2020,231,rap,rap-consciente,0.81,0.75,0.55,0.01,0.2,165,-24.5,0
1147,Tema 1147,142,Diego Sánchez - Segundo Album,2022,159,rock,rock-duro,0.83,0.49,0.52,0.4,0.13,189,-7.0,0
1148,Tema 1148,84,Alex Green - Reincidencia,2023,204,flamenco,flamenco-pop,0.67,0.59,0.66,0.61,0.26,113,-11.4,0
1149,Tema 1149,119,María Johnson - Debut,2020,356,clasica,musica-clasica-instrumental,0.25,0.03,0.25,0.98,0.28,147,-26.2,0
1150,Tema 1150,50,Justin Timberlake - Reincidencia,2020,125,latin,merengue,0.72,0.85,0.85,0.22,0.09,89,-3.3,0
1151,Tema 1151,35,Billie Eilish - Nuevo,2023,368,electronica,electro-house,0.6,0.67,0.78,0.09,0.1,77,-28.0,1
1152,Tema 1152,169,Francisco Stone - Cuarto,2023,191,latin,bachata,0.61,0.76,0.86,0.37,0.29,131,-2.5,0
1153,Tema 1153,44,Justin Bieber - Debut,2024,171,rap,hip-hop,0.82,0.67,0.51,0.18,0.32,135,-28.0,1
1154,Tema 1154,190,Sofia Ramírez - Reincidencia,2021,159,rock,rock-duro,0.88,0.47,0.66,0.15,0.21,129,-3.6,1
1155,Tema 1155,92,David Johnson - Tercero,2021,137,pop,synth-pop,0.56,0.67,0.53,0.18,0.13,115,-1.6,0
1156,Tema 1156,13,Rosalía - Regreso,2024,172,clasica,musica-clasica-instrumental,0.24,0.14,0.54,0.75,0.19,138,-7.8,0
1157,Tema 1157,154,Francisco Rodríguez - Debut,2020,313,rap,hip-hop,0.96,0.82,0.57,0.03,0.38,123,-26.0,0
1158,Tema 1158,62,Eminem - Cuarto,2020,128,latin,bachata,0.87,0.77,0.88,0.49,0.3,67,-23.4,0
1159,Tema 1159,87,Alex Fernández - Cuarto,2020,232,rap,trap-latino,0.83,0.82,0.61,0.02,0.38,102,-3.3,0
1160,Tema 1160,12,Juan Luis Guerra - Reincidencia,2024,175,rock,rock-progresivo,0.71,0.55,0.51,0.28,0.13,142,-12.6,0
1161,Tema 1161,49,Shawn Mendes - 25 Aniversario,2021,397,indie,dream-pop,0.66,0.41,0.61,0.55,0.28,169,-28.4,1
1162,Tema 1162,55,Arctic Monkeys - Segundo Album,2022,285,indie,indie-pop,0.73,0.43,0.43,0.32,0.19,63,-3.4,0
1163,Tema 1163,81,Gabriel Torres - Debut,2023,228,electronica,electro-house,0.75,0.86,0.35,0.07,0.4,116,-6.9,1
1164,Tema 1164,72,Bob Marley - Regreso,2024,308,electronica,house,0.68,0.78,0.42,0.06,0.31,77,-6.9,0
1165,Tema 1165,106,Carlos González - Quinto,2024,375,rock,rock-duro,0.69,0.58,0.54,0.25,0.2,197,-11.8,0
1166,Tema 1166,146,María Fernández - Tercero,2022,168,flamenco,flamenco-pop,0.72,0.59,0.6,0.67,0.33,159,-13.7,0
1167,Tema 1167,198,Sofia Pérez - Evolución,2021,290,reggaeton,reggaeton-trap,0.74,0.95,0.77,0.19,0.15,141,-25.9,0
1168,Tema 1168,171,Alex Ramírez - Vueltas,2020,291,pop,pop-activo,0.61,0.54,0.87,0.16,0.1,174,-17.8,0
1169,Tema 1169,164,Alex García - Evolución,2021,377,rock,grunge,0.75,0.54,0.48,0.17,0.11,63,-14.7,1
1170,Tema 1170,158,Juan Pérez - Reflexión,2020,278,rap,hip-hop,0.74,0.81,0.53,0.14,0.38,169,-2.6,0
1171,Tema 1171,159,Gabriel García - Segundo Album,2020,190,flamenco,flamenco-pop,0.88,0.5,0.45,0.72,0.36,187,-0.8,0
1172,Tema 1172,39,Dua Lipa - Reincidencia,2021,139,indie,indie-pop,0.73,0.26,0.77,0.41,0.0,173,-16.7,0
1173,Tema 1173,85,José Johnson - Tercero,2022,282,reggaeton,reggaeton-puro,0.71,0.91,0.54,0.09,0.25,193,-3.9,0
1174,Tema 1174,107,Juan Rodríguez - Regreso,2022,132,indie,indie-pop,0.63,0.42,0.71,0.65,0.05,144,-14.0,0
