usuario_id,edad,sexo,ciudad,tipo_suscripcion,fecha_registro,dispositivo_principal,horas_escucha_mensual
2732,25,No_especificado,Castellón,premium,2020-12-14,movil,43
2733,28,F,Huelva,premium,2019-03-25,smart_speaker,47
2734,13,No_especificado,Málaga,premium,2022-04-12,tablet,45
2735,13,F,Tarragona,free,2020-12-05,movil,30
2736,21,No_especificado,Toledo,estudiante,2022-11-11,movil,0
2737,18,F,Córdoba,premium,2021-08-28,movil,33
2738,42,F,Jerez,free,2020-02-14,tablet,22
2739,32,M,Córdoba,premium,2023-09-29,movil,68
2740,26,F,Cádiz,free,2021-05-16,movil,31
2741,36,No_especificado,Palma,premium,2023-04-08,pc,19
2742,45,M,Huelva,premium,2019-02-28,tablet,16
2743,39,No_especificado,Léida,premium,2021-03-14,movil,14
2744,35,M,Huelva,premium,2022-03-15,pc,82
2745,25,F,Almería,premium,2019-02-11,pc,39
2746,35,No_especificado,Santander,premium,2019-06-01,movil,38
2747,49,M,Tarragona,premium,2020-11-18,movil,48
2748,24,No_especificado,Valladolid,free,2023-08-09,movil,11
2749,16,No_especificado,Getafe,free,2021-06-21,pc,10
2750,23,M,Salamanca,free,2020-07-28,tablet,12
2751,20,No_especificado,Orense,premium,2019-03-20,tablet,86
2752,15,M,Oviedo,premium,2022-08-24,movil,47
2753,35,No_especificado,Almería,premium,2021-03-31,movil,57
2754,27,No_especificado,Valladolid,premium,2022-02-06,movil,40
2755,33,M,Almería,premium,2020-06-06,pc,50
2756,24,F,Léida,free,2021-02-14,movil,0
2757,22,M,Alicante,premium,2023-01-11,pc,22
2758,19,No_especificado,Oviedo,premium,2022-07-11,pc,45
2759,32,No_especificado,Granada,premium,2022-08-17,tablet,80
2760,21,No_especificado,Cádiz,free,2020-04-05,movil,31
2761,31,M,Palma,familiar,2022-09-22,movil,98
2762,34,M,Bilbao,familiar,2020-10-18,movil,29
2763,13,No_especificado,Alicante,free,2022-10-10,movil,24
2764,21,F,Santander,estudiante,2023-07-15,pc,25
2765,13,M,Lugo,free,2019-08-17,movil,22
2766,46,No_especificado,Málaga,familiar,2023-03-03,movil,47
2767,35,M,Valladolid,free,2019-11-17,movil,18
2768,13,F,Zaragoza,free,2023-05-31,movil,31
2769,14,F,Huelva,premium,2023-05-13,movil,45
2770,23,F,Córdoba,premium,2022-03-02,pc,62
2771,15,M,Léida,premium,2022-08-10,movil,52
2772,17,No_especificado,Málaga,free,2021-02-03,tablet,12
2773,13,F,Burgos,estudiante,2019-04-15,movil,102
2774,34,M,Córdoba,free,2023-05-09,smart_speaker,8
2775,14,No_especificado,Almería,premium,2022-02-21,pc,35
2776,36,M,Tarragona,premium,2022-07-30,pc,7
2777,26,No_especificado,Burgos,premium,2021-10-27,movil,80
2778,14,M,Almería,premium,2022-08-21,pc,46
2779,54,No_especificado,Salamanca,premium,2020-07-13,movil,57
2780,29,No_especificado,Castellón,premium,2020-09-01,pc,55
2781,23,No_especificado,Valladolid,premium,2020-05-06,movil,70
2782,23,M,Valencia,premium,2019-06-04,movil,5
2783,23,No_especificado,Córdoba,estudiante,2021-07-03,tablet,25
2784,24,F,Bilbao,free,2020-05-14,movil,16
2785,42,M,Tarragona,free,2019-11-24,movil,30
2786,31,No_especificado,Palma,free,2021-01-10,movil,19
2787,15,No_especificado,Granada,premium,2022-11-04,movil,1
2788,29,No_especificado,Alcalá de Henares,premium,2021-12-07,tablet,60
2789,26,F,Toledo,free,2021-04-30,pc,11
2790,33,No_especificado,Málaga,premium,2022-08-21,movil,43
2791,48,M,Alcalá de Henares,familiar,2022-05-14,movil,96
2792,39,No_especificado,Tarragona,free,2022-08-20,pc,31
2793,13,M,Valencia,premium,2019-02-17,movil,58
2794,32,No_especificado,Bilbao,premium,2023-05-18,movil,57
2795,33,M,Jerez,free,2019-08-22,movil,26
2796,60,F,Barcelona,premium,2023-06-16,movil,43
2797,39,No_especificado,Burgos,premium,2019-08-02,movil,35
2798,37,No_especificado,Cádiz,premium,2019-06-15,movil,63
2799,32,No_especificado,Málaga,premium,2022-06-28,tablet,78
2800,17,F,Badajoz,free,2021-01-14,pc,12
2801,30,No_especificado,Vigo,premium,2020-12-05,movil,62
2802,30,No_especificado,Murcia,premium,2021-07-17,tablet,70
2803,20,F,Léida,premium,2023-02-12,movil,22
2804,31,No_especificado,Lugo,premium,2021-10-21,movil,43
2805,34,F,Almería,premium,2022-04-12,movil,44
2806,23,No_especificado,Vigo,premium,2023-04-16,movil,43
2807,28,F,Toledo,premium,2019-02-21,tablet,38
2808,25,F,Bilbao,premium,2020-02-05,movil,36
2809,38,F,Oviedo,premium,2023-08-13,tablet,48
2810,55,M,Salamanca,familiar,2022-11-08,movil,64
2811,21,F,Alcalá de Henares,premium,2019-05-21,pc,98
2812,32,F,Murcia,premium,2021-10-09,pc,64
2813,35,M,Oviedo,premium,2022-10-24,pc,57
2814,34,F,Bilbao,free,2022-11-02,tablet,3
2815,32,M,Cádiz,premium,2020-01-16,pc,18
2816,25,No_especificado,Vigo,premium,2021-12-25,movil,30
2817,32,F,Badajoz,premium,2021-09-08,movil,51
2818,33,F,Alcalá de Henares,free,2022-01-08,movil,24
2819,20,No_especificado,Jaén,estudiante,2019-02-14,movil,43
2820,39,M,Madrid,premium,2019-02-27,pc,66
2821,14,No_especificado,Toledo,free,2021-04-02,movil,0
2822,19,M,Castellón,premium,2022-03-26,pc,65
2823,42,M,Alicante,familiar,2022-09-16,pc,32
2824,31,M,Alcalá de Henares,premium,2020-11-06,movil,81
2825,32,M,Badajoz,premium,2019-04-13,movil,73
2826,39,M,Bilbao,premium,2019-06-17,tablet,26
2827,25,No_especificado,Palma,premium,2020-07-29,movil,45
2828,29,M,Málaga,premium,2022-01-03,movil,63
2829,32,F,Sevilla,free,2023-10-03,pc,0
2830,13,F,Orense,estudiante,2022-06-09,movil,0
2831,30,No_especificado,Badajoz,premium,2023-09-02,tablet,49
2832,31,No_especificado,Léida,premium,2022-07-02,tablet,25
2833,36,M,Bilbao,premium,2021-10-01,movil,59
2834,13,F,Santander,free,2021-05-05,movil,0
2835,27,No_especificado,Bilbao,premium,2023-12-31,pc,80
2836,48,F,Salamanca,familiar,2022-07-18,movil,76
2837,19,No_especificado,Burgos,estudiante,2021-04-12,tablet,72
2838,22,F,Granada,estudiante,2023-08-25,movil,30
2839,13,F,Castellón,free,2021-07-07,pc,21
2840,20,F,Bilbao,estudiante,2021-05-07,pc,52
2841,13,M,Girona,premium,2022-02-22,pc,48
2842,13,M,Orense,premium,2023-10-13,movil,66
2843,34,No_especificado,Sevilla,premium,2021-03-13,pc,39
2844,34,No_especificado,Sevilla,premium,2019-08-22,tablet,25
2845,28,M,Girona,premium,2019-06-07,pc,60
2846,13,M,Palma,premium,2019-08-24,movil,36
2847,27,No_especificado,Granada,premium,2021-05-13,tablet,41
2848,45,M,Zaragoza,familiar,2021-08-20,tablet,26
2849,20,F,Valencia,premium,2023-03-25,movil,6
2850,46,No_especificado,Sevilla,familiar,2020-05-11,movil,52
2851,22,F,Oviedo,premium,2021-01-30,movil,43
2852,35,M,Santander,premium,2022-11-24,movil,51
2853,59,M,Alicante,premium,2019-11-10,smart_speaker,54
2854,22,No_especificado,Salamanca,premium,2022-05-21,movil,33
2855,23,F,Santander,premium,2019-08-05,movil,14
2856,28,No_especificado,Murcia,premium,2020-10-22,movil,60
2857,20,No_especificado,Badajoz,premium,2023-09-01,tablet,28
2858,46,M,Bilbao,premium,2023-08-05,movil,16
2859,13,M,Vigo,premium,2023-07-20,movil,21
2860,13,F,Toledo,free,2022-03-16,pc,25
2861,23,M,Salamanca,premium,2023-01-21,movil,40
2862,41,M,Bilbao,premium,2020-10-04,movil,31
2863,37,No_especificado,Almería,premium,2019-01-18,pc,75
2864,22,No_especificado,Vigo,estudiante,2021-12-03,tablet,68
2865,25,No_especificado,Valencia,premium,2022-08-25,movil,63
2866,13,F,Cádiz,premium,2023-12-12,pc,12
2867,23,M,Gijón,premium,2023-02-02,movil,27
2868,21,No_especificado,Murcia,free,2022-12-09,smart_speaker,16
2869,36,M,Santander,free,2022-08-25,movil,13
2870,18,F,Vigo,estudiante,2021-11-06,tablet,41
2871,18,M,Jaén,free,2020-01-29,tablet,5
2872,13,F,Córdoba,estudiante,2019-09-05,movil,51
2873,21,F,Madrid,premium,2022-12-17,movil,64
2874,13,No_especificado,Palma,estudiante,2022-08-16,movil,36
2875,49,F,Bilbao,free,2022-11-10,tablet,5
2876,25,No_especificado,Toledo,premium,2023-07-19,tablet,20
2877,13,M,Murcia,estudiante,2023-02-11,movil,88
2878,30,M,Bilbao,premium,2023-12-31,movil,47
2879,13,F,Oviedo,premium,2020-07-03,pc,52
2880,41,No_especificado,Gijón,free,2019-11-15,pc,37
2881,36,M,Gijón,premium,2020-05-16,pc,22
2882,31,M,Tarragona,premium,2021-06-18,pc,58
2883,13,M,Alicante,premium,2022-09-30,pc,22
2884,38,M,Santander,premium,2021-05-03,movil,62
2885,13,No_especificado,Oviedo,estudiante,2019-07-31,movil,69
2886,29,No_especificado,Zaragoza,premium,2020-01-30,movil,60
2887,20,No_especificado,Córdoba,premium,2020-09-06,movil,57
2888,38,No_especificado,Sevilla,premium,2021-11-07,smart_speaker,37
2889,28,M,Zaragoza,familiar,2019-02-25,movil,40
2890,47,F,Gijón,premium,2020-01-07,movil,42
2891,16,M,Valencia,premium,2022-07-22,pc,30
2892,29,F,Alcalá de Henares,familiar,2021-06-05,movil,82
2893,13,F,Murcia,premium,2023-05-07,tablet,81
2894,31,M,Alcalá de Henares,premium,2019-07-11,movil,54
2895,26,M,Granada,premium,2022-05-31,movil,45
2896,26,M,Tarragona,premium,2019-09-17,tablet,65
2897,27,M,Oviedo,premium,2019-01-05,pc,60
2898,22,No_especificado,Granada,premium,2020-07-07,pc,48
2899,18,F,Orense,premium,2022-01-08,movil,69
2900,17,F,Salamanca,premium,2021-08-25,smart_speaker,38
2901,24,No_especificado,Orense,premium,2021-02-19,tablet,37
2902,36,No_especificado,Valencia,premium,2021-11-05,pc,38
2903,44,F,Murcia,premium,2020-08-05,tablet,28
2904,30,F,Córdoba,premium,2022-02-09,pc,29
2905,33,F,Salamanca,premium,2020-11-27,movil,44
2906,26,F,Palma,premium,2023-04-04,movil,68
2907,20,No_especificado,Cádiz,estudiante,2022-05-31,pc,64
2908,18,F,Madrid,free,2020-05-24,smart_speaker,21
2909,13,No_especificado,Huelva,premium,2020-08-03,tablet,31
2910,27,M,Jaén,premium,2021-04-09,movil,81
2911,29,M,Orense,premium,2020-02-17,movil,78
2912,30,No_especificado,Santander,free,2020-07-15,pc,14
2913,46,F,Salamanca,free,2020-07-16,movil,26
2914,20,No_especificado,Vigo,estudiante,2022-09-27,pc,61
2915,24,F,Léida,premium,2022-04-21,smart_speaker,5
2916,39,F,Barcelona,premium,2021-04-16,pc,66
2917,50,No_especificado,Barcelona,premium,2023-11-22,movil,53
2918,25,No_especificado,Sevilla,familiar,2019-06-24,tablet,85
2919,38,M,Málaga,premium,2019-02-23,pc,77
2920,27,No_especificado,Badajoz,familiar,2023-06-19,movil,55
2921,19,F,Bilbao,estudiante,2020-11-20,pc,63
2922,13,F,Huelva,premium,2023-01-30,tablet,60
2923,35,M,Lugo,premium,2021-05-15,pc,56
2924,29,F,Girona,familiar,2022-09-18,pc,105
2925,38,No_especificado,Murcia,premium,2020-02-23,pc,32
2926,20,F,Huelva,free,2022-03-24,movil,6
2927,34,F,Burgos,premium,2023-04-05,movil,24
2928,41,F,Getafe,familiar,2023-10-21,pc,99
2929,17,M,Girona,premium,2020-12-03,pc,41
2930,28,No_especificado,Badajoz,premium,2019-12-31,movil,62
2931,47,F,Palma,premium,2020-11-09,movil,11
2932,24,M,Córdoba,estudiante,2020-11-07,movil,43
2933,13,M,Burgos,free,2023-11-20,tablet,12
2934,33,No_especificado,Murcia,premium,2023-03-28,movil,39
2935,13,No_especificado,Zaragoza,premium,2022-07-12,tablet,102
2936,31,No_especificado,Oviedo,premium,2022-03-19,pc,47
2937,14,No_especificado,Sevilla,free,2022-10-06,pc,23
2938,26,F,Toledo,premium,2019-02-08,movil,7
2939,15,M,Valladolid,premium,2021-06-18,movil,60
2940,51,F,Málaga,premium,2023-07-10,movil,52
2941,41,F,Lugo,premium,2023-10-27,movil,41
2942,26,No_especificado,Girona,premium,2021-07-30,tablet,66
2943,47,F,Sevilla,premium,2023-12-31,movil,71
2944,15,M,Sevilla,free,2020-02-02,movil,18
2945,31,F,Oviedo,premium,2020-03-08,movil,39
2946,32,No_especificado,Alcalá de Henares,premium,2023-03-11,movil,61
2947,40,M,Zaragoza,premium,2022-10-12,movil,78
2948,24,F,Léida,estudiante,2022-10-23,movil,15
2949,32,No_especificado,Sevilla,premium,2021-07-07,movil,82
2950,22,F,Tarragona,estudiante,2020-07-27,tablet,67
2951,36,F,Murcia,familiar,2022-10-14,movil,65
2952,28,M,Vigo,premium,2021-06-29,movil,26
2953,13,No_especificado,Girona,premium,2023-07-25,pc,22
2954,23,F,Gijón,premium,2022-11-02,pc,66
2955,26,F,Lugo,premium,2022-12-30,movil,34
2956,17,M,Léida,premium,2023-03-16,pc,58
2957,44,M,Almería,premium,2021-09-02,movil,66
2958,35,F,Oviedo,premium,2019-02-21,movil,15
2959,23,F,Getafe,free,2021-08-14,movil,49
2960,41,F,Castellón,premium,2020-02-14,movil,14
2961,27,F,Salamanca,premium,2022-08-27,movil,52
2962,18,No_especificado,Sevilla,premium,2023-06-04,movil,0
2963,29,No_especificado,Gijón,free,2023-02-21,pc,8
2964,18,F,Castellón,free,2023-01-26,movil,14
2965,26,F,Badajoz,premium,2020-12-04,movil,44
2966,17,F,Huelva,free,2021-01-18,smart_speaker,16
2967,13,M,Córdoba,free,2021-04-22,smart_speaker,24
2968,13,No_especificado,Madrid,premium,2023-10-31,movil,39
2969,39,M,Málaga,familiar,2019-05-24,movil,28
2970,36,F,Cádiz,free,2023-08-16,movil,37
2971,13,No_especificado,Lugo,premium,2022-03-08,movil,41
2972,13,F,Málaga,premium,2019-06-27,movil,42
2973,27,F,Lugo,premium,2020-03-16,pc,0
2974,51,F,Vigo,premium,2021-05-23,movil,50
2975,17,F,Léida,free,2021-05-20,pc,41
2976,13,No_especificado,Getafe,estudiante,2021-11-12,movil,19
2977,13,No_especificado,Jerez,premium,2023-02-10,movil,81
2978,31,No_especificado,Alcalá de Henares,premium,2022-01-26,movil,58
2979,31,M,Cádiz,familiar,2022-12-29,pc,77
2980,28,No_especificado,Cádiz,free,2019-02-04,movil,24
2981,29,F,Palma,premium,2022-12-07,pc,32
2982,27,No_especificado,Murcia,premium,2022-03-22,movil,50
2983,29,F,Barcelona,premium,2020-10-08,movil,15
2984,13,M,Huelva,free,2019-12-24,movil,36
2985,24,M,Castellón,estudiante,2019-05-18,movil,64
2986,14,F,Alcalá de Henares,free,2019-03-08,movil,0
2987,17,M,Salamanca,premium,2022-02-04,movil,40
2988,20,F,Lugo,premium,2020-11-26,movil,70
2989,30,F,Córdoba,premium,2019-01-06,movil,81
2990,32,F,Bilbao,premium,2019-02-04,pc,0
2991,40,No_especificado,Palma,familiar,2023-01-18,pc,14
2992,30,No_especificado,Toledo,premium,2023-09-13,movil,29
2993,53,No_especificado,Getafe,premium,2021-04-27,movil,73
2994,19,F,Jaén,premium,2020-09-11,tablet,42
2995,30,M,Cádiz,free,2019-06-06,movil,32
2996,28,M,Castellón,premium,2021-11-18,movil,24
2997,19,F,Burgos,premium,2021-12-30,movil,44
2998,42,No_especificado,Orense,familiar,2023-05-08,movil,72
2999,18,No_especificado,Alicante,premium,2021-09-28,pc,57
3000,23,No_especificado,Sevilla,premium,2023-07-15,movil,62
3001,58,No_especificado,Zaragoza,premium,2019-12-16,movil,37
3002,37,F,Santander,familiar,2021-01-09,pc,37
3003,26,M,Alcalá de Henares,premium,2021-08-01,tablet,45
3004,25,M,Salamanca,premium,2023-10-15,pc,94
3005,24,No_especificado,Málaga,free,2022-01-26,movil,28
3006,13,No_especificado,Sevilla,estudiante,2020-02-06,pc,60
3007,41,F,Alcalá de Henares,familiar,2020-01-23,movil,44
3008,13,M,Tarragona,free,2019-11-18,pc,19
3009,28,F,Jerez,free,2023-03-05,pc,30
3010,52,M,Bilbao,familiar,2019-12-22,smart_speaker,48
3011,17,F,Granada,free,2020-08-27,movil,2
3012,30,No_especificado,Vigo,free,2019-06-30,movil,27
3013,21,No_especificado,Castellón,free,2021-01-12,movil,31
3014,33,M,Burgos,premium,2020-04-02,movil,45
3015,17,F,Oviedo,free,2019-01-22,movil,12
3016,13,No_especificado,Bilbao,premium,2019-04-08,movil,49
3017,28,F,Cádiz,premium,2022-06-11,tablet,48
3018,34,F,Burgos,premium,2021-07-24,pc,52
3019,26,F,Almería,premium,2023-03-15,tablet,45
3020,13,F,Alicante,estudiante,2023-05-23,movil,35
3021,28,No_especificado,Bilbao,premium,2019-10-17,smart_speaker,30
3022,38,No_especificado,Gijón,premium,2020-11-29,pc,31
3023,30,No_especificado,Málaga,premium,2022-06-19,movil,47
3024,36,M,Getafe,familiar,2019-08-03,tablet,87
3025,36,No_especificado,Alcalá de Henares,familiar,2022-11-14,pc,0
3026,42,No_especificado,Orense,premium,2022-07-27,movil,75
3027,22,M,Alicante,free,2021-04-08,pc,23
3028,17,No_especificado,Córdoba,premium,2019-11-08,movil,6
3029,19,F,Castellón,premium,2022-07-30,pc,34
3030,23,F,Alcalá de Henares,premium,2019-10-27,pc,25
3031,19,F,Girona,free,2022-03-19,movil,19
3032,18,No_especificado,Madrid,premium,2019-01-23,pc,55
3033,36,No_especificado,Castellón,premium,2021-10-05,movil,92
3034,41,No_especificado,Jerez,free,2019-04-11,movil,23
3035,20,M,Valencia,premium,2022-08-14,movil,50
3036,31,F,Santander,premium,2022-06-14,tablet,34
3037,37,M,Jerez,premium,2019-09-08,movil,17
3038,25,F,Santander,free,2020-01-17,movil,28
3039,24,F,Lugo,estudiante,2023-12-17,tablet,44
3040,26,No_especificado,Valladolid,familiar,2022-07-17,pc,34
3041,42,F,Valencia,familiar,2020-08-12,movil,29
3042,31,M,Badajoz,premium,2019-01-27,movil,53
3043,16,F,Jaén,premium,2020-06-23,movil,46
3044,17,No_especificado,Santander,premium,2019-03-27,tablet,72
3045,14,M,Lugo,premium,2023-02-01,movil,31
3046,13,F,Badajoz,premium,2020-02-23,movil,17
3047,47,F,Castellón,free,2021-06-02,tablet,28
3048,29,No_especificado,Girona,premium,2021-12-23,movil,31
3049,38,No_especificado,Alcalá de Henares,premium,2020-12-12,movil,28
3050,37,No_especificado,Almería,premium,2019-06-01,smart_speaker,27
3051,20,M,Getafe,free,2022-08-18,pc,31
3052,38,No_especificado,Barcelona,free,2023-12-17,tablet,28
3053,15,No_especificado,Granada,free,2022-02-12,movil,13
3054,29,F,Gijón,premium,2022-09-24,tablet,28
3055,44,M,Madrid,premium,2020-03-14,tablet,0
3056,18,M,Badajoz,premium,2023-10-21,movil,34
3057,13,F,Almería,estudiante,2022-02-21,pc,15
3058,35,F,Tarragona,premium,2019-05-31,pc,45
3059,46,F,Jerez,premium,2023-07-15,pc,75
3060,33,F,Toledo,premium,2020-09-22,movil,51
3061,28,No_especificado,Castellón,premium,2023-12-13,pc,0
3062,13,F,Salamanca,free,2022-08-02,pc,21
3063,35,No_especificado,Toledo,free,2019-09-16,pc,24
3064,17,M,Badajoz,premium,2023-11-06,movil,63
3065,45,No_especificado,Orense,premium,2023-03-13,movil,63
3066,39,F,Alcalá de Henares,premium,2022-11-11,tablet,33
3067,40,M,Cádiz,premium,2023-05-05,pc,47
3068,34,No_especificado,Murcia,premium,2023-11-23,pc,52
3069,26,M,Madrid,familiar,2023-04-06,movil,34
3070,27,M,Almería,premium,2021-02-03,movil,64
3071,22,No_especificado,Lugo,free,2020-12-03,movil,33
3072,36,No_especificado,Huelva,premium,2021-09-20,pc,39
3073,44,No_especificado,Barcelona,familiar,2022-06-04,pc,49
3074,46,No_especificado,Toledo,familiar,2021-09-09,movil,73
3075,27,No_especificado,Burgos,familiar,2023-08-29,pc,33
3076,26,M,Toledo,premium,2021-01-01,movil,40
3077,13,F,Burgos,premium,2020-12-06,movil,40
3078,18,No_especificado,Palma,premium,2021-10-27,pc,56
3079,43,No_especificado,Jerez,premium,2020-07-20,movil,20
3080,48,No_especificado,Oviedo,free,2021-12-14,pc,18
3081,16,M,Huelva,premium,2021-06-27,tablet,60
3082,22,No_especificado,Alicante,premium,2023-06-06,movil,43
3083,23,F,Santander,premium,2020-04-03,movil,28
3084,36,F,Zaragoza,premium,2023-04-21,movil,39
3085,13,F,Alicante,premium,2022-06-06,pc,56
3086,13,F,Almería,premium,2023-01-19,movil,21
3087,42,No_especificado,Salamanca,free,2020-12-19,tablet,2
3088,13,M,Alicante,premium,2021-03-22,tablet,57
3089,24,M,Burgos,premium,2022-03-24,tablet,40
3090,24,M,Gijón,premium,2019-10-24,pc,49
3091,18,No_especificado,Salamanca,free,2020-09-17,movil,42
3092,13,F,Alcalá de Henares,premium,2021-04-20,pc,53
3093,35,No_especificado,Badajoz,premium,2021-06-11,pc,29
3094,15,M,Lugo,premium,2019-03-10,movil,65
3095,16,M,Tarragona,free,2022-02-07,pc,10
3096,38,F,Toledo,free,2021-06-17,tablet,20
3097,13,No_especificado,Vigo,premium,2021-03-30,movil,79
3098,21,F,Burgos,estudiante,2020-06-18,movil,39
3099,31,F,Almería,premium,2022-04-14,tablet,57
3100,51,No_especificado,Huelva,free,2021-09-19,movil,0
3101,37,F,Córdoba,familiar,2021-10-12,tablet,82
3102,26,No_especificado,Salamanca,free,2021-03-20,pc,31
3103,39,F,Zaragoza,familiar,2019-08-08,tablet,18
3104,48,No_especificado,Castellón,premium,2021-04-17,movil,13
3105,14,No_especificado,Valladolid,premium,2023-07-03,pc,39
3106,51,M,Málaga,premium,2023-12-07,pc,38
3107,27,F,Salamanca,familiar,2022-02-14,movil,102
3108,24,F,Jerez,free,2020-11-27,movil,2
3109,22,M,Palma,estudiante,2021-03-02,movil,84
3110,28,No_especificado,Cádiz,premium,2021-03-25,movil,83
3111,36,F,Vigo,premium,2019-01-06,movil,32
3112,28,M,Jaén,premium,2023-08-28,pc,27
3113,19,No_especificado,Bilbao,premium,2022-05-28,pc,134
3114,40,F,Cádiz,premium,2019-05-21,movil,62
3115,20,F,Tarragona,free,2019-07-16,pc,43
3116,41,M,Santander,premium,2020-02-26,pc,82
3117,49,F,Murcia,premium,2021-11-30,movil,15
3118,14,No_especificado,Santander,premium,2022-09-19,pc,24
3119,16,F,Huelva,premium,2020-12-18,movil,51
3120,21,M,Jaén,premium,2019-02-08,movil,86
3121,50,No_especificado,Badajoz,premium,2022-08-21,movil,44
3122,51,F,Toledo,premium,2023-04-18,movil,74
3123,22,F,Bilbao,premium,2020-11-19,movil,4
3124,25,M,Valladolid,familiar,2023-01-26,tablet,40
3125,30,No_especificado,Sevilla,free,2021-09-24,pc,21
3126,28,M,Tarragona,premium,2023-11-07,tablet,55
3127,13,No_especificado,Jerez,free,2021-08-13,movil,26
3128,22,M,Alicante,free,2019-09-10,movil,22
3129,39,F,Jerez,familiar,2023-10-25,pc,23
3130,24,F,Almería,free,2022-09-20,movil,18
3131,21,F,Jaén,free,2019-10-01,tablet,33
3132,19,F,Lugo,free,2020-11-20,tablet,11
3133,19,F,Gijón,premium,2022-08-20,movil,66
3134,22,F,Bilbao,estudiante,2021-03-16,pc,61
3135,51,F,Jerez,premium,2020-03-14,tablet,43
3136,41,M,Valladolid,premium,2022-01-03,movil,78
3137,40,No_especificado,Barcelona,premium,2023-09-05,movil,44
3138,35,F,Girona,premium,2023-03-10,pc,19
3139,18,F,Lugo,premium,2019-07-20,tablet,32
3140,54,M,Orense,premium,2023-05-03,movil,28
3141,18,M,Granada,estudiante,2021-04-20,pc,23
3142,34,No_especificado,Tarragona,premium,2021-06-28,movil,47
3143,41,M,Badajoz,free,2021-03-31,movil,30
3144,13,F,Bilbao,estudiante,2020-06-05,smart_speaker,29
3145,44,No_especificado,Girona,premium,2023-01-15,movil,40
3146,42,M,Oviedo,familiar,2019-09-12,tablet,55
3147,16,No_especificado,Santander,premium,2019-03-27,pc,38
3148,16,F,Cádiz,premium,2023-01-02,movil,33
3149,30,F,Barcelona,premium,2020-01-27,movil,55
3150,13,M,Zaragoza,premium,2021-07-31,movil,44
3151,20,No_especificado,Valencia,premium,2023-04-02,pc,32
3152,29,F,Jerez,free,2022-03-19,pc,11
3153,44,M,Girona,premium,2022-01-17,movil,68
3154,42,No_especificado,Burgos,premium,2020-10-04,pc,35
3155,16,No_especificado,Valladolid,premium,2019-08-13,movil,46
3156,26,M,Huelva,premium,2021-06-30,movil,32
3157,13,M,Huelva,premium,2021-09-23,movil,44
3158,23,No_especificado,Castellón,estudiante,2022-12-11,movil,67
3159,35,F,Sevilla,premium,2021-07-19,movil,67
3160,13,M,Gijón,free,2023-05-15,movil,26
3161,19,F,Bilbao,free,2023-03-23,movil,1
3162,22,F,Granada,free,2019-04-07,movil,36
3163,23,F,Palma,premium,2021-10-05,tablet,76
3164,34,M,Huelva,premium,2021-04-09,smart_speaker,37
3165,41,F,Jaén,familiar,2022-12-29,tablet,73
3166,16,F,Zaragoza,premium,2022-11-23,pc,82
3167,31,M,Madrid,premium,2022-09-22,smart_speaker,45
3168,17,No_especificado,Toledo,free,2023-07-06,movil,37
3169,34,F,Valladolid,premium,2021-03-09,pc,57
3170,21,F,Murcia,estudiante,2022-10-02,movil,70
3171,38,F,Badajoz,premium,2022-12-20,tablet,31
3172,13,No_especificado,Orense,premium,2021-03-10,movil,56
3173,13,M,Córdoba,premium,2022-10-08,pc,48
3174,22,M,Zaragoza,free,2020-06-24,movil,38
3175,23,M,Alcalá de Henares,premium,2019-06-19,movil,67
3176,21,No_especificado,Valladolid,estudiante,2023-09-23,pc,74
3177,52,F,Vigo,premium,2023-04-02,pc,23
3178,31,F,Gijón,premium,2021-02-12,movil,99
3179,28,M,Cádiz,familiar,2022-11-06,pc,61
3180,37,M,Alicante,premium,2021-12-02,movil,45
3181,13,No_especificado,Santander,free,2019-06-24,pc,36
3182,13,M,Lugo,free,2019-02-07,tablet,13
3183,42,M,Bilbao,premium,2022-11-14,movil,37
3184,19,No_especificado,Huelva,premium,2021-11-16,movil,62
3185,17,F,Girona,premium,2019-06-14,movil,20
3186,31,M,Barcelona,premium,2019-06-02,pc,41
3187,13,M,Almería,free,2020-10-24,movil,29
3188,33,M,Alicante,premium,2020-01-14,movil,37
3189,24,F,Madrid,premium,2020-02-05,movil,54
3190,42,F,Oviedo,free,2021-08-17,movil,15
3191,35,No_especificado,Madrid,familiar,2021-05-13,movil,76
3192,38,M,Almería,premium,2023-05-08,movil,45
3193,17,No_especificado,Cádiz,premium,2019-01-06,movil,35
3194,32,No_especificado,Zaragoza,premium,2022-07-27,pc,81
3195,22,F,Valladolid,premium,2019-03-27,smart_speaker,61
3196,24,No_especificado,Vigo,free,2022-02-22,movil,21
3197,46,No_especificado,Alcalá de Henares,free,2023-07-25,movil,31
3198,13,No_especificado,Palma,premium,2021-03-03,movil,33
3199,43,F,Badajoz,familiar,2022-06-13,pc,64
3200,14,No_especificado,Málaga,premium,2021-04-01,movil,28
3201,36,No_especificado,Toledo,free,2022-06-01,pc,34
3202,28,F,Valencia,premium,2022-03-02,movil,94
3203,37,No_especificado,Madrid,premium,2020-04-14,pc,40
3204,18,No_especificado,Alicante,free,2022-12-15,movil,5
3205,32,M,Alicante,familiar,2022-02-05,movil,45
3206,48,No_especificado,Bilbao,free,2020-01-20,tablet,41
3207,35,No_especificado,Vigo,premium,2021-08-09,movil,21
3208,19,M,Alicante,estudiante,2020-11-11,movil,81
3209,21,M,Vigo,estudiante,2023-02-01,movil,78
