"usuario_id";"edad";"sexo";"ciudad";"tipo_suscripcion";"fecha_registro";"dispositivo_principal";"horas_escucha_mensual";"total_reproducciones";"canciones_distintas";"artistas_distintos";"ratio_completadas";"modo_reproduccion_favorito";"reproducciones_fin_semana";"generos_distintos";"genero_favorito";"puntuacion_media_dada"
2764;21;"F";"Santander";"estudiante";"2023-07-15";"pc";25;15;15;14;0.8;"radio";33.33;9;"indie";4.5
2765;13;"M";"Lugo";"free";"2019-08-17";"movil";22;13;13;13;0.5385;"recomendacion";30.77;7;"indie";2.0
2766;46;"No_especificado";"Málaga";"familiar";"2023-03-03";"movil";47;8;8;7;0.25;"album";37.5;4;"pop";3.25
2767;35;"M";"Valladolid";"free";"2019-11-17";"movil";18;5;5;5;0.6;"radio";60.0;4;"r&b";3.0
2768;13;"F";"Zaragoza";"free";"2023-05-31";"movil";31;15;15;14;0.8;"recomendacion";53.33;8;"rap";4.25
2769;14;"F";"Huelva";"premium";"2023-05-13";"movil";45;7;7;7;0.7143;"album";28.57;5;"rap";4.2
2770;23;"F";"Córdoba";"premium";"2022-03-02";"pc";62;8;8;8;0.625;"radio";25.0;6;"rap";3.0
2771;15;"M";"Léida";"premium";"2022-08-10";"movil";52;12;12;12;0.8333;"playlist";33.33;8;"clasica";5.0
2772;17;"No_especificado";"Málaga";"free";"2021-02-03";"tablet";12;16;16;14;0.8125;"playlist";25.0;7;"rock";3.33
2773;13;"F";"Burgos";"estudiante";"2019-04-15";"movil";102;12;12;12;0.8333;"album";41.67;7;"indie";3.8
2774;34;"M";"Córdoba";"free";"2023-05-09";"smart_speaker";8;10;10;10;0.7;"playlist";20.0;5;"clasica";4.2
2775;14;"No_especificado";"Almería";"premium";"2022-02-21";"pc";35;12;12;12;0.5833;"playlist";33.33;9;"electronica";2.8
2776;36;"M";"Tarragona";"premium";"2022-07-30";"pc";7;8;8;7;0.75;"busqueda";12.5;4;"r&b";3.6
2777;26;"No_especificado";"Burgos";"premium";"2021-10-27";"movil";80;12;12;11;0.4167;"recomendacion";8.33;7;"electronica";3.25
2778;14;"M";"Almería";"premium";"2022-08-21";"pc";46;9;9;9;0.4444;"busqueda";44.44;7;"electronica";4.5
2779;54;"No_especificado";"Salamanca";"premium";"2020-07-13";"movil";57;6;6;5;0.3333;"playlist";16.67;3;"reggaeton";4.5
2780;29;"No_especificado";"Castellón";"premium";"2020-09-01";"pc";55;10;10;10;0.8;"playlist";30.0;8;"reggaeton";2.33
2781;23;"No_especificado";"Valladolid";"premium";"2020-05-06";"movil";70;9;9;9;0.3333;"playlist";22.22;6;"latin";4.0
2782;23;"M";"Valencia";"premium";"2019-06-04";"movil";5;10;10;9;0.6;"recomendacion";20.0;7;"rap";3.4
2783;23;"No_especificado";"Córdoba";"estudiante";"2021-07-03";"tablet";25;8;8;8;0.625;"playlist";25.0;5;"rock";4.4
2784;24;"F";"Bilbao";"free";"2020-05-14";"movil";16;7;7;7;0.5714;"album";28.57;4;"clasica";3.25
2785;42;"M";"Tarragona";"free";"2019-11-24";"movil";30;7;7;7;0.7143;"recomendacion";57.14;6;"rock";4.33
2786;31;"No_especificado";"Palma";"free";"2021-01-10";"movil";19;13;13;12;0.6923;"radio";38.46;9;"flamenco";4.0
2787;15;"No_especificado";"Granada";"premium";"2022-11-04";"movil";1;14;14;14;0.6429;"busqueda";21.43;8;"rap";3.25
2788;29;"No_especificado";"Alcalá de Henares";"premium";"2021-12-07";"tablet";60;6;6;6;1.0;"playlist";66.67;5;"rock";3.0
2789;26;"F";"Toledo";"free";"2021-04-30";"pc";11;15;15;15;0.8;"radio";13.33;8;"r&b";5.0
2790;33;"No_especificado";"Málaga";"premium";"2022-08-21";"movil";43;9;9;9;0.8889;"album";55.56;8;"electronica";0.0
2791;48;"M";"Alcalá de Henares";"familiar";"2022-05-14";"movil";96;15;15;14;0.7333;"busqueda";40.0;7;"r&b";3.5
2792;39;"No_especificado";"Tarragona";"free";"2022-08-20";"pc";31;11;11;11;0.6364;"playlist";27.27;7;"rock";3.6
2793;13;"M";"Valencia";"premium";"2019-02-17";"movil";58;4;4;4;0.75;"playlist";25.0;4;"rock";3.8
2794;32;"No_especificado";"Bilbao";"premium";"2023-05-18";"movil";57;11;11;10;0.4545;"playlist";27.27;6;"latin";4.5
2795;33;"M";"Jerez";"free";"2019-08-22";"movil";26;7;7;7;1.0;"busqueda";14.29;6;"flamenco";5.0
2796;60;"F";"Barcelona";"premium";"2023-06-16";"movil";43;5;5;5;0.6;"recomendacion";20.0;5;"rock";2.33
2797;39;"No_especificado";"Burgos";"premium";"2019-08-02";"movil";35;8;8;8;0.75;"album";62.5;5;"latin";4.0
2798;37;"No_especificado";"Cádiz";"premium";"2019-06-15";"movil";63;15;15;15;0.8;"recomendacion";20.0;5;"indie";3.33
2799;32;"No_especificado";"Málaga";"premium";"2022-06-28";"tablet";78;6;6;6;0.6667;"recomendacion";50.0;6;"flamenco";4.0
2800;17;"F";"Badajoz";"free";"2021-01-14";"pc";12;7;7;7;0.8571;"busqueda";14.29;6;"reggaeton";2.5
2801;30;"No_especificado";"Vigo";"premium";"2020-12-05";"movil";62;10;10;9;0.9;"album";30.0;6;"flamenco";4.33
2802;30;"No_especificado";"Murcia";"premium";"2021-07-17";"tablet";70;11;11;11;0.7273;"busqueda";9.09;7;"rap";4.0
2803;20;"F";"Léida";"premium";"2023-02-12";"movil";22;9;9;9;0.6667;"radio";22.22;4;"clasica";4.25
2804;31;"No_especificado";"Lugo";"premium";"2021-10-21";"movil";43;8;8;8;0.875;"radio";25.0;7;"reggaeton";4.0
2805;34;"F";"Almería";"premium";"2022-04-12";"movil";44;8;8;7;0.625;"album";0.0;5;"electronica";4.0
2806;23;"No_especificado";"Vigo";"premium";"2023-04-16";"movil";43;7;7;7;0.5714;"recomendacion";0.0;5;"indie";4.0
2807;28;"F";"Toledo";"premium";"2019-02-21";"tablet";38;9;9;8;0.4444;"playlist";11.11;4;"pop";3.5
2808;25;"F";"Bilbao";"premium";"2020-02-05";"movil";36;11;11;11;0.5455;"busqueda";36.36;7;"flamenco";3.4
2809;38;"F";"Oviedo";"premium";"2023-08-13";"tablet";48;11;11;11;0.5455;"busqueda";9.09;7;"r&b";3.4
2810;55;"M";"Salamanca";"familiar";"2022-11-08";"movil";64;5;5;4;0.2;"album";60.0;4;"electronica";4.0
2811;21;"F";"Alcalá de Henares";"premium";"2019-05-21";"pc";98;8;8;7;0.875;"radio";62.5;4;"flamenco";5.0
2812;32;"F";"Murcia";"premium";"2021-10-09";"pc";64;12;12;12;0.6667;"busqueda";16.67;9;"electronica";4.0
2813;35;"M";"Oviedo";"premium";"2022-10-24";"pc";57;7;7;7;0.7143;"album";28.57;5;"pop";4.0
2814;34;"F";"Bilbao";"free";"2022-11-02";"tablet";3;10;10;8;0.5;"playlist";70.0;5;"rap";4.0
2815;32;"M";"Cádiz";"premium";"2020-01-16";"pc";18;11;11;11;0.8182;"busqueda";18.18;7;"clasica";4.0
2816;25;"No_especificado";"Vigo";"premium";"2021-12-25";"movil";30;9;9;9;0.4444;"playlist";11.11;5;"rock";0.0
2817;32;"F";"Badajoz";"premium";"2021-09-08";"movil";51;18;18;18;0.7778;"recomendacion";27.78;6;"rap";4.0
2818;33;"F";"Alcalá de Henares";"free";"2022-01-08";"movil";24;11;11;11;0.9091;"busqueda";18.18;7;"electronica";3.43
2819;20;"No_especificado";"Jaén";"estudiante";"2019-02-14";"movil";43;9;9;9;0.6667;"album";22.22;6;"r&b";4.5
2820;39;"M";"Madrid";"premium";"2019-02-27";"pc";66;12;12;11;0.8333;"radio";50.0;7;"indie";3.5
2821;14;"No_especificado";"Toledo";"free";"2021-04-02";"movil";0;12;12;11;0.5;"playlist";33.33;8;"latin";4.0
2822;19;"M";"Castellón";"premium";"2022-03-26";"pc";65;8;8;8;0.875;"album";37.5;5;"electronica";3.4
2823;42;"M";"Alicante";"familiar";"2022-09-16";"pc";32;6;6;6;0.1667;"radio";50.0;5;"indie";4.0
2824;31;"M";"Alcalá de Henares";"premium";"2020-11-06";"movil";81;11;11;10;0.7273;"playlist";9.09;4;"flamenco";4.0
2825;32;"M";"Badajoz";"premium";"2019-04-13";"movil";73;16;16;16;0.8125;"busqueda";37.5;9;"flamenco";4.17
2826;39;"M";"Bilbao";"premium";"2019-06-17";"tablet";26;10;10;10;0.6;"radio";30.0;7;"rap";3.33
2827;25;"No_especificado";"Palma";"premium";"2020-07-29";"movil";45;10;10;10;0.6;"radio";40.0;6;"rock";4.0
2828;29;"M";"Málaga";"premium";"2022-01-03";"movil";63;13;13;13;0.8462;"busqueda";23.08;9;"electronica";3.0
2829;32;"F";"Sevilla";"free";"2023-10-03";"pc";0;15;15;15;0.8667;"busqueda";20.0;9;"latin";4.5
2830;13;"F";"Orense";"estudiante";"2022-06-09";"movil";0;6;6;6;1.0;"album";16.67;5;"rock";2.8
2831;30;"No_especificado";"Badajoz";"premium";"2023-09-02";"tablet";49;7;7;7;0.5714;"album";42.86;6;"indie";4.5
2832;31;"No_especificado";"Léida";"premium";"2022-07-02";"tablet";25;11;11;11;0.6364;"radio";36.36;8;"reggaeton";4.25
2833;36;"M";"Bilbao";"premium";"2021-10-01";"movil";59;9;9;9;0.8889;"busqueda";33.33;7;"electronica";4.25
2834;13;"F";"Santander";"free";"2021-05-05";"movil";0;6;6;6;0.8333;"album";50.0;6;"indie";3.4
2835;27;"No_especificado";"Bilbao";"premium";"2023-12-31";"pc";80;9;9;9;0.5556;"album";22.22;7;"flamenco";3.0
2836;48;"F";"Salamanca";"familiar";"2022-07-18";"movil";76;10;10;9;0.6;"recomendacion";20.0;6;"reggaeton";4.0
2837;19;"No_especificado";"Burgos";"estudiante";"2021-04-12";"tablet";72;5;5;5;1.0;"radio";20.0;3;"r&b";3.8
2838;22;"F";"Granada";"estudiante";"2023-08-25";"movil";30;11;11;11;0.8182;"busqueda";27.27;7;"rock";3.33
2839;13;"F";"Castellón";"free";"2021-07-07";"pc";21;18;18;18;0.6111;"radio";44.44;8;"rock";2.0
2840;20;"F";"Bilbao";"estudiante";"2021-05-07";"pc";52;15;15;13;0.6;"playlist";20.0;7;"indie";5.0
2841;13;"M";"Girona";"premium";"2022-02-22";"pc";48;8;8;8;0.875;"busqueda";12.5;8;"rap";3.75
2842;13;"M";"Orense";"premium";"2023-10-13";"movil";66;11;11;11;0.4545;"recomendacion";36.36;7;"pop";4.0
2843;34;"No_especificado";"Sevilla";"premium";"2021-03-13";"pc";39;11;11;11;0.7273;"playlist";18.18;6;"indie";4.5
2844;34;"No_especificado";"Sevilla";"premium";"2019-08-22";"tablet";25;19;19;18;0.7895;"radio";15.79;8;"rock";4.0
2845;28;"M";"Girona";"premium";"2019-06-07";"pc";60;10;10;10;0.8;"recomendacion";20.0;6;"indie";3.0
2846;13;"M";"Palma";"premium";"2019-08-24";"movil";36;5;5;5;0.6;"album";20.0;3;"latin";4.0
2847;27;"No_especificado";"Granada";"premium";"2021-05-13";"tablet";41;9;9;9;0.6667;"album";33.33;6;"reggaeton";5.0
2848;45;"M";"Zaragoza";"familiar";"2021-08-20";"tablet";26;9;9;9;0.7778;"playlist";44.44;6;"indie";3.0
2849;20;"F";"Valencia";"premium";"2023-03-25";"movil";6;7;7;7;0.7143;"recomendacion";28.57;7;"rap";2.0
2850;46;"No_especificado";"Sevilla";"familiar";"2020-05-11";"movil";52;12;12;11;0.8333;"recomendacion";33.33;5;"rock";3.4
2851;22;"F";"Oviedo";"premium";"2021-01-30";"movil";43;8;8;8;0.75;"playlist";25.0;6;"indie";0.0
2852;35;"M";"Santander";"premium";"2022-11-24";"movil";51;15;15;15;0.8;"busqueda";20.0;8;"rap";4.0
2853;59;"M";"Alicante";"premium";"2019-11-10";"smart_speaker";54;9;9;9;0.5556;"album";11.11;6;"r&b";1.0
2854;22;"No_especificado";"Salamanca";"premium";"2022-05-21";"movil";33;8;8;8;1.0;"busqueda";25.0;6;"indie";4.0
2855;23;"F";"Santander";"premium";"2019-08-05";"movil";14;14;14;14;0.7857;"album";50.0;6;"r&b";4.4
2856;28;"No_especificado";"Murcia";"premium";"2020-10-22";"movil";60;10;10;10;0.4;"playlist";20.0;7;"reggaeton";5.0
2857;20;"No_especificado";"Badajoz";"premium";"2023-09-01";"tablet";28;10;10;10;0.9;"playlist";60.0;7;"electronica";4.0
2858;46;"M";"Bilbao";"premium";"2023-08-05";"movil";16;7;7;7;0.5714;"playlist";28.57;6;"indie";4.0
2859;13;"M";"Vigo";"premium";"2023-07-20";"movil";21;8;8;8;0.375;"playlist";37.5;5;"indie";2.0
2860;13;"F";"Toledo";"free";"2022-03-16";"pc";25;6;6;6;0.6667;"playlist";0.0;5;"rap";4.0
2861;23;"M";"Salamanca";"premium";"2023-01-21";"movil";40;10;10;10;0.8;"radio";10.0;6;"clasica";4.4
2862;41;"M";"Bilbao";"premium";"2020-10-04";"movil";31;12;12;12;0.5;"album";41.67;7;"pop";4.38
2863;37;"No_especificado";"Almería";"premium";"2019-01-18";"pc";75;3;3;3;1.0;"recomendacion";33.33;3;"clasica";4.33
2864;22;"No_especificado";"Vigo";"estudiante";"2021-12-03";"tablet";68;13;13;13;0.7692;"Sin datos";30.77;9;"flamenco";3.25
2865;25;"No_especificado";"Valencia";"premium";"2022-08-25";"movil";63;11;11;11;0.8182;"album";54.55;6;"rock";0.0
2866;13;"F";"Cádiz";"premium";"2023-12-12";"pc";12;8;8;8;0.875;"playlist";12.5;4;"rock";4.5
2867;23;"M";"Gijón";"premium";"2023-02-02";"movil";27;8;8;7;0.5;"album";25.0;5;"latin";3.43
2868;21;"No_especificado";"Murcia";"free";"2022-12-09";"smart_speaker";16;9;9;9;0.6667;"album";22.22;6;"indie";2.5
2869;36;"M";"Santander";"free";"2022-08-25";"movil";13;9;9;9;0.8889;"busqueda";33.33;6;"rock";3.0
2870;18;"F";"Vigo";"estudiante";"2021-11-06";"tablet";41;13;13;13;0.7692;"recomendacion";23.08;8;"clasica";3.5
2871;18;"M";"Jaén";"free";"2020-01-29";"tablet";5;8;8;8;0.5;"recomendacion";37.5;6;"flamenco";0.0
2872;13;"F";"Córdoba";"estudiante";"2019-09-05";"movil";51;11;11;11;0.7273;"album";27.27;7;"clasica";1.0
2873;21;"F";"Madrid";"premium";"2022-12-17";"movil";64;6;6;6;1.0;"playlist";0.0;5;"flamenco";4.25
2874;13;"No_especificado";"Palma";"estudiante";"2022-08-16";"movil";36;8;8;8;0.875;"playlist";25.0;6;"rock";4.0
2875;49;"F";"Bilbao";"free";"2022-11-10";"tablet";5;9;9;9;0.3333;"radio";44.44;6;"pop";4.0
2876;25;"No_especificado";"Toledo";"premium";"2023-07-19";"tablet";20;11;11;11;0.8182;"playlist";36.36;6;"electronica";0.0
2877;13;"M";"Murcia";"estudiante";"2023-02-11";"movil";88;14;14;14;0.6429;"album";28.57;9;"reggaeton";3.5
2878;30;"M";"Bilbao";"premium";"2023-12-31";"movil";47;8;8;8;1.0;"radio";12.5;6;"latin";3.0
2879;13;"F";"Oviedo";"premium";"2020-07-03";"pc";52;10;10;10;0.6;"playlist";30.0;6;"rap";4.67
2880;41;"No_especificado";"Gijón";"free";"2019-11-15";"pc";37;10;10;10;0.6;"album";60.0;5;"clasica";3.5
2881;36;"M";"Gijón";"premium";"2020-05-16";"pc";22;9;9;8;1.0;"album";11.11;7;"rap";5.0
2882;31;"M";"Tarragona";"premium";"2021-06-18";"pc";58;8;8;8;0.625;"playlist";37.5;7;"latin";5.0
2883;13;"M";"Alicante";"premium";"2022-09-30";"pc";22;9;9;8;0.8889;"busqueda";22.22;6;"clasica";3.67
2884;38;"M";"Santander";"premium";"2021-05-03";"movil";62;11;10;10;0.5455;"recomendacion";36.36;6;"indie";3.0
2885;13;"No_especificado";"Oviedo";"estudiante";"2019-07-31";"movil";69;16;16;16;0.9375;"playlist";31.25;7;"electronica";2.5
2886;29;"No_especificado";"Zaragoza";"premium";"2020-01-30";"movil";60;9;9;9;0.8889;"album";11.11;6;"r&b";2.0
2887;20;"No_especificado";"Córdoba";"premium";"2020-09-06";"movil";57;7;7;7;0.8571;"busqueda";42.86;6;"rock";4.6
2888;38;"No_especificado";"Sevilla";"premium";"2021-11-07";"smart_speaker";37;11;11;11;0.9091;"playlist";18.18;8;"indie";3.5
2889;28;"M";"Zaragoza";"familiar";"2019-02-25";"movil";40;10;10;10;0.6;"radio";0.0;7;"pop";5.0
2890;47;"F";"Gijón";"premium";"2020-01-07";"movil";42;10;10;10;0.6;"radio";40.0;6;"latin";3.4
2891;16;"M";"Valencia";"premium";"2022-07-22";"pc";30;14;14;14;0.7143;"radio";35.71;8;"electronica";3.67
2892;29;"F";"Alcalá de Henares";"familiar";"2021-06-05";"movil";82;7;7;7;0.7143;"album";42.86;6;"rock";4.67
2893;13;"F";"Murcia";"premium";"2023-05-07";"tablet";81;13;13;13;0.6154;"busqueda";30.77;6;"rock";3.0
2894;31;"M";"Alcalá de Henares";"premium";"2019-07-11";"movil";54;15;15;14;0.6;"recomendacion";0.0;8;"indie";3.8
2895;26;"M";"Granada";"premium";"2022-05-31";"movil";45;13;13;13;0.9231;"radio";38.46;8;"indie";3.67
2896;26;"M";"Tarragona";"premium";"2019-09-17";"tablet";65;7;7;7;0.8571;"playlist";14.29;5;"indie";4.17
2897;27;"M";"Oviedo";"premium";"2019-01-05";"pc";60;11;11;11;0.9091;"album";27.27;7;"rock";4.0
2898;22;"No_especificado";"Granada";"premium";"2020-07-07";"pc";48;9;9;8;0.6667;"recomendacion";33.33;6;"latin";3.6
2899;18;"F";"Orense";"premium";"2022-01-08";"movil";69;11;11;11;0.6364;"recomendacion";27.27;9;"pop";3.0
2900;17;"F";"Salamanca";"premium";"2021-08-25";"smart_speaker";38;10;10;8;0.6;"playlist";20.0;7;"latin";4.33
2901;24;"No_especificado";"Orense";"premium";"2021-02-19";"tablet";37;4;4;4;0.75;"recomendacion";50.0;3;"reggaeton";0.0
2902;36;"No_especificado";"Valencia";"premium";"2021-11-05";"pc";38;9;9;9;0.5556;"recomendacion";22.22;5;"rap";3.67
2903;44;"F";"Murcia";"premium";"2020-08-05";"tablet";28;10;10;10;0.8;"album";30.0;6;"flamenco";4.0
2904;30;"F";"Córdoba";"premium";"2022-02-09";"pc";29;10;10;10;0.6;"busqueda";30.0;6;"indie";4.5
2905;33;"F";"Salamanca";"premium";"2020-11-27";"movil";44;16;16;16;0.75;"recomendacion";37.5;8;"r&b";4.67
2906;26;"F";"Palma";"premium";"2023-04-04";"movil";68;11;11;11;0.9091;"busqueda";18.18;6;"reggaeton";5.0
2907;20;"No_especificado";"Cádiz";"estudiante";"2022-05-31";"pc";64;11;11;10;0.5455;"playlist";27.27;7;"flamenco";3.67
2908;18;"F";"Madrid";"free";"2020-05-24";"smart_speaker";21;12;12;12;0.75;"playlist";41.67;8;"electronica";3.0
2909;13;"No_especificado";"Huelva";"premium";"2020-08-03";"tablet";31;13;13;12;0.4615;"radio";23.08;8;"rap";4.0
2910;27;"M";"Jaén";"premium";"2021-04-09";"movil";81;6;6;6;0.8333;"playlist";0.0;5;"latin";4.5
2911;29;"M";"Orense";"premium";"2020-02-17";"movil";78;7;7;6;0.8571;"playlist";28.57;5;"pop";5.0
2912;30;"No_especificado";"Santander";"free";"2020-07-15";"pc";14;10;10;10;0.9;"radio";50.0;7;"indie";4.0
2913;46;"F";"Salamanca";"free";"2020-07-16";"movil";26;9;9;9;0.8889;"radio";11.11;7;"reggaeton";4.33
2914;20;"No_especificado";"Vigo";"estudiante";"2022-09-27";"pc";61;7;7;7;0.4286;"album";28.57;7;"clasica";4.0
2915;24;"F";"Léida";"premium";"2022-04-21";"smart_speaker";5;9;9;9;0.6667;"album";22.22;6;"r&b";3.0
2916;39;"F";"Barcelona";"premium";"2021-04-16";"pc";66;12;12;11;0.75;"busqueda";25.0;9;"pop";3.33
2917;50;"No_especificado";"Barcelona";"premium";"2023-11-22";"movil";53;6;6;6;0.8333;"recomendacion";33.33;4;"indie";4.33
2918;25;"No_especificado";"Sevilla";"familiar";"2019-06-24";"tablet";85;14;14;14;0.9286;"radio";35.71;8;"indie";4.6
2919;38;"M";"Málaga";"premium";"2019-02-23";"pc";77;7;7;7;0.5714;"busqueda";42.86;4;"r&b";3.5
2920;27;"No_especificado";"Badajoz";"familiar";"2023-06-19";"movil";55;13;13;12;0.6154;"radio";38.46;8;"pop";4.0
2921;19;"F";"Bilbao";"estudiante";"2020-11-20";"pc";63;11;11;10;0.8182;"radio";45.45;6;"r&b";3.5
2922;13;"F";"Huelva";"premium";"2023-01-30";"tablet";60;6;6;6;0.3333;"playlist";33.33;4;"r&b";4.0
2923;35;"M";"Lugo";"premium";"2021-05-15";"pc";56;11;11;11;0.6364;"radio";36.36;7;"latin";4.5
2924;29;"F";"Girona";"familiar";"2022-09-18";"pc";105;8;8;8;0.875;"album";0.0;6;"indie";0.0
2925;38;"No_especificado";"Murcia";"premium";"2020-02-23";"pc";32;12;12;12;0.8333;"busqueda";50.0;8;"electronica";5.0
2926;20;"F";"Huelva";"free";"2022-03-24";"movil";6;10;10;9;0.7;"album";20.0;6;"rock";4.67
2927;34;"F";"Burgos";"premium";"2023-04-05";"movil";24;11;11;10;0.6364;"busqueda";18.18;6;"rock";3.25
2928;41;"F";"Getafe";"familiar";"2023-10-21";"pc";99;6;6;6;0.6667;"playlist";16.67;5;"pop";2.67
2929;17;"M";"Girona";"premium";"2020-12-03";"pc";41;8;8;8;0.625;"recomendacion";25.0;5;"latin";3.33
2930;28;"No_especificado";"Badajoz";"premium";"2019-12-31";"movil";62;15;15;14;0.7333;"recomendacion";26.67;8;"r&b";3.5
2931;47;"F";"Palma";"premium";"2020-11-09";"movil";11;10;10;8;0.7;"playlist";10.0;6;"electronica";4.0
2932;24;"M";"Córdoba";"estudiante";"2020-11-07";"movil";43;6;6;6;0.5;"recomendacion";50.0;4;"rap";4.0
2933;13;"M";"Burgos";"free";"2023-11-20";"tablet";12;16;16;16;0.6875;"busqueda";6.25;7;"rap";4.0
2934;33;"No_especificado";"Murcia";"premium";"2023-03-28";"movil";39;13;13;13;0.6923;"album";23.08;9;"rap";3.0
2935;13;"No_especificado";"Zaragoza";"premium";"2022-07-12";"tablet";102;12;12;12;0.75;"busqueda";25.0;8;"clasica";3.0
2936;31;"No_especificado";"Oviedo";"premium";"2022-03-19";"pc";47;12;12;12;0.6667;"radio";25.0;8;"rock";3.5
2937;14;"No_especificado";"Sevilla";"free";"2022-10-06";"pc";23;6;6;6;0.6667;"busqueda";33.33;6;"r&b";3.33
2938;26;"F";"Toledo";"premium";"2019-02-08";"movil";7;5;5;5;0.6;"busqueda";0.0;5;"latin";3.33
2939;15;"M";"Valladolid";"premium";"2021-06-18";"movil";60;9;9;9;0.5556;"playlist";22.22;5;"r&b";4.5
2940;51;"F";"Málaga";"premium";"2023-07-10";"movil";52;8;8;7;0.75;"radio";0.0;4;"indie";3.67
2941;41;"F";"Lugo";"premium";"2023-10-27";"movil";41;9;9;9;0.6667;"recomendacion";33.33;5;"r&b";4.5
2942;26;"No_especificado";"Girona";"premium";"2021-07-30";"tablet";66;8;8;7;0.875;"album";25.0;6;"indie";4.6
2943;47;"F";"Sevilla";"premium";"2023-12-31";"movil";71;13;13;13;0.8462;"playlist";30.77;8;"clasica";4.0
2944;15;"M";"Sevilla";"free";"2020-02-02";"movil";18;8;8;8;0.75;"recomendacion";25.0;6;"r&b";4.5
2945;31;"F";"Oviedo";"premium";"2020-03-08";"movil";39;11;10;10;0.7273;"album";27.27;7;"r&b";4.0
2946;32;"No_especificado";"Alcalá de Henares";"premium";"2023-03-11";"movil";61;15;13;12;0.8;"playlist";13.33;7;"rock";4.0
2947;40;"M";"Zaragoza";"premium";"2022-10-12";"movil";78;14;14;14;0.6429;"busqueda";42.86;9;"indie";3.5
2948;24;"F";"Léida";"estudiante";"2022-10-23";"movil";15;10;10;10;0.7;"recomendacion";30.0;7;"latin";4.75
2949;32;"No_especificado";"Sevilla";"premium";"2021-07-07";"movil";82;12;12;12;0.6667;"recomendacion";25.0;6;"electronica";3.25
2950;22;"F";"Tarragona";"estudiante";"2020-07-27";"tablet";67;12;12;11;0.6667;"playlist";33.33;6;"rock";2.5
2951;36;"F";"Murcia";"familiar";"2022-10-14";"movil";65;14;14;14;0.7143;"busqueda";28.57;8;"pop";3.0
2952;28;"M";"Vigo";"premium";"2021-06-29";"movil";26;9;9;9;0.6667;"album";66.67;5;"electronica";4.5
2953;13;"No_especificado";"Girona";"premium";"2023-07-25";"pc";22;13;13;13;0.5385;"busqueda";23.08;7;"latin";5.0
2954;23;"F";"Gijón";"premium";"2022-11-02";"pc";66;11;11;11;0.9091;"album";27.27;5;"indie";0.0
2955;26;"F";"Lugo";"premium";"2022-12-30";"movil";34;8;8;8;0.875;"recomendacion";50.0;5;"indie";4.0
2956;17;"M";"Léida";"premium";"2023-03-16";"pc";58;7;7;7;0.5714;"busqueda";14.29;7;"clasica";3.0
2957;44;"M";"Almería";"premium";"2021-09-02";"movil";66;10;10;10;0.7;"radio";30.0;6;"rock";3.5
2958;35;"F";"Oviedo";"premium";"2019-02-21";"movil";15;7;7;7;0.8571;"playlist";28.57;5;"indie";4.0
2959;23;"F";"Getafe";"free";"2021-08-14";"movil";49;10;10;10;0.6;"recomendacion";20.0;7;"rock";2.5
2960;41;"F";"Castellón";"premium";"2020-02-14";"movil";14;12;12;12;0.75;"busqueda";33.33;7;"indie";3.5
2961;27;"F";"Salamanca";"premium";"2022-08-27";"movil";52;9;9;9;0.7778;"busqueda";0.0;5;"indie";5.0
2962;18;"No_especificado";"Sevilla";"premium";"2023-06-04";"movil";0;15;15;15;0.8;"recomendacion";46.67;8;"clasica";4.4
2963;29;"No_especificado";"Gijón";"free";"2023-02-21";"pc";8;8;8;8;0.875;"radio";25.0;6;"rock";3.8
2964;18;"F";"Castellón";"free";"2023-01-26";"movil";14;14;14;13;0.6429;"recomendacion";28.57;7;"indie";2.75
2965;26;"F";"Badajoz";"premium";"2020-12-04";"movil";44;9;9;9;0.7778;"busqueda";11.11;7;"indie";4.0
2966;17;"F";"Huelva";"free";"2021-01-18";"smart_speaker";16;11;11;11;0.5455;"radio";27.27;7;"latin";3.33
2967;13;"M";"Córdoba";"free";"2021-04-22";"smart_speaker";24;10;10;9;0.7;"busqueda";40.0;6;"clasica";3.56
2968;13;"No_especificado";"Madrid";"premium";"2023-10-31";"movil";39;7;7;6;1.0;"busqueda";57.14;5;"r&b";3.8
2969;39;"M";"Málaga";"familiar";"2019-05-24";"movil";28;13;13;13;0.7692;"recomendacion";0.0;9;"rap";4.0
2970;36;"F";"Cádiz";"free";"2023-08-16";"movil";37;7;7;7;0.7143;"playlist";28.57;6;"clasica";3.33
2971;13;"No_especificado";"Lugo";"premium";"2022-03-08";"movil";41;8;8;8;0.5;"playlist";62.5;5;"electronica";2.5
2972;13;"F";"Málaga";"premium";"2019-06-27";"movil";42;4;4;4;1.0;"Sin datos";0.0;4;"latin";4.5
2973;27;"F";"Lugo";"premium";"2020-03-16";"pc";0;11;11;11;1.0;"album";0.0;6;"latin";4.5
2974;51;"F";"Vigo";"premium";"2021-05-23";"movil";50;7;7;7;0.7143;"busqueda";42.86;4;"rock";3.6
2975;17;"F";"Léida";"free";"2021-05-20";"pc";41;9;9;9;0.7778;"playlist";55.56;6;"flamenco";4.25
2976;13;"No_especificado";"Getafe";"estudiante";"2021-11-12";"movil";19;14;14;14;0.7143;"radio";50.0;9;"flamenco";3.29
2977;13;"No_especificado";"Jerez";"premium";"2023-02-10";"movil";81;10;10;10;0.9;"playlist";0.0;6;"indie";4.0
