valoracion_id,usuario_id,cancion_id,puntuacion,fecha,comentario_texto
7023,3909,444,4,2024-06-21,
7024,1175,976,4,2022-03-09,Obra maestra
7025,2728,1664,4,2024-07-07,Me encanta
7026,4488,1541,5,2024-10-16,Obra maestra
7027,4873,354,2,2023-08-11,
7028,482,454,4,2022-08-06,
7029,3220,197,1,2022-10-07,
7030,2800,399,2,2024-01-16,
7031,734,655,5,2024-03-11,¡Buena canción!
7032,2927,1724,5,2024-11-04,Poco original
7033,753,56,4,2022-04-01,Me encanta
7034,2859,460,2,2023-08-12,Perfecto para el gym
7035,495,1846,5,2022-05-25,
7036,1270,204,4,2023-05-20,
7037,4320,1821,5,2022-01-16,
7038,2274,117,5,2024-04-23,Poco original
7039,925,1576,3,2024-06-06,Gran descubrimiento
7040,4395,652,1,2022-04-25,Podría mejorar
7041,1957,1073,5,2023-02-25,Gran descubrimiento
7042,2556,967,3,2023-06-20,Podría mejorar
7043,911,497,1,2023-09-07,Me encanta
7044,355,597,2,2022-04-06,
7045,4514,202,4,2023-11-21,
7046,2589,1182,1,2024-06-30,Excelente artista
7047,4715,874,4,2024-04-10,Mi favorita del álbum
7048,1742,1213,5,2023-02-07,Repetida en la radio
7049,3763,139,5,2024-03-25,
7050,4032,102,1,2024-03-26,
7051,4972,842,3,2022-05-05,Gran descubrimiento
7052,3868,110,3,2022-05-07,Imprescindible
7053,4259,1155,4,2023-05-09,
7054,3602,489,5,2024-06-26,Podría mejorar
7055,2000,1434,4,2024-04-06,
7056,2147,1811,1,2023-09-23,
7057,1711,40,3,2023-07-28,Obra maestra
7058,4047,54,5,2024-05-04,Perfecto para el gym
7059,2192,1669,5,2024-03-10,No me gusta
7060,4849,850,3,2024-03-26,Increíble
7061,1759,581,3,2023-03-16,Obra maestra
7062,2517,66,1,2023-10-04,Me encanta
7063,1390,954,5,2022-11-16,
7064,1454,346,4,2023-06-29,Repetida en la radio
7065,1515,1775,3,2023-08-15,
7066,2766,1484,3,2023-12-07,
7067,3810,1285,2,2022-02-20,Bailazo
7068,4574,465,5,2023-09-09,Tema del verano
7069,928,21,5,2023-01-20,
7070,3805,232,4,2023-04-06,
7071,3323,659,5,2024-01-18,
7072,4505,1319,2,2022-03-09,
7073,2677,1604,4,2022-12-10,Subidón total
7074,1594,444,5,2023-01-08,
7075,3486,834,4,2022-11-12,Podría mejorar
7076,4504,969,4,2022-08-21,
7077,1279,1747,5,2023-08-19,
7078,1073,251,3,2023-07-25,Sensacional
7079,3729,1955,4,2023-01-10,Quedaría mejor sin este verso
7080,4744,906,1,2022-01-09,
7081,4327,1333,4,2024-01-08,Excelente artista
7082,772,790,5,2024-03-29,Poco original
7083,77,449,3,2023-02-03,Obra maestra
7084,2826,107,2,2023-02-17,Sensacional
7085,749,1680,5,2023-05-31,Sensacional
7086,1016,605,4,2024-05-16,
7087,133,1749,2,2023-05-28,
7088,2527,1634,4,2023-11-16,
7089,2516,1511,5,2024-10-24,Bailazo
7090,3112,383,1,2024-03-12,
7091,657,715,4,2023-12-13,
7092,2827,52,5,2022-03-27,Poco original
7093,4068,1387,3,2023-03-04,Perfecto para el gym
7094,382,1570,5,2024-03-20,Imprescindible
7095,782,639,4,2023-08-11,
7096,2446,628,4,2024-01-28,Imprescindible
7097,3349,310,4,2022-11-16,
7098,1388,1676,5,2023-08-01,
7099,3464,1814,4,2024-11-23,Bailazo
7100,3402,939,4,2024-12-14,
7101,189,1115,4,2024-08-14,Obra maestra
7102,2936,1099,3,2024-09-20,Perfecto para el gym
7103,1634,1577,5,2022-05-14,Quedaría mejor sin este verso
7104,1623,1792,3,2023-09-09,Sensacional
7105,845,1412,3,2023-02-25,
7106,4659,752,4,2022-07-10,
7107,736,662,3,2022-04-26,
7108,2082,1081,5,2023-07-24,
7109,2177,578,4,2023-11-23,Obra maestra
7110,64,1900,3,2022-07-27,
7111,2067,173,5,2024-11-24,Increíble
7112,2316,739,4,2024-07-24,Mi favorita del álbum
7113,3136,114,3,2023-07-25,
7114,3087,271,1,2023-11-21,
7115,810,72,4,2024-04-14,Vale la pena escucharla
7116,145,1616,4,2022-12-03,
7117,1022,280,4,2024-05-07,Me encanta
7118,2486,37,5,2024-11-26,Excelente artista
7119,3948,1754,3,2022-06-23,Imprescindible
7120,2619,1893,4,2023-06-28,No me gusta
7121,3842,31,4,2024-10-06,
7122,1144,212,3,2023-09-17,Subidón total
7123,1871,1551,3,2022-01-19,Obra maestra
7124,1286,1941,2,2022-04-14,
7125,617,42,3,2023-07-02,
7126,3904,54,5,2024-05-31,
7127,2213,1641,4,2022-03-17,
7128,1760,1500,2,2022-10-01,
7129,4327,1541,5,2024-08-17,Perfecto para el gym
7130,2922,1839,4,2024-03-29,
7131,3743,1998,2,2024-04-20,
7132,955,227,4,2024-06-08,
7133,4148,1922,3,2024-06-28,
7134,3148,953,5,2024-08-23,
7135,3528,320,5,2022-01-14,Excelente artista
7136,2818,620,2,2024-04-24,Muy buena melodía
7137,4088,531,4,2023-03-02,Obra maestra
7138,4741,1412,4,2023-05-08,¡Buena canción!
7139,304,1872,5,2023-04-02,Me encanta
7140,2608,717,1,2024-02-21,
7141,1748,905,4,2022-04-23,Excelente artista
7142,4938,119,3,2022-07-15,
7143,3529,1275,4,2022-01-10,Perfecto para el gym
7144,2404,697,4,2024-08-22,Subidón total
7145,4655,1182,5,2023-09-28,Imprescindible
7146,3623,928,4,2024-12-24,
7147,535,364,2,2024-10-17,Bailazo
7148,855,1985,5,2022-07-22,
7149,533,1516,4,2024-11-11,
7150,2344,157,5,2023-06-01,
7151,2549,1087,5,2023-07-31,
7152,2039,694,3,2022-05-08,Muy buena melodía
7153,4242,1078,5,2023-01-23,
7154,2360,1937,5,2022-06-14,Excelente artista
7155,1247,1547,5,2023-11-25,No me gusta
7156,2862,1943,5,2022-11-09,Vale la pena escucharla
7157,4321,1340,4,2024-01-12,Perfecto para el gym
7158,4089,1804,5,2022-05-20,Repetida en la radio
7159,2171,110,4,2022-04-12,
7160,1218,1061,5,2023-07-11,Repetida en la radio
7161,2185,3,4,2022-06-26,¡Buena canción!
7162,4154,589,3,2023-11-20,Bailazo
7163,1615,140,5,2024-01-29,Tema del verano
7164,4669,666,4,2024-07-27,Quedaría mejor sin este verso
7165,1143,1187,5,2022-01-16,Increíble
7166,4913,1619,5,2024-10-19,Poco original
7167,3792,311,2,2023-01-11,Perfecto para el gym
7168,1287,1760,5,2024-02-24,Sensacional
7169,1767,1785,1,2023-10-14,Excelente artista
7170,1042,840,5,2024-01-11,Me encanta
7171,710,1954,2,2024-11-18,Perfecto para el gym
7172,1228,1640,3,2023-01-21,Gran descubrimiento
7173,1738,1359,2,2022-09-26,Quedaría mejor sin este verso
7174,1653,1605,4,2023-02-15,
7175,1792,500,3,2024-04-25,Obra maestra
7176,879,1623,4,2022-08-27,Obra maestra
7177,2256,1104,5,2024-01-17,
7178,4451,304,5,2024-11-13,
7179,4916,1311,4,2023-12-12,
7180,4600,1016,4,2023-09-02,
7181,793,344,5,2022-09-30,Excelente artista
7182,2923,975,3,2023-05-07,
7183,4629,1346,5,2022-08-24,Quedaría mejor sin este verso
7184,2965,558,3,2022-09-29,
7185,4032,150,5,2023-05-30,
7186,4288,1922,5,2024-03-16,
7187,673,429,4,2023-10-14,Subidón total
7188,2459,1378,4,2022-05-23,No me gusta
7189,2947,1531,2,2024-11-17,
7190,738,1219,3,2023-07-20,Sensacional
7191,1294,857,4,2023-09-15,
7192,2472,1706,4,2024-08-24,Subidón total
7193,4865,1127,2,2022-01-02,
7194,2977,454,5,2023-08-15,Tema del verano
7195,4530,1807,4,2022-07-12,Gran descubrimiento
7196,67,1739,4,2023-06-04,Repetida en la radio
7197,7,1563,3,2024-04-17,Imprescindible
7198,1383,1957,3,2022-04-21,Podría mejorar
7199,1296,678,4,2022-09-06,Subidón total
7200,2080,1150,4,2023-10-26,Perfecto para el gym
7201,571,1430,5,2024-09-30,¡Buena canción!
7202,1829,172,3,2024-07-13,Muy buena melodía
7203,2897,1198,5,2024-05-08,Me encanta
7204,4971,1456,5,2024-11-30,
7205,3159,1701,4,2023-11-07,Quedaría mejor sin este verso
7206,3483,1590,4,2024-08-11,Sensacional
7207,3132,1087,2,2023-10-06,Bailazo
7208,649,30,4,2023-10-19,
7209,853,54,3,2023-04-16,
7210,4445,1801,4,2024-01-10,Podría mejorar
7211,573,1847,3,2023-08-16,Imprescindible
7212,3532,1824,4,2024-02-01,
7213,2363,367,5,2022-09-12,
7214,2456,407,3,2022-04-13,Podría mejorar
7215,2978,283,4,2024-06-23,Poco original
7216,1588,1656,5,2023-02-14,No me gusta
7217,863,1668,5,2023-01-17,Excelente artista
7218,3481,864,5,2022-08-20,
7219,2909,764,2,2022-02-19,Podría mejorar
7220,2830,2000,1,2024-06-01,Me encanta
7221,621,590,5,2023-01-02,Vale la pena escucharla
7222,3858,1145,3,2023-12-13,Me encanta
7223,2573,1645,4,2023-05-21,Imprescindible
7224,3496,1421,4,2023-03-17,
7225,4950,1932,4,2022-12-12,Quedaría mejor sin este verso
7226,1810,1263,4,2022-03-13,
7227,4605,1381,3,2024-06-24,
7228,3136,696,5,2024-04-17,
7229,2037,1881,5,2022-09-14,Poco original
7230,3701,917,2,2022-09-10,Sensacional
7231,2446,165,3,2022-06-25,
7232,3050,412,5,2024-07-02,Subidón total
7233,2589,1545,3,2023-03-15,Podría mejorar
7234,4903,1910,1,2022-02-03,
7235,919,1277,5,2023-09-01,Bailazo
7236,2562,973,5,2022-09-15,Obra maestra
7237,4768,1442,5,2022-11-09,
7238,460,1184,5,2023-11-14,
7239,3932,1701,4,2024-11-28,
7240,1845,9,2,2024-10-22,No me gusta
7241,4295,136,4,2024-09-07,
7242,4825,472,4,2022-09-20,Excelente artista
7243,3177,808,3,2022-11-10,
7244,3150,422,5,2023-01-28,
7245,931,1483,4,2024-01-26,
7246,466,1876,3,2024-08-24,Increíble
7247,1154,1872,5,2023-01-24,Quedaría mejor sin este verso
7248,1096,174,4,2022-10-05,
7249,652,1503,3,2023-04-12,Me encanta
7250,3256,1994,1,2022-04-08,¡Buena canción!
7251,2994,412,4,2024-07-24,Podría mejorar
7252,4904,1646,5,2023-07-09,Imprescindible
7253,2457,1024,4,2024-06-27,Bailazo
7254,3377,33,3,2023-09-03,
7255,2858,262,2,2023-10-20,Bailazo
7256,3386,355,4,2024-11-29,Poco original
7257,4800,158,5,2023-02-23,Repetida en la radio
7258,3548,1987,4,2024-02-23,Podría mejorar
7259,3461,1681,5,2023-05-27,Excelente artista
7260,496,1755,5,2023-10-21,Repetida en la radio
7261,4300,1232,4,2022-11-25,
7262,3581,791,5,2024-06-18,¡Buena canción!
7263,2332,1701,4,2024-01-16,Me encanta
7264,1744,265,2,2023-05-20,
7265,4460,268,2,2023-11-12,Imprescindible
7266,334,200,5,2023-09-29,¡Buena canción!
7267,3408,435,3,2024-10-14,Mi favorita del álbum
7268,1237,956,4,2022-03-05,
7269,1372,506,5,2024-03-28,Vale la pena escucharla
7270,733,47,5,2024-08-13,
7271,3042,225,2,2024-06-23,Increíble
7272,2538,1783,4,2022-10-19,
7273,50,1715,4,2024-06-19,
7274,2666,920,3,2024-02-16,
7275,1983,823,3,2023-06-30,Gran descubrimiento
7276,2354,1527,5,2022-10-05,Obra maestra
7277,891,648,3,2023-11-25,
7278,3204,681,5,2022-07-01,Muy buena melodía
7279,3675,1264,4,2024-10-26,
7280,417,852,5,2022-12-05,Imprescindible
7281,2563,6,5,2024-02-28,¡Buena canción!
7282,2823,675,4,2024-03-14,
7283,3158,1272,2,2022-09-21,Repetida en la radio
7284,2771,972,5,2024-02-04,Poco original
7285,668,1102,1,2024-05-31,Tema del verano
7286,2550,1550,5,2024-08-25,Subidón total
7287,2300,564,3,2023-10-02,
7288,2188,989,5,2023-01-04,
7289,3649,53,5,2022-08-29,¡Buena canción!
7290,3343,1058,5,2024-03-23,Perfecto para el gym
7291,2154,350,5,2023-11-25,Increíble
7292,4652,381,4,2022-06-06,Subidón total
7293,4663,476,3,2024-09-16,Obra maestra
7294,570,787,5,2023-01-30,Subidón total
7295,1173,371,5,2024-08-18,
7296,1948,1788,5,2024-08-01,Gran descubrimiento
7297,2340,806,5,2023-05-24,Poco original
7298,3407,579,5,2024-02-22,¡Buena canción!
7299,4288,1237,5,2022-09-21,Quedaría mejor sin este verso
7300,88,225,3,2023-08-07,Podría mejorar
7301,2246,755,4,2023-04-03,
7302,3945,1057,5,2022-10-23,
7303,4828,567,5,2024-08-06,
7304,4831,431,4,2022-06-13,Tema del verano
7305,1211,208,3,2024-07-25,
7306,1462,736,4,2022-10-16,
7307,2021,873,5,2023-08-18,
7308,3941,1267,5,2022-06-28,
7309,2582,484,4,2023-03-12,Gran descubrimiento
7310,3707,1932,5,2022-08-29,
7311,4640,1129,5,2024-07-12,
7312,722,875,5,2024-05-17,Vale la pena escucharla
7313,4173,822,4,2022-06-01,Mi favorita del álbum
7314,2855,1166,4,2022-11-02,Muy buena melodía
7315,4733,1958,3,2024-08-26,
7316,4424,981,5,2024-07-01,
7317,4915,807,4,2022-07-25,Imprescindible
7318,4198,1677,5,2023-08-11,Imprescindible
7319,1748,1303,5,2023-07-20,Excelente artista
7320,1675,774,5,2024-08-20,
7321,966,1075,3,2023-11-16,Repetida en la radio
7322,642,783,1,2024-05-29,
7323,1530,1465,2,2023-12-21,Bailazo
7324,1259,1914,1,2023-10-29,Mi favorita del álbum
7325,2319,1881,5,2024-02-14,Muy buena melodía
7326,900,825,2,2022-04-11,Muy buena melodía
7327,1185,814,5,2023-07-16,Obra maestra
7328,2205,1605,4,2024-01-13,
7329,602,1561,4,2022-09-05,Increíble
7330,3782,1758,3,2023-03-16,Me encanta
7331,4466,1861,3,2022-08-25,
7332,3532,117,3,2022-10-12,
7333,1275,1752,4,2022-10-13,
7334,3942,312,2,2022-02-15,Me encanta
7335,2758,291,5,2022-06-16,
7336,2530,5,2,2022-09-26,
7337,112,1112,5,2024-10-22,
7338,3893,81,3,2023-03-23,Podría mejorar
7339,544,840,1,2023-04-24,Subidón total
7340,3928,1971,3,2023-02-17,
7341,4700,1870,4,2024-08-07,Mi favorita del álbum
7342,2861,386,3,2023-11-20,Perfecto para el gym
7343,1277,434,5,2022-06-16,Poco original
7344,1049,1303,4,2023-04-11,Muy buena melodía
7345,1229,1957,4,2023-01-13,
7346,1547,1022,5,2022-03-27,Obra maestra
7347,1661,1041,4,2024-10-19,
7348,2990,865,3,2024-04-27,Gran descubrimiento
7349,4308,1710,3,2022-06-05,Vale la pena escucharla
7350,2761,1191,5,2022-03-01,Me encanta
7351,3654,1594,5,2024-09-05,
7352,1339,894,4,2022-08-04,
7353,659,1868,5,2024-09-27,
7354,1491,1712,3,2023-06-11,Subidón total
7355,251,656,3,2023-04-23,Obra maestra
7356,2447,336,4,2023-02-18,Increíble
7357,2019,465,3,2023-08-26,
7358,3597,247,5,2022-03-26,
7359,4049,368,3,2024-09-01,Tema del verano
7360,2382,1432,4,2024-05-21,
7361,3142,1742,4,2024-03-06,Muy buena melodía
7362,1055,875,4,2024-12-20,
7363,1634,1907,5,2022-12-01,Quedaría mejor sin este verso
7364,3413,1638,4,2023-04-23,
7365,1276,293,5,2022-04-14,Podría mejorar
7366,1711,458,4,2024-02-20,
7367,2502,1276,4,2023-05-24,
7368,608,95,4,2023-03-05,Gran descubrimiento
7369,2589,1523,1,2023-10-25,Obra maestra
7370,297,1077,4,2022-07-27,
7371,2031,1333,5,2022-08-08,
7372,859,257,3,2023-06-05,
7373,4292,907,4,2023-06-07,Muy buena melodía
7374,1094,1978,2,2024-09-14,Perfecto para el gym
7375,3505,934,4,2024-12-09,Muy buena melodía
7376,1262,1475,4,2022-10-09,Repetida en la radio
7377,4015,970,4,2023-03-09,Muy buena melodía
7378,809,1809,3,2022-09-25,
7379,1148,163,4,2024-02-01,
7380,2783,964,4,2024-11-09,Muy buena melodía
7381,4754,1990,4,2024-08-11,Bailazo
7382,620,525,4,2023-11-21,
7383,2883,1950,5,2023-12-10,
7384,911,293,5,2022-01-20,Sensacional
7385,1347,470,4,2024-01-17,Vale la pena escucharla
7386,4470,1715,5,2023-11-05,Repetida en la radio
7387,4087,579,5,2023-08-12,
7388,2293,1959,4,2023-07-12,
7389,3552,1468,3,2023-10-04,Repetida en la radio
7390,1583,1455,4,2022-05-11,Imprescindible
7391,3745,981,3,2022-10-21,Podría mejorar
7392,3717,691,3,2022-01-28,Subidón total
7393,3835,1083,2,2022-06-10,Sensacional
7394,1153,964,3,2022-06-27,Me encanta
7395,2196,458,3,2024-08-18,Increíble
7396,1048,174,4,2022-11-07,
7397,4135,1021,4,2024-10-12,
7398,4334,164,4,2024-12-17,
7399,307,249,4,2024-06-22,Subidón total
7400,3368,1261,4,2024-10-25,Subidón total
7401,140,1310,3,2023-07-30,
7402,2264,703,3,2024-10-27,¡Buena canción!
7403,1485,1974,2,2022-07-20,Tema del verano
7404,4433,641,4,2024-11-05,Imprescindible
7405,4924,239,5,2023-09-05,Gran descubrimiento
7406,4552,869,3,2022-10-18,Perfecto para el gym
7407,829,1685,4,2024-04-06,No me gusta
7408,1423,1686,3,2022-06-26,
7409,4873,1439,5,2024-11-19,Excelente artista
7410,1717,983,3,2022-01-25,Obra maestra
7411,3319,1910,4,2024-11-12,
7412,1854,1035,3,2024-03-20,Vale la pena escucharla
7413,1191,263,2,2022-12-01,Repetida en la radio
7414,4107,1081,4,2023-02-14,
7415,4494,1021,3,2022-07-17,No me gusta
7416,1826,260,3,2024-09-12,Repetida en la radio
7417,1554,257,5,2023-12-22,Perfecto para el gym
7418,3828,1513,4,2023-01-03,
7419,2596,1148,3,2022-12-01,Bailazo
7420,3880,1523,5,2024-09-23,
7421,4024,657,2,2022-08-18,
7422,3534,1772,5,2023-06-24,
7423,2729,1408,4,2023-08-09,Me encanta
7424,1109,1271,3,2023-07-21,Bailazo
7425,574,1062,1,2024-04-17,Me encanta
7426,452,104,5,2023-07-24,
7427,1311,784,3,2023-12-28,
7428,495,1689,3,2022-02-01,Sensacional
7429,3295,133,4,2023-10-01,
7430,1423,522,1,2024-08-21,Bailazo
7431,3202,1109,2,2022-04-09,Vale la pena escucharla
7432,4088,1231,5,2024-09-15,Tema del verano
7433,1114,1625,5,2024-12-15,Muy buena melodía
7434,4822,543,4,2023-02-12,
7435,1517,709,1,2022-03-01,
7436,4081,1168,3,2024-03-15,
7437,340,1064,4,2024-03-01,
7438,1690,1832,4,2023-09-01,Excelente artista
7439,4507,1681,3,2024-08-18,
7440,2273,1390,4,2024-08-08,
7441,2877,1322,5,2022-03-29,
7442,317,126,3,2023-01-23,Excelente artista
7443,1976,951,4,2024-10-14,Me encanta
7444,3275,446,4,2023-04-28,
7445,2103,76,5,2024-06-01,Imprescindible
7446,3728,1021,2,2022-07-17,Quedaría mejor sin este verso
7447,3612,1171,3,2022-03-29,
7448,151,1251,3,2024-01-16,
7449,4442,1621,5,2024-11-04,Gran descubrimiento
7450,4377,1167,3,2022-04-07,
7451,3257,222,5,2024-05-14,
7452,10,1137,5,2023-07-10,Obra maestra
7453,1057,950,4,2024-12-29,Sensacional
7454,3376,1389,1,2024-05-22,Obra maestra
7455,2541,1770,5,2023-02-18,
7456,2111,619,3,2023-02-15,
7457,1405,119,3,2024-05-23,
7458,4211,1047,5,2023-07-15,
7459,3181,1964,4,2024-04-13,
7460,4857,947,4,2024-03-12,Quedaría mejor sin este verso
7461,1495,431,4,2024-05-29,Imprescindible
7462,2879,1757,5,2023-07-11,
7463,1597,1591,5,2024-04-06,Tema del verano
7464,2452,324,1,2022-07-10,Tema del verano
7465,3077,834,3,2024-05-31,Mi favorita del álbum
7466,575,591,5,2024-03-12,
7467,3435,810,5,2022-01-15,Me encanta
7468,4981,528,5,2024-05-26,
7469,3712,226,2,2023-06-06,
7470,3712,435,5,2024-08-02,Quedaría mejor sin este verso
7471,46,17,4,2024-08-31,
7472,4065,358,3,2023-04-21,Podría mejorar
7473,2514,1801,4,2022-08-16,Poco original
7474,4975,664,4,2023-06-08,Bailazo
7475,1440,1029,3,2024-05-26,Obra maestra
7476,2346,318,2,2023-12-14,Excelente artista
7477,1822,495,4,2024-02-29,
7478,4478,1224,1,2024-05-13,¡Buena canción!
7479,77,717,4,2023-05-24,Podría mejorar
7480,4942,356,4,2023-06-21,
7481,1755,1870,5,2022-12-27,Imprescindible
7482,4823,743,1,2022-11-04,Mi favorita del álbum
7483,4024,386,5,2023-11-30,
7484,679,1320,3,2023-02-10,Sensacional
7485,966,581,5,2022-02-17,Perfecto para el gym
7486,3863,1825,3,2022-12-06,Bailazo
7487,134,1179,4,2024-01-25,
7488,1125,350,4,2023-06-23,Muy buena melodía
7489,4885,144,4,2022-03-05,Poco original
7490,1380,765,1,2024-07-29,¡Buena canción!
7491,1996,474,4,2023-08-07,Mi favorita del álbum
7492,64,1572,5,2024-09-02,Obra maestra
7493,2439,186,3,2022-02-23,Subidón total
7494,315,773,4,2023-09-01,Obra maestra
7495,4182,1689,5,2023-07-03,Poco original
7496,1741,277,2,2022-09-02,¡Buena canción!
7497,555,1312,4,2024-06-28,Mi favorita del álbum
7498,609,910,3,2023-07-02,Repetida en la radio
7499,3322,886,3,2024-07-23,
7500,2048,1860,3,2024-03-05,Sensacional
7501,207,1257,5,2024-08-22,
7502,3523,1838,3,2023-02-24,Sensacional
7503,267,520,3,2024-09-04,Subidón total
7504,4891,390,2,2024-12-02,Subidón total
7505,251,867,2,2023-07-31,Poco original
7506,4685,1436,4,2024-01-14,Podría mejorar
7507,2508,1292,2,2022-03-03,Me encanta
7508,2707,1661,3,2022-09-03,Gran descubrimiento
7509,3836,850,5,2023-04-15,
7510,4197,1273,3,2024-07-16,Subidón total
7511,4660,1857,5,2024-12-19,Mi favorita del álbum
7512,4029,234,4,2024-10-04,No me gusta
7513,149,826,3,2023-06-04,No me gusta
7514,2170,25,5,2024-04-04,Mi favorita del álbum
7515,2830,1230,4,2024-05-14,Mi favorita del álbum
7516,3089,631,4,2023-02-04,No me gusta
7517,4183,2,3,2022-11-29,
7518,1754,426,4,2024-01-15,
7519,4515,844,4,2022-01-30,Me encanta
7520,2829,329,5,2023-07-07,Sensacional
7521,4780,17,5,2022-09-08,Obra maestra
7522,3773,1482,5,2022-07-16,
7523,2748,1465,4,2023-09-30,Poco original
7524,3668,1661,1,2022-04-03,Imprescindible
7525,3456,1508,5,2024-08-25,Podría mejorar
7526,3394,360,3,2022-03-28,
7527,4067,96,5,2023-10-22,
7528,1933,1646,2,2022-07-18,Mi favorita del álbum
7529,1611,1216,5,2023-11-15,
7530,681,622,1,2022-12-12,Perfecto para el gym
7531,934,1266,3,2024-03-01,Perfecto para el gym
7532,2570,412,5,2023-11-21,Quedaría mejor sin este verso
7533,3565,1542,5,2024-01-26,Gran descubrimiento
7534,1329,1858,5,2024-02-25,Me encanta
7535,217,79,3,2023-01-19,Mi favorita del álbum
7536,1111,930,5,2023-07-12,Bailazo
7537,3799,785,3,2023-07-24,Excelente artista
7538,4717,1615,2,2023-08-23,Excelente artista
7539,4928,943,3,2024-10-16,Excelente artista
7540,491,487,4,2024-01-12,Muy buena melodía
7541,3281,1550,1,2023-07-26,Gran descubrimiento
7542,2244,264,3,2022-03-22,
7543,1884,1020,4,2024-10-04,Subidón total
7544,3667,1609,5,2022-04-22,Obra maestra
7545,4791,1377,5,2024-06-14,Podría mejorar
7546,684,1310,5,2023-12-14,
7547,3944,16,4,2023-06-03,
7548,4359,1691,5,2024-06-04,Perfecto para el gym
7549,4660,1399,5,2022-09-05,
7550,1206,1023,5,2023-08-31,Vale la pena escucharla
7551,1621,1865,4,2023-01-26,No me gusta
7552,4796,965,5,2023-12-08,
7553,2854,1780,5,2023-05-12,Increíble
7554,3653,1005,3,2024-02-04,
7555,719,412,5,2023-08-07,Perfecto para el gym
7556,593,1093,5,2023-09-14,
7557,1218,365,3,2024-06-03,
7558,4542,1904,4,2024-07-02,Tema del verano
7559,1451,1532,2,2023-05-30,Subidón total
7560,184,1861,5,2022-02-14,Bailazo
7561,2193,1884,2,2023-01-12,Tema del verano
7562,4247,1326,5,2024-03-01,
7563,1470,1106,5,2023-06-14,Tema del verano
7564,527,348,4,2023-05-25,
7565,249,1365,3,2024-02-29,Increíble
7566,24,991,3,2023-04-06,Subidón total
7567,601,618,3,2023-06-01,Imprescindible
7568,1633,1177,2,2024-11-07,
7569,4617,761,5,2022-08-04,Excelente artista
7570,1671,1617,5,2022-11-18,
7571,14,1552,4,2024-05-23,
7572,946,1408,4,2024-12-05,Me encanta
7573,1619,931,3,2024-01-04,
7574,1531,483,4,2024-10-22,Mi favorita del álbum
7575,91,146,4,2022-02-21,Bailazo
7576,402,619,5,2023-05-08,Perfecto para el gym
7577,4910,875,4,2023-12-16,Subidón total
7578,2329,41,4,2024-02-03,Muy buena melodía
7579,18,290,2,2023-02-11,Quedaría mejor sin este verso
7580,3497,440,5,2023-12-06,
7581,676,230,1,2023-06-24,Quedaría mejor sin este verso
7582,4309,1273,5,2022-12-17,
7583,2421,1539,4,2023-04-06,Poco original
7584,4404,1435,4,2023-12-01,Excelente artista
7585,4251,1576,5,2022-07-26,Increíble
7586,604,415,5,2022-11-13,Obra maestra
7587,4807,695,4,2024-07-14,Sensacional
7588,3075,447,2,2024-04-07,Mi favorita del álbum
7589,926,553,5,2022-07-05,
7590,2254,900,5,2022-05-14,
7591,584,479,3,2024-07-18,Tema del verano
7592,2758,730,4,2023-07-22,Sensacional
7593,1288,444,5,2022-08-18,Me encanta
7594,3269,73,5,2024-04-16,Perfecto para el gym
7595,292,490,5,2022-07-23,Vale la pena escucharla
7596,3850,360,5,2024-02-02,Podría mejorar
7597,2446,1822,4,2023-08-03,Obra maestra
7598,1135,388,4,2023-11-27,
7599,2605,78,5,2022-10-23,Me encanta
7600,2127,1998,4,2023-03-08,No me gusta
7601,2626,1495,1,2023-04-06,
7602,3017,1550,4,2023-11-16,
7603,1141,1723,4,2022-10-25,
7604,1660,397,4,2022-09-27,Muy buena melodía
7605,1867,212,2,2023-08-09,
7606,3723,1294,4,2022-03-24,
7607,2621,889,3,2023-03-21,¡Buena canción!
7608,529,262,3,2022-04-18,
7609,3320,912,4,2022-05-21,Bailazo
7610,945,596,4,2023-11-25,
7611,2108,364,3,2022-03-08,Subidón total
7612,508,39,4,2022-10-24,Gran descubrimiento
7613,4443,1070,5,2024-01-10,Muy buena melodía
7614,506,857,5,2023-02-19,
7615,1464,1245,3,2024-03-13,Imprescindible
7616,378,861,2,2023-01-14,
7617,456,1487,5,2023-05-18,
7618,1686,885,5,2023-04-23,Me encanta
7619,1113,1766,4,2022-01-03,
7620,687,21,5,2022-11-12,Gran descubrimiento
7621,3819,812,5,2022-09-16,No me gusta
7622,3013,1465,3,2022-05-03,
7623,3331,970,4,2022-06-25,Mi favorita del álbum
7624,784,1240,3,2022-08-26,Tema del verano
7625,526,1943,2,2023-08-18,Imprescindible
7626,1777,1962,4,2024-11-24,Bailazo
7627,81,662,1,2024-08-30,Perfecto para el gym
7628,2999,1263,5,2022-11-05,
7629,2735,1617,2,2022-10-22,
7630,2722,1535,5,2024-06-26,
7631,3257,1346,5,2022-02-07,Quedaría mejor sin este verso
7632,639,1314,3,2023-10-29,Perfecto para el gym
7633,1126,629,5,2022-11-07,
7634,1082,250,3,2022-01-20,
7635,668,864,4,2022-06-06,Repetida en la radio
7636,2465,592,5,2022-11-04,
7637,3706,856,4,2022-05-28,
7638,2510,1852,4,2024-12-11,
7639,3775,825,3,2023-11-21,Repetida en la radio
7640,2409,823,5,2023-08-02,Quedaría mejor sin este verso
7641,534,235,5,2023-11-07,No me gusta
7642,4340,549,1,2022-02-28,
7643,2938,1185,4,2022-06-02,Excelente artista
