id,playlist_id,cancion_id,posicion,fecha_agregada
3933,72,1496,77,2022-02-01
3934,260,1721,4,2022-02-27
3935,157,1486,2,2022-05-05
3936,96,324,191,2024-06-25
3937,79,1494,60,2021-05-13
3938,154,1676,76,2021-10-24
3939,284,46,164,2021-05-30
3940,18,406,121,2024-05-03
3941,421,258,147,2023-08-25
3942,233,1819,137,2022-07-21
3943,113,294,7,2023-03-04
3944,399,1813,35,2022-07-24
3945,17,919,56,2024-03-09
3946,3,87,47,2022-12-24
3947,127,1110,122,2023-10-04
3948,147,1983,120,2021-04-10
3949,193,631,172,2021-06-01
3950,315,1475,25,2022-06-02
3951,63,1899,180,2024-04-12
3952,234,323,167,2022-07-24
3953,311,341,72,2022-04-17
3954,256,1751,194,2023-07-09
3955,91,306,162,2021-11-11
3956,398,491,26,2023-04-09
3957,409,859,131,2021-09-26
3958,249,1092,179,2023-05-05
3959,198,674,115,2024-02-08
3960,23,1053,89,2023-05-27
3961,238,439,21,2023-06-05
3962,253,1019,10,2023-05-11
3963,320,242,159,2022-10-18
3964,361,268,176,2022-04-30
3965,423,1195,26,2021-11-28
3966,436,985,107,2022-10-19
3967,489,799,89,2024-05-08
3968,274,1708,70,2022-03-22
3969,176,488,93,2021-08-26
3970,449,1551,150,2022-04-25
3971,1,665,158,2023-07-19
3972,266,1651,131,2023-08-07
3973,158,1321,114,2021-09-04
3974,441,1038,175,2022-02-10
3975,447,1607,9,2022-09-04
3976,287,238,58,2023-12-15
3977,119,67,190,2022-08-20
3978,219,769,188,2022-09-12
3979,52,1379,107,2022-10-15
3980,69,69,6,2024-02-04
3981,285,1738,186,2022-02-16
3982,439,1761,119,2021-07-29
3983,54,313,16,2022-12-03
3984,122,169,76,2022-01-04
3985,161,1600,89,2023-07-07
3986,144,412,138,2023-04-23
3987,443,1633,82,2024-02-09
3988,165,729,151,2022-08-06
3989,155,581,163,2022-06-01
3990,239,1091,122,2022-05-04
3991,235,355,171,2023-07-19
3992,442,1116,105,2022-07-11
3993,245,177,125,2023-04-02
3994,60,1836,86,2022-04-23
3995,190,1868,15,2023-06-21
3996,248,1302,180,2023-11-11
3997,381,212,81,2024-05-02
3998,296,129,30,2023-04-01
3999,242,1024,65,2022-01-05
4000,78,1142,2,2022-02-13
4001,390,382,158,2023-08-21
4002,180,1252,99,2022-03-11
4003,271,158,64,2021-07-20
4004,489,1041,115,2024-06-20
4005,194,1601,38,2024-03-09
4006,365,1335,109,2024-01-13
4007,121,1297,76,2023-04-22
4008,459,243,63,2023-06-09
4009,377,1098,16,2021-10-13
4010,283,562,124,2022-04-01
4011,213,1025,75,2022-01-26
4012,485,1021,147,2022-05-21
4013,308,1815,164,2022-07-17
4014,249,690,50,2023-09-04
4015,297,1886,187,2024-04-18
4016,262,1252,13,2023-08-07
4017,293,1850,101,2023-10-07
4018,264,381,131,2024-08-27
4019,332,1952,120,2024-04-24
4020,471,1237,79,2023-10-19
4021,282,1637,193,2023-02-11
4022,224,1271,121,2023-11-19
4023,8,780,36,2023-01-17
4024,291,1042,1,2022-07-16
4025,291,50,63,2023-03-09
4026,102,581,121,2021-12-17
4027,424,627,81,2023-04-01
4028,345,341,156,2024-09-12
4029,423,807,30,2022-03-19
4030,284,1236,4,2021-12-12
4031,257,131,169,2023-06-23
4032,417,1365,145,2023-02-03
4033,375,1774,72,2023-03-07
4034,89,276,153,2024-02-19
4035,295,826,68,2024-10-01
4036,91,1138,125,2021-10-13
4037,150,58,73,2022-06-24
4038,474,1813,149,2022-02-18
4039,5,1088,99,2023-05-21
4040,376,1790,198,2022-06-15
4041,114,1052,138,2024-01-19
4042,446,1103,110,2024-02-27
4043,352,640,183,2024-02-03
4044,101,148,104,2023-09-03
4045,472,1351,39,2024-10-06
4046,190,1781,41,2024-01-24
4047,346,1985,127,2022-06-03
4048,263,1187,9,2022-04-30
4049,369,33,144,2024-01-27
4050,126,404,130,2022-08-07
4051,119,76,181,2023-06-06
4052,371,535,94,2022-04-28
4053,457,1948,4,2022-06-26
4054,445,1090,103,2023-04-02
4055,471,180,89,2024-01-10
4056,120,1068,77,2022-11-30
4057,480,1504,128,2023-04-28
4058,97,1878,122,2024-11-12
4059,469,1343,32,2022-03-04
4060,437,686,141,2022-07-01
4061,120,1049,119,2023-07-05
4062,373,271,18,2023-02-10
4063,297,1014,151,2023-10-21
4064,270,683,79,2023-07-28
4065,135,125,50,2022-01-26
4066,463,1990,40,2023-02-11
4067,5,1377,149,2023-09-07
4068,77,1397,74,2024-01-25
4069,32,1854,78,2023-03-12
4070,238,1387,144,2023-07-11
4071,395,535,184,2022-10-25
4072,283,1329,44,2021-09-04
4073,183,404,167,2022-06-16
4074,164,1475,28,2021-12-14
4075,109,169,173,2024-05-14
4076,212,810,133,2021-12-20
4077,353,537,11,2024-08-25
4078,237,1714,139,2021-09-26
4079,210,1381,197,2023-04-09
4080,447,1234,86,2022-07-29
4081,361,315,111,2022-06-29
4082,200,400,108,2021-03-25
4083,43,1583,123,2022-01-19
4084,52,1655,47,2023-01-09
4085,85,612,156,2022-08-24
4086,350,948,186,2022-05-26
4087,4,1719,145,2023-02-24
4088,294,1317,48,2023-08-13
4089,346,3,149,2022-05-21
4090,242,264,177,2021-06-04
4091,266,1895,157,2023-06-21
4092,340,319,76,2021-05-03
4093,434,631,154,2023-09-29
4094,376,1132,162,2021-09-03
4095,435,91,89,2022-02-09
4096,433,1902,116,2023-03-23
4097,464,446,153,2023-08-28
4098,138,91,166,2023-12-18
4099,65,352,103,2021-07-30
4100,57,894,199,2021-11-25
4101,460,780,38,2022-04-24
4102,444,865,124,2021-04-15
4103,218,1310,11,2021-09-28
4104,280,1253,186,2023-01-09
4105,302,1220,66,2021-08-05
4106,156,675,130,2024-07-26
4107,297,1761,126,2023-05-29
4108,6,1064,26,2021-12-14
4109,395,1397,1,2022-08-01
4110,456,1190,151,2023-07-22
4111,266,1402,72,2022-11-08
4112,499,99,169,2023-10-12
4113,166,466,48,2023-05-17
4114,9,946,195,2023-12-07
4115,27,1797,184,2023-11-17
4116,116,1170,50,2024-03-29
4117,435,510,50,2022-10-31
4118,116,1716,98,2024-01-05
4119,421,1669,174,2024-01-02
4120,57,78,17,2022-01-05
4121,486,888,60,2024-10-06
4122,95,1096,162,2022-10-01
4123,386,406,134,2023-02-25
4124,279,1388,64,2021-10-21
4125,434,1362,110,2023-11-12
4126,167,381,200,2023-10-11
4127,255,794,183,2023-10-21
4128,446,1001,33,2024-06-02
4129,23,1528,102,2022-08-09
4130,143,1116,106,2022-07-27
4131,476,850,58,2022-02-05
4132,207,1558,60,2021-07-04
4133,78,1017,155,2021-11-14
4134,215,1544,188,2021-10-09
4135,207,448,118,2022-03-04
4136,251,465,19,2023-10-16
4137,30,8,77,2022-08-12
4138,158,466,56,2021-06-27
4139,394,174,65,2023-03-03
4140,455,1195,26,2023-06-02
4141,200,1896,51,2021-03-05
4142,266,276,107,2022-11-19
4143,247,191,13,2023-01-13
4144,451,243,4,2022-02-22
4145,49,348,151,2022-02-23
4146,15,962,166,2024-02-29
4147,334,1640,58,2022-10-03
4148,132,1722,192,2023-12-16
4149,56,1259,150,2022-04-06
4150,331,1857,181,2022-06-13
4151,293,60,177,2023-07-17
4152,398,2000,189,2022-11-11
4153,62,1826,168,2022-07-06
4154,441,60,92,2022-08-07
4155,424,1297,130,2022-11-17
4156,128,1769,27,2023-02-04
4157,122,1095,19,2022-03-19
4158,144,1600,9,2023-04-30
4159,6,955,77,2021-03-24
4160,84,185,28,2021-06-25
4161,258,497,134,2022-12-13
4162,37,706,45,2023-09-15
4163,218,282,57,2021-11-02
4164,159,1246,64,2022-11-05
4165,267,850,85,2022-11-04
4166,443,1049,161,2023-08-15
4167,236,1264,143,2021-02-27
4168,403,1904,200,2023-02-22
4169,402,1784,114,2024-03-18
4170,273,1361,160,2023-06-16
4171,228,346,150,2023-10-20
4172,203,1436,195,2022-09-21
4173,339,1496,27,2024-06-05
4174,219,1207,16,2022-08-13
4175,7,1873,29,2021-09-03
4176,253,827,120,2022-08-23
4177,287,1509,7,2024-06-12
4178,188,1292,157,2021-11-17
4179,374,1039,82,2024-05-24
4180,214,1533,168,2023-12-12
4181,114,1331,53,2024-05-13
4182,118,1509,142,2022-04-23
4183,159,884,97,2022-11-22
4184,188,292,82,2021-06-24
4185,343,1968,54,2023-08-01
4186,119,1447,105,2022-11-27
4187,285,1288,104,2022-04-02
4188,469,6,120,2022-01-30
4189,499,124,67,2024-05-29
4190,496,1971,168,2021-12-04
4191,311,411,42,2022-02-15
4192,365,215,68,2023-12-27
4193,131,1790,23,2022-04-26
4194,497,1808,178,2023-06-08
4195,305,940,143,2023-12-10
4196,115,1351,5,2021-06-30
4197,25,1447,41,2022-11-18
4198,189,980,168,2022-01-30
4199,44,1536,200,2021-12-02
4200,98,783,60,2023-03-19
4201,102,546,79,2022-04-14
4202,125,7,33,2024-02-10
4203,48,1671,41,2024-03-30
4204,76,947,66,2024-01-13
4205,262,1156,146,2023-07-25
4206,355,747,161,2023-05-22
4207,444,1345,70,2021-07-26
4208,188,1659,175,2021-09-14
4209,131,1327,137,2022-03-05
4210,436,1491,28,2022-12-10
4211,159,30,180,2022-06-04
4212,339,694,140,2024-07-26
4213,271,689,93,2021-08-12
4214,144,375,69,2024-01-24
4215,165,1987,93,2022-12-23
4216,179,274,176,2024-08-01
4217,362,305,44,2022-05-07
4218,411,1376,118,2024-02-10
4219,356,1130,57,2023-04-26
4220,289,705,116,2022-08-18
4221,45,103,74,2023-01-21
4222,402,972,59,2024-02-19
4223,233,410,29,2022-09-26
4224,322,1606,164,2024-07-18
4225,360,882,10,2022-07-28
4226,426,696,192,2021-08-13
4227,405,16,138,2023-08-18
4228,296,1106,200,2022-11-11
4229,173,306,49,2022-09-14
4230,291,1378,65,2022-12-27
4231,372,1916,186,2023-04-27
4232,499,1762,136,2024-07-10
4233,210,1828,147,2022-11-23
4234,241,166,107,2022-09-07
4235,58,1278,175,2021-12-26
4236,35,314,89,2023-03-01
4237,94,1335,83,2024-01-25
4238,229,510,128,2024-08-04
4239,23,844,200,2022-08-02
4240,7,1170,162,2021-11-05
4241,64,833,45,2024-01-19
4242,330,308,31,2023-02-26
4243,411,1255,57,2024-03-03
4244,335,1478,113,2021-12-18
4245,84,748,87,2021-08-02
4246,49,79,175,2021-12-17
4247,124,148,117,2021-11-13
4248,368,1083,74,2024-07-14
4249,362,931,57,2021-06-21
4250,117,679,82,2022-01-14
4251,176,1713,141,2022-07-25
4252,288,828,132,2023-04-27
4253,471,623,88,2023-06-07
4254,313,800,49,2022-10-01
4255,126,1978,2,2021-12-01
4256,20,86,191,2022-06-27
4257,97,589,59,2024-10-28
4258,464,826,156,2023-08-25
4259,37,747,76,2024-02-24
4260,24,471,63,2022-09-20
4261,384,1540,4,2021-08-11
4262,191,1971,17,2022-11-26
4263,303,798,129,2022-01-13
4264,354,1775,118,2022-11-19
4265,400,1078,91,2022-05-20
4266,465,1749,5,2024-07-18
4267,295,129,45,2024-10-03
4268,44,872,172,2021-11-12
4269,213,187,152,2021-09-10
4270,309,359,167,2022-06-22
4271,32,1086,41,2023-01-29
4272,167,100,56,2023-12-22
4273,326,598,118,2022-11-30
4274,337,114,33,2023-12-20
4275,269,814,1,2023-06-24
4276,435,719,120,2022-04-16
4277,223,1460,175,2023-12-30
4278,62,1601,32,2023-01-03
4279,319,1423,61,2023-06-15
4280,402,104,83,2023-10-25
4281,381,1513,183,2023-12-13
4282,148,522,5,2023-07-01
4283,268,1918,143,2023-11-24
4284,458,815,168,2021-12-17
4285,409,815,100,2022-04-04
4286,227,626,11,2021-09-06
4287,81,735,120,2021-06-19
4288,156,914,42,2024-01-20
4289,385,1041,147,2021-11-24
4290,497,561,59,2023-05-18
4291,235,411,109,2023-03-24
4292,43,675,30,2022-02-21
4293,91,704,108,2021-12-25
4294,485,1577,27,2022-01-18
4295,436,136,192,2022-11-16
4296,95,1746,48,2022-09-01
4297,484,156,145,2021-09-10
4298,242,147,133,2021-07-16
4299,85,1265,37,2023-04-08
4300,436,409,193,2023-05-30
4301,260,723,152,2022-02-13
4302,364,266,67,2021-09-29
4303,483,1005,61,2022-12-11
4304,138,1128,135,2023-07-20
4305,383,594,2,2023-07-01
4306,240,1507,9,2023-09-21
4307,28,1691,158,2023-05-16
4308,416,1548,85,2022-05-30
4309,269,1578,96,2022-10-10
4310,365,938,15,2024-01-18
4311,233,398,20,2022-11-30
4312,288,237,70,2023-11-16
4313,46,1209,46,2024-04-15
4314,343,6,50,2023-12-28
4315,256,1992,132,2024-03-03
4316,88,1215,61,2023-01-25
4317,485,31,81,2022-08-07
4318,230,884,146,2022-12-18
4319,222,807,179,2023-07-16
4320,455,549,59,2023-11-13
4321,308,1814,165,2022-08-17
4322,48,8,31,2024-04-24
4323,266,1296,113,2022-12-20
4324,77,1086,13,2023-03-14
4325,165,564,8,2023-01-12
4326,268,352,175,2023-06-20
4327,87,814,77,2021-06-06
4328,81,1498,87,2022-04-09
4329,223,81,56,2024-08-14
4330,174,1192,7,2023-10-07
4331,76,955,54,2023-11-21
4332,68,572,54,2023-10-03
4333,362,1619,166,2021-06-26
4334,71,823,131,2024-06-20
4335,407,1793,197,2024-01-02
4336,328,160,42,2021-10-17
4337,454,556,109,2022-01-23
4338,276,162,24,2023-01-30
4339,346,1214,3,2022-07-20
4340,373,1397,36,2023-04-08
4341,453,1879,5,2023-12-23
4342,17,1604,133,2024-06-04
4343,333,1458,7,2021-08-04
4344,343,875,36,2024-04-24
4345,314,1888,88,2024-02-17
4346,429,1472,30,2024-04-12
4347,409,1804,141,2022-04-05
4348,168,744,39,2023-01-03
4349,214,104,199,2024-02-08
4350,282,1335,157,2023-04-19
4351,424,1502,171,2023-05-02
4352,184,39,134,2024-05-07
4353,328,1325,163,2022-01-22
4354,279,1191,196,2022-06-02
4355,120,1048,102,2023-07-06
4356,329,521,41,2024-04-17
4357,322,1060,82,2024-05-27
4358,231,1855,87,2023-08-30
4359,281,834,155,2023-12-13
4360,49,669,177,2022-05-12
4361,442,196,200,2022-06-17
4362,201,1455,168,2023-01-25
4363,167,663,15,2023-07-20
4364,26,1578,113,2024-05-04
4365,150,398,174,2022-03-01
4366,307,1555,78,2023-01-31
4367,401,722,87,2022-02-24
4368,465,401,76,2023-12-22
4369,2,141,158,2023-07-09
4370,350,343,138,2022-06-14
4371,347,238,92,2022-02-23
4372,126,276,62,2021-11-06
4373,153,276,127,2022-06-05
4374,291,1944,153,2023-01-26
4375,470,950,103,2023-05-29
4376,294,82,124,2023-03-04
4377,434,752,68,2023-12-29
4378,108,1138,179,2024-07-23
4379,98,152,159,2023-05-24
4380,444,1220,156,2021-12-20
4381,65,240,26,2021-07-31
4382,238,1950,132,2023-10-08
4383,270,1710,9,2022-12-30
4384,219,38,68,2022-07-07
4385,495,1561,34,2024-06-28
4386,479,1652,84,2022-08-27
4387,266,842,169,2023-04-14
4388,304,1689,71,2023-04-24
4389,262,624,140,2024-02-16
4390,182,817,4,2022-01-18
4391,99,381,40,2023-11-27
4392,236,1774,114,2022-01-09
4393,362,838,39,2022-05-17
4394,87,384,3,2021-05-21
4395,18,1684,167,2024-05-28
4396,259,687,81,2024-06-17
4397,181,648,84,2024-08-26
4398,381,654,160,2023-07-20
4399,123,965,120,2023-01-13
4400,80,1815,82,2024-04-06
4401,81,299,28,2022-03-31
4402,421,709,196,2023-09-24
4403,373,284,176,2023-06-20
4404,272,485,30,2022-04-09
4405,3,719,160,2023-02-08
4406,1,1909,134,2023-11-27
4407,444,642,82,2022-01-27
4408,49,1349,152,2021-08-02
4409,253,961,137,2022-09-24
4410,275,1127,168,2023-11-18
4411,325,1642,67,2023-05-14
4412,204,1456,97,2023-06-06
4413,382,1022,172,2023-06-25
4414,443,569,167,2023-07-09
4415,283,748,150,2022-03-14
4416,384,772,30,2021-07-10
4417,68,1704,148,2023-04-25
4418,333,197,98,2021-11-27
4419,74,60,100,2024-09-08
4420,34,1054,22,2024-01-05
4421,214,652,97,2023-04-23
4422,49,1299,42,2021-05-28
4423,217,1603,126,2023-05-26
4424,143,1431,116,2022-10-14
4425,356,983,59,2023-02-17
4426,75,512,168,2024-02-23
4427,46,795,7,2023-12-25
4428,40,1738,134,2021-10-21
4429,368,215,68,2024-07-06
4430,98,1699,58,2023-03-04
4431,64,1087,136,2023-09-07
4432,242,552,162,2021-09-21
4433,305,730,23,2023-05-12
4434,154,232,197,2021-05-07
4435,379,650,105,2023-10-09
4436,145,1903,44,2021-08-27
4437,390,545,87,2023-03-13
4438,305,1607,8,2023-09-09
4439,106,946,132,2022-07-15
4440,6,1477,162,2021-03-08
4441,97,1689,131,2024-08-07
4442,147,496,180,2021-09-28
4443,242,847,125,2021-07-23
4444,341,1181,193,2023-03-21
4445,380,516,40,2022-11-29
4446,293,1172,80,2024-06-10
4447,138,1107,92,2024-02-05
4448,10,1321,80,2022-07-12
4449,106,1596,179,2022-06-28
4450,146,1965,178,2024-04-06
4451,390,1676,97,2023-07-01
4452,247,103,151,2023-01-21
4453,435,1458,155,2022-07-07
4454,82,424,102,2022-11-14
4455,276,398,179,2023-03-21
4456,394,915,86,2022-10-28
4457,44,850,129,2022-09-09
4458,397,1720,43,2023-03-02
4459,424,618,103,2022-10-24
4460,369,1325,185,2023-06-19
4461,446,1791,108,2024-10-15
4462,81,584,77,2022-01-13
4463,394,1034,111,2023-02-16
4464,146,1792,28,2024-02-20
4465,77,155,136,2023-07-10
4466,374,97,171,2024-02-18
4467,45,625,164,2022-06-13
4468,209,507,169,2022-09-26
4469,33,576,75,2022-04-03
4470,233,536,163,2022-09-13
4471,258,214,87,2023-01-27
4472,178,212,191,2023-01-31
4473,4,1044,69,2023-01-01
4474,303,999,37,2022-05-15
4475,276,97,153,2023-04-08
4476,307,1077,136,2023-02-12
4477,336,688,98,2023-04-13
4478,148,709,47,2023-11-30
4479,180,1360,15,2022-01-07
4480,346,1089,54,2022-01-18
4481,186,1507,30,2022-11-27
4482,456,535,90,2022-12-13
4483,491,1122,110,2021-10-12
4484,70,1005,176,2022-05-14
4485,118,1801,35,2022-03-24
4486,296,814,121,2022-11-19
4487,280,597,34,2023-01-24
4488,219,620,93,2023-02-06
4489,229,1688,30,2024-02-14
4490,20,1664,67,2022-08-28
4491,18,1151,18,2024-02-08
4492,145,1892,65,2021-08-03
4493,159,1342,141,2023-05-24
4494,435,566,171,2022-04-16
4495,213,851,81,2022-07-27
4496,158,1149,47,2021-07-30
4497,13,290,52,2023-12-05
4498,275,1281,186,2023-06-01
4499,437,511,82,2021-10-23
4500,393,834,15,2022-01-03
4501,385,1057,56,2022-03-24
4502,43,594,175,2021-10-21
4503,452,485,195,2023-07-08
4504,220,4,175,2023-06-06
4505,442,1687,26,2022-06-15
4506,143,1714,118,2022-08-27
4507,116,1823,32,2023-11-20
4508,259,625,195,2024-08-20
4509,19,1442,29,2023-09-19
4510,53,806,81,2022-04-14
4511,342,1205,154,2021-08-20
4512,102,1954,32,2022-01-14
4513,202,1473,32,2023-10-14
4514,244,922,66,2022-05-27
4515,81,658,33,2021-09-27
4516,46,1092,116,2023-11-09
4517,410,1289,32,2022-05-10
4518,128,307,32,2022-12-28
4519,340,1352,149,2021-10-28
4520,28,397,55,2023-06-29
4521,157,995,1,2023-01-15
4522,142,690,31,2021-04-13
4523,479,431,131,2022-10-02
4524,304,1912,89,2023-01-16
4525,432,1398,70,2021-10-08
4526,388,1670,58,2022-12-19
4527,481,331,111,2021-11-20
4528,190,893,56,2023-11-11
4529,493,1467,171,2024-02-01
4530,53,1901,134,2021-11-04
4531,264,271,92,2024-03-17
4532,453,554,177,2023-03-16
4533,15,1306,141,2023-07-31
4534,471,1223,139,2023-12-26
4535,228,184,71,2023-12-11
4536,113,523,191,2023-01-26
4537,291,667,71,2022-05-29
4538,188,663,42,2021-07-27
4539,4,1436,145,2022-12-31
4540,374,1297,89,2024-03-14
4541,466,1939,179,2024-01-04
4542,206,422,47,2022-04-27
4543,499,1148,69,2024-08-24
4544,354,1285,41,2022-01-29
4545,446,748,186,2024-07-06
4546,488,1578,41,2023-05-09
4547,229,452,127,2024-02-21
4548,290,1408,192,2023-06-19
4549,450,1792,127,2021-08-30
4550,495,1423,59,2024-01-09
4551,332,1712,193,2024-07-13
4552,319,1407,39,2023-02-05
4553,175,1562,174,2021-08-29
4554,500,814,65,2021-10-24
4555,372,1628,147,2023-08-31
4556,412,983,93,2021-12-16
4557,272,1841,78,2021-09-28
4558,267,1846,44,2022-07-01
4559,138,1282,141,2023-05-24
4560,424,987,147,2023-03-18
4561,26,225,97,2023-08-19
4562,70,926,195,2022-06-03
4563,349,620,174,2022-03-30
4564,326,1754,125,2023-01-27
4565,454,160,50,2022-06-14
4566,174,163,162,2023-04-02
4567,189,147,133,2022-04-28
4568,246,45,83,2022-08-23
4569,289,1613,25,2022-07-02
4570,297,320,196,2023-06-20
4571,320,375,114,2023-04-26
4572,46,740,148,2023-10-28
4573,37,1746,153,2023-12-31
4574,497,1871,164,2024-01-12
4575,187,1759,1,2022-07-18
4576,428,561,13,2023-08-04
4577,210,1073,26,2023-07-28
4578,66,1025,80,2023-04-16
4579,260,386,54,2022-01-14
4580,255,954,179,2023-10-22
4581,385,1696,110,2022-08-21
4582,466,791,153,2024-02-16
4583,159,300,153,2022-08-04
4584,79,253,149,2021-07-10
4585,6,110,157,2021-02-27
4586,499,391,145,2023-12-25
4587,337,648,27,2023-06-05
4588,111,1908,70,2024-01-29
4589,264,974,187,2024-04-07
4590,89,571,153,2023-08-14
4591,331,772,116,2021-11-21
4592,25,649,2,2023-01-07
4593,74,254,186,2023-12-07
4594,213,196,200,2022-08-07
4595,3,1627,35,2022-05-11
4596,125,1837,72,2024-12-07
4597,422,710,36,2023-07-04
4598,293,1262,9,2024-02-27
4599,112,65,47,2023-07-03
4600,212,1514,144,2022-03-30
4601,255,667,6,2023-02-22
4602,219,667,86,2022-06-02
4603,320,1905,130,2022-06-24
4604,451,1233,36,2022-08-18
4605,211,1784,154,2024-11-12
4606,139,624,7,2023-04-12
4607,350,1666,196,2022-05-13
4608,151,235,102,2023-06-09
4609,12,1473,119,2021-09-04
4610,187,919,13,2021-12-20
4611,166,1072,71,2023-10-02
4612,316,1422,87,2022-01-05
4613,115,274,181,2021-11-08
4614,9,1386,49,2023-12-30
4615,278,1544,9,2022-10-15
4616,121,1716,113,2024-03-17
4617,28,998,194,2022-12-14
4618,199,682,61,2022-10-07
4619,276,1029,64,2022-10-07
4620,278,126,97,2023-02-06
4621,229,1915,76,2024-06-19
4622,3,631,126,2023-03-13
4623,110,1445,144,2023-04-10
4624,50,798,68,2023-02-26
4625,149,92,187,2024-03-14
4626,234,243,92,2022-08-29
4627,213,1697,80,2022-01-21
4628,218,479,59,2021-08-23
4629,285,13,66,2021-09-25
4630,24,785,131,2023-05-28
4631,59,1949,150,2021-08-10
4632,122,541,142,2022-04-27
4633,339,1761,119,2024-08-20
4634,324,1408,11,2024-06-22
4635,390,618,126,2023-02-05
4636,138,1614,56,2023-12-29
4637,181,1169,93,2024-02-04
4638,198,583,61,2024-07-21
4639,246,561,31,2023-02-07
4640,349,406,120,2021-10-15
4641,357,1490,107,2022-05-03
4642,172,1834,145,2022-09-30
4643,47,1939,186,2021-07-06
4644,286,89,155,2024-04-10
4645,492,1027,89,2022-02-03
4646,398,1995,1,2023-04-24
4647,297,662,168,2024-04-24
4648,56,556,72,2022-07-14
4649,380,160,189,2022-11-09
4650,137,453,177,2023-02-06
4651,245,1289,196,2023-06-08
4652,394,1734,171,2022-12-30
4653,443,570,148,2023-07-22
4654,418,732,153,2024-06-27
4655,41,94,104,2023-11-16
4656,380,1016,28,2023-03-16
4657,155,1080,189,2022-09-19
4658,145,1576,191,2021-04-17
4659,186,451,81,2023-04-24
4660,266,1482,114,2023-01-14
4661,379,11,126,2023-02-22
4662,78,286,111,2022-03-06
4663,355,516,73,2023-05-06
4664,371,1654,8,2022-08-07
4665,33,1970,138,2022-02-19
4666,484,1798,51,2021-03-12
4667,161,1158,82,2024-02-24
4668,403,1959,24,2023-02-14
4669,90,1349,6,2022-05-20
4670,42,1112,107,2023-07-30
4671,344,995,83,2023-10-21
4672,442,175,28,2022-07-05
4673,3,750,126,2022-10-04
4674,185,660,163,2023-09-26
4675,131,65,171,2022-08-13
4676,450,674,86,2021-07-19
4677,374,1327,198,2024-11-09
4678,269,1092,26,2023-01-25
4679,307,959,123,2022-10-12
4680,22,429,126,2023-12-11
4681,345,1002,55,2024-03-14
4682,124,42,129,2021-12-17
4683,142,105,144,2021-03-16
4684,414,1128,15,2024-06-30
4685,247,833,82,2023-04-10
4686,326,1985,69,2022-10-30
4687,299,818,84,2022-01-05
4688,487,1017,158,2023-11-24
4689,359,1328,170,2021-07-06
4690,334,1879,5,2022-05-03
4691,464,1788,31,2022-11-27
4692,251,156,96,2023-12-12
4693,275,15,119,2023-11-22
4694,368,1631,71,2024-07-30
4695,231,1340,168,2022-12-15
4696,94,605,51,2023-09-06
4697,144,673,75,2023-08-06
4698,299,787,137,2022-07-12
4699,204,1902,94,2023-03-31
4700,220,548,124,2023-04-24
4701,73,727,46,2023-02-02
4702,490,144,50,2024-08-05
4703,199,461,56,2022-12-18
4704,167,1206,25,2023-10-20
4705,433,1603,144,2023-07-02
4706,451,939,48,2021-11-18
4707,499,1783,95,2023-10-08
4708,435,269,31,2022-02-27
4709,118,964,198,2021-10-21
4710,188,1253,127,2021-11-23
4711,358,1601,89,2022-03-23
4712,180,947,33,2021-07-17
4713,47,265,45,2021-02-17
4714,466,317,11,2024-06-17
4715,290,1116,108,2023-05-27
4716,173,281,19,2022-08-19
4717,437,430,101,2021-11-19
4718,443,1569,102,2024-02-20
4719,132,939,168,2023-10-11
4720,66,1965,2,2022-10-02
4721,229,171,156,2024-02-26
4722,382,927,69,2023-03-30
4723,390,1329,192,2023-04-17
4724,275,1377,197,2023-07-27
4725,198,1579,45,2024-11-15
4726,220,1731,197,2023-06-29
4727,129,1211,29,2021-09-27
4728,244,1727,175,2022-10-03
4729,146,1026,28,2024-02-24
4730,310,693,110,2024-07-02
4731,342,1744,189,2021-11-18
4732,184,1368,173,2024-01-29
4733,339,243,42,2024-04-13
4734,124,565,82,2021-08-15
4735,101,1053,60,2024-03-21
4736,63,898,151,2024-04-11
4737,422,779,173,2023-05-28
4738,321,1149,143,2023-09-21
4739,401,1294,86,2021-11-07
4740,116,1679,175,2024-01-09
4741,432,274,88,2021-10-29
4742,472,180,175,2023-12-11
4743,263,1383,44,2021-08-29
4744,16,952,25,2023-12-03
4745,173,564,115,2022-03-14
4746,25,663,48,2022-07-16
4747,450,383,112,2021-09-26
4748,75,1570,139,2024-01-28
4749,199,1401,89,2023-06-13
4750,339,1490,168,2024-05-07
4751,46,1535,76,2023-07-26
4752,453,254,158,2023-04-16
4753,187,1775,6,2021-08-20
4754,148,133,194,2023-10-25
4755,370,829,21,2021-11-17
4756,6,1627,111,2021-04-07
4757,214,226,52,2023-06-03
4758,440,943,139,2022-01-03
4759,106,822,34,2022-09-11
4760,51,540,50,2024-04-09
4761,455,532,20,2024-02-05
4762,419,746,192,2022-08-30
4763,330,1603,167,2022-10-27
4764,215,1740,34,2021-05-11
4765,338,1443,89,2021-07-11
4766,159,1453,19,2023-05-06
4767,254,279,106,2023-08-25
4768,313,678,98,2023-02-02
4769,445,1172,52,2022-10-10
4770,151,1508,52,2022-09-24
4771,102,1824,50,2022-11-11
4772,493,1420,47,2024-02-20
4773,326,1375,45,2022-08-22
4774,208,1353,144,2024-03-09
4775,107,1568,62,2024-02-26
4776,337,1436,79,2023-10-07
4777,96,1993,7,2024-08-08
4778,180,1384,190,2021-12-30
4779,134,1584,13,2021-10-21
